CE13	CNR20001208.1700.1129-CE1
CE14	CNR20001208.1700.1129-CE2
CE15	CNR20001208.1700.1129-CE3
CE16	CNR20001208.1700.1129-CE4
CE17	CNR20001208.1700.1129-CE5
CE1	CNR20001208.1700.1129-CE6
CE2	CNR20001208.1700.1129-CE7
CE3	CNR20001208.1700.1129-CE8
CE4	CNR20001208.1700.1129-CE9
CE5	CNR20001208.1700.1129-CE10
CE6	CNR20001208.1700.1129-CE11
CE7	CNR20001208.1700.1129-CE12
CE8	CNR20001208.1700.1129-CE13
CE10	CNR20001208.1700.1129-CE14
CE11	CNR20001208.1700.1129-CE15
CE12	CNR20001208.1700.1129-CE16
E14	CNR20001208.1700.1129-E1
E15	CNR20001208.1700.1129-E2
E16	CNR20001208.1700.1129-E3
E17	CNR20001208.1700.1129-E4
E18	CNR20001208.1700.1129-E5
E19	CNR20001208.1700.1129-E6
E1	CNR20001208.1700.1129-E7
E2	CNR20001208.1700.1129-E8
E3	CNR20001208.1700.1129-E9
E4	CNR20001208.1700.1129-E10
E5	CNR20001208.1700.1129-E11
E6	CNR20001208.1700.1129-E12
E7	CNR20001208.1700.1129-E13
E8	CNR20001208.1700.1129-E14
E9	CNR20001208.1700.1129-E15
E11	CNR20001208.1700.1129-E16
E12	CNR20001208.1700.1129-E17
E13	CNR20001208.1700.1129-E18
EM1	CNR20001208.1700.1129-E7-1
EM19	CNR20001208.1700.1129-E2-2
EM20	CNR20001208.1700.1129-E1-3
EM21	CNR20001208.1700.1129-E8-4
EM22	CNR20001208.1700.1129-E3-5
EM23	CNR20001208.1700.1129-E1-6
EM24	CNR20001208.1700.1129-E3-7
EM25	CNR20001208.1700.1129-E4-8
EM27	CNR20001208.1700.1129-E5-9
EM28	CNR20001208.1700.1129-E6-10
EM2	CNR20001208.1700.1129-E8-11
EM3	CNR20001208.1700.1129-E9-12
EM4	CNR20001208.1700.1129-E10-13
EM5	CNR20001208.1700.1129-E11-14
EM6	CNR20001208.1700.1129-E12-15
EM7	CNR20001208.1700.1129-E12-16
EM8	CNR20001208.1700.1129-E13-17
EM9	CNR20001208.1700.1129-E14-18
EM10	CNR20001208.1700.1129-E15-19
EM12	CNR20001208.1700.1129-E16-20
EM13	CNR20001208.1700.1129-E12-21
EM14	CNR20001208.1700.1129-E17-22
EM15	CNR20001208.1700.1129-E18-23
EM16	CNR20001208.1700.1129-E8-24
EM17	CNR20001208.1700.1129-E9-25
EM18	CNR20001208.1700.1129-E1-26
Q1	CNR20001208.1700.1129-T1
Q2	CNR20001208.1700.1129-T2
