CE12	CTS20001211.1300.1117-CE1
CE13	CTS20001211.1300.1117-CE2
CE1	CTS20001211.1300.1117-CE3
CE2	CTS20001211.1300.1117-CE4
CE3	CTS20001211.1300.1117-CE5
CE4	CTS20001211.1300.1117-CE6
CE5	CTS20001211.1300.1117-CE7
CE6	CTS20001211.1300.1117-CE8
CE7	CTS20001211.1300.1117-CE9
CE8	CTS20001211.1300.1117-CE10
CE9	CTS20001211.1300.1117-CE11
CE10	CTS20001211.1300.1117-CE12
E12	CTS20001211.1300.1117-E1
E13	CTS20001211.1300.1117-E2
E1	CTS20001211.1300.1117-E3
E2	CTS20001211.1300.1117-E4
E3	CTS20001211.1300.1117-E5
E4	CTS20001211.1300.1117-E6
E5	CTS20001211.1300.1117-E7
E6	CTS20001211.1300.1117-E8
E7	CTS20001211.1300.1117-E9
E8	CTS20001211.1300.1117-E10
E9	CTS20001211.1300.1117-E11
E10	CTS20001211.1300.1117-E12
EM19	CTS20001211.1300.1117-E1-1
EM20	CTS20001211.1300.1117-E5-2
EM21	CTS20001211.1300.1117-E6-3
EM23	CTS20001211.1300.1117-E7-4
EM24	CTS20001211.1300.1117-E11-5
EM25	CTS20001211.1300.1117-E1-6
EM26	CTS20001211.1300.1117-E10-7
EM27	CTS20001211.1300.1117-E2-8
EM28	CTS20001211.1300.1117-E10-9
EM29	CTS20001211.1300.1117-E6-10
EM30	CTS20001211.1300.1117-E11-11
EM31	CTS20001211.1300.1117-E7-12
EM32	CTS20001211.1300.1117-E3-13
EM34	CTS20001211.1300.1117-E4-14
EM1	CTS20001211.1300.1117-E3-15
EM2	CTS20001211.1300.1117-E4-16
EM3	CTS20001211.1300.1117-E5-17
EM4	CTS20001211.1300.1117-E6-18
EM5	CTS20001211.1300.1117-E7-19
EM6	CTS20001211.1300.1117-E8-20
EM7	CTS20001211.1300.1117-E8-21
EM8	CTS20001211.1300.1117-E8-22
EM9	CTS20001211.1300.1117-E9-23
EM10	CTS20001211.1300.1117-E9-24
EM11	CTS20001211.1300.1117-E9-25
EM12	CTS20001211.1300.1117-E9-26
EM13	CTS20001211.1300.1117-E10-27
EM14	CTS20001211.1300.1117-E4-28
EM15	CTS20001211.1300.1117-E11-29
EM16	CTS20001211.1300.1117-E12-30
EM17	CTS20001211.1300.1117-E6-31
EM18	CTS20001211.1300.1117-E10-32
R2	CTS20001211.1300.1117-R1
R3	CTS20001211.1300.1117-R2
R4	CTS20001211.1300.1117-R3
R5	CTS20001211.1300.1117-R4
R7	CTS20001211.1300.1117-R5
R8	CTS20001211.1300.1117-R6
R9	CTS20001211.1300.1117-R7
R10	CTS20001211.1300.1117-R8
R11	CTS20001211.1300.1117-R9
R12	CTS20001211.1300.1117-R10
R13	CTS20001211.1300.1117-R11
R14	CTS20001211.1300.1117-R12
R15	CTS20001211.1300.1117-R13
R16	CTS20001211.1300.1117-R14
RM2	CTS20001211.1300.1117-R1-1
RM3	CTS20001211.1300.1117-R2-1
RM4	CTS20001211.1300.1117-R3-1
RM5	CTS20001211.1300.1117-R4-1
RM7	CTS20001211.1300.1117-R5-1
RM8	CTS20001211.1300.1117-R6-1
RM9	CTS20001211.1300.1117-R2-2
RM10	CTS20001211.1300.1117-R3-2
RM11	CTS20001211.1300.1117-R5-2
RM12	CTS20001211.1300.1117-R5-3
RM13	CTS20001211.1300.1117-R3-3
RM14	CTS20001211.1300.1117-R12-1
RM15	CTS20001211.1300.1117-R13-1
RM16	CTS20001211.1300.1117-R1-2
V1	CTS20001211.1300.1117-EV1
V2	CTS20001211.1300.1117-EV2
V3	CTS20001211.1300.1117-EV3
V4	CTS20001211.1300.1117-EV4
VM1	CTS20001211.1300.1117-EV1-1
VM2	CTS20001211.1300.1117-EV2-1
VM3	CTS20001211.1300.1117-EV3-1
VM4	CTS20001211.1300.1117-EV2-2
VM5	CTS20001211.1300.1117-EV4-1
Q2	CTS20001211.1300.1117-T1
Q3	CTS20001211.1300.1117-T2
Q4	CTS20001211.1300.1117-T3
Q5	CTS20001211.1300.1117-T4
Q6	CTS20001211.1300.1117-T5
Q1	CTS20001211.1300.1117-T6
