CE13	CTS20001120.1300.1052-CE1
CE14	CTS20001120.1300.1052-CE2
CE15	CTS20001120.1300.1052-CE3
CE17	CTS20001120.1300.1052-CE4
CE18	CTS20001120.1300.1052-CE5
CE19	CTS20001120.1300.1052-CE6
CE20	CTS20001120.1300.1052-CE7
CE21	CTS20001120.1300.1052-CE8
CE22	CTS20001120.1300.1052-CE9
CE23	CTS20001120.1300.1052-CE10
CE1	CTS20001120.1300.1052-CE11
CE2	CTS20001120.1300.1052-CE12
CE3	CTS20001120.1300.1052-CE13
CE4	CTS20001120.1300.1052-CE14
CE5	CTS20001120.1300.1052-CE15
CE6	CTS20001120.1300.1052-CE16
CE7	CTS20001120.1300.1052-CE17
CE8	CTS20001120.1300.1052-CE18
CE9	CTS20001120.1300.1052-CE19
CE10	CTS20001120.1300.1052-CE20
CE11	CTS20001120.1300.1052-CE21
CE12	CTS20001120.1300.1052-CE22
E13	CTS20001120.1300.1052-E1
E14	CTS20001120.1300.1052-E2
E15	CTS20001120.1300.1052-E3
E17	CTS20001120.1300.1052-E4
E18	CTS20001120.1300.1052-E5
E19	CTS20001120.1300.1052-E6
E20	CTS20001120.1300.1052-E7
E21	CTS20001120.1300.1052-E8
E22	CTS20001120.1300.1052-E9
E23	CTS20001120.1300.1052-E10
E1	CTS20001120.1300.1052-E11
E2	CTS20001120.1300.1052-E12
E3	CTS20001120.1300.1052-E13
E4	CTS20001120.1300.1052-E14
E5	CTS20001120.1300.1052-E15
E6	CTS20001120.1300.1052-E16
E7	CTS20001120.1300.1052-E17
E8	CTS20001120.1300.1052-E18
E9	CTS20001120.1300.1052-E19
E10	CTS20001120.1300.1052-E20
E11	CTS20001120.1300.1052-E21
E12	CTS20001120.1300.1052-E22
EM1	CTS20001120.1300.1052-E11-1
EM19	CTS20001120.1300.1052-E2-2
EM20	CTS20001120.1300.1052-E3-3
EM21	CTS20001120.1300.1052-E20-4
EM22	CTS20001120.1300.1052-E4-5
EM23	CTS20001120.1300.1052-E5-6
EM24	CTS20001120.1300.1052-E6-7
EM25	CTS20001120.1300.1052-E12-8
EM26	CTS20001120.1300.1052-E7-9
EM27	CTS20001120.1300.1052-E8-10
EM28	CTS20001120.1300.1052-E9-11
EM29	CTS20001120.1300.1052-E12-12
EM30	CTS20001120.1300.1052-E10-13
EM31	CTS20001120.1300.1052-E14-14
EM2	CTS20001120.1300.1052-E12-15
EM3	CTS20001120.1300.1052-E13-16
EM4	CTS20001120.1300.1052-E14-17
EM5	CTS20001120.1300.1052-E15-18
EM6	CTS20001120.1300.1052-E16-19
EM7	CTS20001120.1300.1052-E15-20
EM8	CTS20001120.1300.1052-E17-21
EM9	CTS20001120.1300.1052-E15-22
EM10	CTS20001120.1300.1052-E18-23
EM11	CTS20001120.1300.1052-E19-24
EM12	CTS20001120.1300.1052-E20-25
EM13	CTS20001120.1300.1052-E20-26
EM14	CTS20001120.1300.1052-E21-27
EM15	CTS20001120.1300.1052-E22-28
EM16	CTS20001120.1300.1052-E22-29
EM17	CTS20001120.1300.1052-E22-30
EM18	CTS20001120.1300.1052-E1-31
R1	CTS20001120.1300.1052-R1
R2	CTS20001120.1300.1052-R2
R4	CTS20001120.1300.1052-R3
R5	CTS20001120.1300.1052-R4
R6	CTS20001120.1300.1052-R5
R7	CTS20001120.1300.1052-R6
R8	CTS20001120.1300.1052-R7
R9	CTS20001120.1300.1052-R8
R10	CTS20001120.1300.1052-R9
RM1	CTS20001120.1300.1052-R1-1
RM2	CTS20001120.1300.1052-R2-1
RM4	CTS20001120.1300.1052-R3-1
RM5	CTS20001120.1300.1052-R4-1
RM6	CTS20001120.1300.1052-R5-1
RM7	CTS20001120.1300.1052-R6-1
RM8	CTS20001120.1300.1052-R7-1
RM9	CTS20001120.1300.1052-R8-1
RM10	CTS20001120.1300.1052-R9-1
V1	CTS20001120.1300.1052-EV1
V2	CTS20001120.1300.1052-EV2
V4	CTS20001120.1300.1052-EV3
V5	CTS20001120.1300.1052-EV4
V6	CTS20001120.1300.1052-EV5
V7	CTS20001120.1300.1052-EV6
VM1	CTS20001120.1300.1052-EV1-1
VM2	CTS20001120.1300.1052-EV2-1
VM4	CTS20001120.1300.1052-EV3-1
VM5	CTS20001120.1300.1052-EV4-1
VM6	CTS20001120.1300.1052-EV5-1
VM7	CTS20001120.1300.1052-EV6-1
Q1	CTS20001120.1300.1052-T1
Q2	CTS20001120.1300.1052-T2
Q3	CTS20001120.1300.1052-T3
Q4	CTS20001120.1300.1052-T4
Q5	CTS20001120.1300.1052-T5
Q6	CTS20001120.1300.1052-T6
