CE12	CNR20001003.1700.1240-CE1
CE13	CNR20001003.1700.1240-CE2
CE14	CNR20001003.1700.1240-CE3
CE1	CNR20001003.1700.1240-CE4
CE2	CNR20001003.1700.1240-CE5
CE3	CNR20001003.1700.1240-CE6
CE4	CNR20001003.1700.1240-CE7
CE5	CNR20001003.1700.1240-CE8
CE6	CNR20001003.1700.1240-CE9
CE7	CNR20001003.1700.1240-CE10
CE8	CNR20001003.1700.1240-CE11
CE10	CNR20001003.1700.1240-CE12
CE11	CNR20001003.1700.1240-CE13
E13	CNR20001003.1700.1240-E1
E14	CNR20001003.1700.1240-E2
E15	CNR20001003.1700.1240-E3
E1	CNR20001003.1700.1240-E4
E2	CNR20001003.1700.1240-E5
E3	CNR20001003.1700.1240-E6
E4	CNR20001003.1700.1240-E7
E5	CNR20001003.1700.1240-E8
E6	CNR20001003.1700.1240-E9
E7	CNR20001003.1700.1240-E10
E8	CNR20001003.1700.1240-E11
E9	CNR20001003.1700.1240-E12
E11	CNR20001003.1700.1240-E13
E12	CNR20001003.1700.1240-E14
EM1	CNR20001003.1700.1240-E4-1
EM20	CNR20001003.1700.1240-E13-2
EM21	CNR20001003.1700.1240-E2-3
EM22	CNR20001003.1700.1240-E7-4
EM23	CNR20001003.1700.1240-E8-5
EM24	CNR20001003.1700.1240-E1-6
EM26	CNR20001003.1700.1240-E3-7
EM27	CNR20001003.1700.1240-E7-8
EM28	CNR20001003.1700.1240-E8-9
EM29	CNR20001003.1700.1240-E13-10
EM30	CNR20001003.1700.1240-E1-11
EM2	CNR20001003.1700.1240-E5-12
EM3	CNR20001003.1700.1240-E5-13
EM4	CNR20001003.1700.1240-E5-14
EM5	CNR20001003.1700.1240-E6-15
EM6	CNR20001003.1700.1240-E5-16
EM7	CNR20001003.1700.1240-E7-17
EM8	CNR20001003.1700.1240-E8-18
EM9	CNR20001003.1700.1240-E8-19
EM10	CNR20001003.1700.1240-E9-20
EM11	CNR20001003.1700.1240-E10-21
EM12	CNR20001003.1700.1240-E11-22
EM13	CNR20001003.1700.1240-E12-23
EM15	CNR20001003.1700.1240-E13-24
EM16	CNR20001003.1700.1240-E14-25
EM17	CNR20001003.1700.1240-E13-26
EM19	CNR20001003.1700.1240-E1-27
R2	CNR20001003.1700.1240-R1
R3	CNR20001003.1700.1240-R2
R4	CNR20001003.1700.1240-R3
R5	CNR20001003.1700.1240-R4
R6	CNR20001003.1700.1240-R5
R7	CNR20001003.1700.1240-R6
R8	CNR20001003.1700.1240-R7
R9	CNR20001003.1700.1240-R8
R10	CNR20001003.1700.1240-R9
RM2	CNR20001003.1700.1240-R1-1
RM3	CNR20001003.1700.1240-R2-1
RM4	CNR20001003.1700.1240-R3-1
RM5	CNR20001003.1700.1240-R4-1
RM6	CNR20001003.1700.1240-R5-1
RM7	CNR20001003.1700.1240-R6-1
RM8	CNR20001003.1700.1240-R7-1
RM9	CNR20001003.1700.1240-R2-2
RM10	CNR20001003.1700.1240-R2-3
V1	CNR20001003.1700.1240-EV1
V2	CNR20001003.1700.1240-EV2
VM1	CNR20001003.1700.1240-EV1-1
VM2	CNR20001003.1700.1240-EV2-1
Q1	CNR20001003.1700.1240-T1
Q2	CNR20001003.1700.1240-T2
Q3	CNR20001003.1700.1240-T3
