CE1	CNR20001109.1700.1220-CE1
CE2	CNR20001109.1700.1220-CE2
CE3	CNR20001109.1700.1220-CE3
CE4	CNR20001109.1700.1220-CE4
CE5	CNR20001109.1700.1220-CE5
CE6	CNR20001109.1700.1220-CE6
CE7	CNR20001109.1700.1220-CE7
CE8	CNR20001109.1700.1220-CE8
CE9	CNR20001109.1700.1220-CE9
CE10	CNR20001109.1700.1220-CE10
CE11	CNR20001109.1700.1220-CE11
E1	CNR20001109.1700.1220-E1
E2	CNR20001109.1700.1220-E2
E3	CNR20001109.1700.1220-E3
E4	CNR20001109.1700.1220-E4
E5	CNR20001109.1700.1220-E5
E6	CNR20001109.1700.1220-E6
E7	CNR20001109.1700.1220-E7
E8	CNR20001109.1700.1220-E8
E9	CNR20001109.1700.1220-E9
E10	CNR20001109.1700.1220-E10
E11	CNR20001109.1700.1220-E11
EM1	CNR20001109.1700.1220-E1-1
EM2	CNR20001109.1700.1220-E2-2
EM3	CNR20001109.1700.1220-E3-3
EM4	CNR20001109.1700.1220-E4-4
EM5	CNR20001109.1700.1220-E5-5
EM6	CNR20001109.1700.1220-E6-6
EM7	CNR20001109.1700.1220-E7-7
EM8	CNR20001109.1700.1220-E8-8
EM9	CNR20001109.1700.1220-E9-9
EM10	CNR20001109.1700.1220-E10-10
EM11	CNR20001109.1700.1220-E4-11
EM15	CNR20001109.1700.1220-E11-12
EM13	CNR20001109.1700.1220-E5-13
EM16	CNR20001109.1700.1220-E11-14
R2	CNR20001109.1700.1220-R1
R1	CNR20001109.1700.1220-R2
RM3	CNR20001109.1700.1220-R1-1
RM1	CNR20001109.1700.1220-R2-1
Q1	CNR20001109.1700.1220-T1
Q2	CNR20001109.1700.1220-T2
Q3	CNR20001109.1700.1220-T3
