CE10	CTV20001114.1330.0505-CE1
CE11	CTV20001114.1330.0505-CE2
CE12	CTV20001114.1330.0505-CE3
CE13	CTV20001114.1330.0505-CE4
CE14	CTV20001114.1330.0505-CE5
CE15	CTV20001114.1330.0505-CE6
CE16	CTV20001114.1330.0505-CE7
CE17	CTV20001114.1330.0505-CE8
CE18	CTV20001114.1330.0505-CE9
CE19	CTV20001114.1330.0505-CE10
CE20	CTV20001114.1330.0505-CE11
CE21	CTV20001114.1330.0505-CE12
CE22	CTV20001114.1330.0505-CE13
CE23	CTV20001114.1330.0505-CE14
CE24	CTV20001114.1330.0505-CE15
CE25	CTV20001114.1330.0505-CE16
CE26	CTV20001114.1330.0505-CE17
CE27	CTV20001114.1330.0505-CE18
CE28	CTV20001114.1330.0505-CE19
CE29	CTV20001114.1330.0505-CE20
CE30	CTV20001114.1330.0505-CE21
CE1	CTV20001114.1330.0505-CE22
CE31	CTV20001114.1330.0505-CE23
CE2	CTV20001114.1330.0505-CE24
CE3	CTV20001114.1330.0505-CE25
CE4	CTV20001114.1330.0505-CE26
CE5	CTV20001114.1330.0505-CE27
CE7	CTV20001114.1330.0505-CE28
CE8	CTV20001114.1330.0505-CE29
CE9	CTV20001114.1330.0505-CE30
E13	CTV20001114.1330.0505-E1
E14	CTV20001114.1330.0505-E2
E15	CTV20001114.1330.0505-E3
E16	CTV20001114.1330.0505-E4
E17	CTV20001114.1330.0505-E5
E18	CTV20001114.1330.0505-E6
E19	CTV20001114.1330.0505-E7
E20	CTV20001114.1330.0505-E8
E21	CTV20001114.1330.0505-E9
E22	CTV20001114.1330.0505-E10
E23	CTV20001114.1330.0505-E11
E24	CTV20001114.1330.0505-E12
E25	CTV20001114.1330.0505-E13
E26	CTV20001114.1330.0505-E14
E27	CTV20001114.1330.0505-E15
E29	CTV20001114.1330.0505-E16
E31	CTV20001114.1330.0505-E17
E1	CTV20001114.1330.0505-E18
E32	CTV20001114.1330.0505-E19
E33	CTV20001114.1330.0505-E20
E34	CTV20001114.1330.0505-E21
E35	CTV20001114.1330.0505-E22
E36	CTV20001114.1330.0505-E23
E37	CTV20001114.1330.0505-E24
E38	CTV20001114.1330.0505-E25
E40	CTV20001114.1330.0505-E26
E41	CTV20001114.1330.0505-E27
E2	CTV20001114.1330.0505-E28
E3	CTV20001114.1330.0505-E29
E4	CTV20001114.1330.0505-E30
E5	CTV20001114.1330.0505-E31
E6	CTV20001114.1330.0505-E32
E39	CTV20001114.1330.0505-E33
E8	CTV20001114.1330.0505-E34
E9	CTV20001114.1330.0505-E35
E10	CTV20001114.1330.0505-E36
E12	CTV20001114.1330.0505-E37
EM1	CTV20001114.1330.0505-E18-1
EM20	CTV20001114.1330.0505-E1-2
EM21	CTV20001114.1330.0505-E32-3
EM22	CTV20001114.1330.0505-E18-4
EM23	CTV20001114.1330.0505-E32-5
EM24	CTV20001114.1330.0505-E18-6
EM25	CTV20001114.1330.0505-E32-7
EM26	CTV20001114.1330.0505-E32-8
EM27	CTV20001114.1330.0505-E2-9
EM28	CTV20001114.1330.0505-E3-10
EM29	CTV20001114.1330.0505-E18-11
EM31	CTV20001114.1330.0505-E32-12
EM32	CTV20001114.1330.0505-E4-13
EM33	CTV20001114.1330.0505-E5-14
EM34	CTV20001114.1330.0505-E4-15
EM35	CTV20001114.1330.0505-E6-16
EM36	CTV20001114.1330.0505-E7-17
EM37	CTV20001114.1330.0505-E8-18
EM38	CTV20001114.1330.0505-E9-19
EM39	CTV20001114.1330.0505-E10-20
EM40	CTV20001114.1330.0505-E11-21
EM41	CTV20001114.1330.0505-E12-22
EM42	CTV20001114.1330.0505-E18-23
EM43	CTV20001114.1330.0505-E32-24
EM44	CTV20001114.1330.0505-E13-25
EM45	CTV20001114.1330.0505-E5-26
EM46	CTV20001114.1330.0505-E18-27
EM47	CTV20001114.1330.0505-E4-28
EM48	CTV20001114.1330.0505-E5-29
EM49	CTV20001114.1330.0505-E14-30
EM50	CTV20001114.1330.0505-E32-31
EM51	CTV20001114.1330.0505-E32-32
EM52	CTV20001114.1330.0505-E4-33
EM53	CTV20001114.1330.0505-E15-34
EM54	CTV20001114.1330.0505-E4-35
EM55	CTV20001114.1330.0505-E32-36
EM80	CTV20001114.1330.0505-E37-37
EM57	CTV20001114.1330.0505-E4-38
EM58	CTV20001114.1330.0505-E16-39
EM59	CTV20001114.1330.0505-E32-40
EM60	CTV20001114.1330.0505-E17-41
EM61	CTV20001114.1330.0505-E32-42
EM63	CTV20001114.1330.0505-E17-43
EM64	CTV20001114.1330.0505-E19-44
EM65	CTV20001114.1330.0505-E32-45
EM66	CTV20001114.1330.0505-E20-46
EM67	CTV20001114.1330.0505-E21-47
EM69	CTV20001114.1330.0505-E20-48
EM70	CTV20001114.1330.0505-E23-49
EM71	CTV20001114.1330.0505-E22-50
EM72	CTV20001114.1330.0505-E24-51
EM73	CTV20001114.1330.0505-E25-52
EM81	CTV20001114.1330.0505-E37-53
EM82	CTV20001114.1330.0505-E32-54
EM83	CTV20001114.1330.0505-E37-55
EM84	CTV20001114.1330.0505-E26-56
EM2	CTV20001114.1330.0505-E18-57
EM85	CTV20001114.1330.0505-E27-58
EM3	CTV20001114.1330.0505-E28-59
EM4	CTV20001114.1330.0505-E29-60
EM5	CTV20001114.1330.0505-E30-61
EM6	CTV20001114.1330.0505-E31-62
EM74	CTV20001114.1330.0505-E32-63
EM75	CTV20001114.1330.0505-E32-64
EM76	CTV20001114.1330.0505-E32-65
EM77	CTV20001114.1330.0505-E33-66
EM78	CTV20001114.1330.0505-E37-67
EM11	CTV20001114.1330.0505-E34-68
EM12	CTV20001114.1330.0505-E35-69
EM13	CTV20001114.1330.0505-E36-70
EM14	CTV20001114.1330.0505-E32-71
EM15	CTV20001114.1330.0505-E18-72
EM79	CTV20001114.1330.0505-E35-73
EM18	CTV20001114.1330.0505-E35-74
EM19	CTV20001114.1330.0505-E37-75
R2	CTV20001114.1330.0505-R1
R3	CTV20001114.1330.0505-R2
R4	CTV20001114.1330.0505-R3
R5	CTV20001114.1330.0505-R4
R6	CTV20001114.1330.0505-R5
R7	CTV20001114.1330.0505-R6
R8	CTV20001114.1330.0505-R7
R9	CTV20001114.1330.0505-R8
R10	CTV20001114.1330.0505-R9
R11	CTV20001114.1330.0505-R10
R12	CTV20001114.1330.0505-R11
R13	CTV20001114.1330.0505-R12
R14	CTV20001114.1330.0505-R13
R15	CTV20001114.1330.0505-R14
R1	CTV20001114.1330.0505-R15
RM2	CTV20001114.1330.0505-R1-1
RM3	CTV20001114.1330.0505-R2-1
RM4	CTV20001114.1330.0505-R3-1
RM5	CTV20001114.1330.0505-R4-1
RM6	CTV20001114.1330.0505-R5-1
RM7	CTV20001114.1330.0505-R6-1
RM8	CTV20001114.1330.0505-R7-1
RM9	CTV20001114.1330.0505-R8-1
RM10	CTV20001114.1330.0505-R9-1
RM11	CTV20001114.1330.0505-R10-1
RM12	CTV20001114.1330.0505-R11-1
RM14	CTV20001114.1330.0505-R12-1
RM15	CTV20001114.1330.0505-R11-2
RM16	CTV20001114.1330.0505-R14-1
RM1	CTV20001114.1330.0505-R15-1
V1	CTV20001114.1330.0505-EV1
VM1	CTV20001114.1330.0505-EV1-1
Q1	CTV20001114.1330.0505-T1
Q2	CTV20001114.1330.0505-T2
Q3	CTV20001114.1330.0505-T3
Q4	CTV20001114.1330.0505-T4
Q5	CTV20001114.1330.0505-T5
Q6	CTV20001114.1330.0505-T6
Q7	CTV20001114.1330.0505-T7
Q8	CTV20001114.1330.0505-T8
