CE42	CBS20001202.1000.0590-CE1
CE14	CBS20001202.1000.0590-CE2
CE15	CBS20001202.1000.0590-CE3
CE43	CBS20001202.1000.0590-CE4
CE19	CBS20001202.1000.0590-CE5
CE20	CBS20001202.1000.0590-CE6
CE21	CBS20001202.1000.0590-CE7
CE22	CBS20001202.1000.0590-CE8
CE23	CBS20001202.1000.0590-CE9
CE24	CBS20001202.1000.0590-CE10
CE25	CBS20001202.1000.0590-CE11
CE26	CBS20001202.1000.0590-CE12
CE27	CBS20001202.1000.0590-CE13
CE28	CBS20001202.1000.0590-CE14
CE29	CBS20001202.1000.0590-CE15
CE31	CBS20001202.1000.0590-CE16
CE32	CBS20001202.1000.0590-CE17
CE33	CBS20001202.1000.0590-CE18
CE34	CBS20001202.1000.0590-CE19
CE35	CBS20001202.1000.0590-CE20
CE36	CBS20001202.1000.0590-CE21
CE38	CBS20001202.1000.0590-CE22
CE39	CBS20001202.1000.0590-CE23
CE40	CBS20001202.1000.0590-CE24
CE44	CBS20001202.1000.0590-CE25
CE1	CBS20001202.1000.0590-CE26
CE2	CBS20001202.1000.0590-CE27
CE3	CBS20001202.1000.0590-CE28
CE41	CBS20001202.1000.0590-CE29
CE5	CBS20001202.1000.0590-CE30
CE6	CBS20001202.1000.0590-CE31
CE7	CBS20001202.1000.0590-CE32
CE9	CBS20001202.1000.0590-CE33
CE10	CBS20001202.1000.0590-CE34
CE11	CBS20001202.1000.0590-CE35
CE12	CBS20001202.1000.0590-CE36
CE13	CBS20001202.1000.0590-CE37
E15	CBS20001202.1000.0590-E1
E16	CBS20001202.1000.0590-E2
E17	CBS20001202.1000.0590-E3
E48	CBS20001202.1000.0590-E4
E21	CBS20001202.1000.0590-E5
E22	CBS20001202.1000.0590-E6
E23	CBS20001202.1000.0590-E7
E24	CBS20001202.1000.0590-E8
E25	CBS20001202.1000.0590-E9
E26	CBS20001202.1000.0590-E10
E27	CBS20001202.1000.0590-E11
E28	CBS20001202.1000.0590-E12
E29	CBS20001202.1000.0590-E13
E30	CBS20001202.1000.0590-E14
E31	CBS20001202.1000.0590-E15
E33	CBS20001202.1000.0590-E16
E34	CBS20001202.1000.0590-E17
E35	CBS20001202.1000.0590-E18
E36	CBS20001202.1000.0590-E19
E37	CBS20001202.1000.0590-E20
E38	CBS20001202.1000.0590-E21
E39	CBS20001202.1000.0590-E22
E40	CBS20001202.1000.0590-E23
E1	CBS20001202.1000.0590-E24
E41	CBS20001202.1000.0590-E25
E43	CBS20001202.1000.0590-E26
E44	CBS20001202.1000.0590-E27
E45	CBS20001202.1000.0590-E28
E49	CBS20001202.1000.0590-E29
E2	CBS20001202.1000.0590-E30
E3	CBS20001202.1000.0590-E31
E46	CBS20001202.1000.0590-E32
