CE11	VOM20001231.0700.0839-CE1
CE12	VOM20001231.0700.0839-CE2
CE13	VOM20001231.0700.0839-CE3
CE14	VOM20001231.0700.0839-CE4
CE15	VOM20001231.0700.0839-CE5
CE16	VOM20001231.0700.0839-CE6
CE17	VOM20001231.0700.0839-CE7
CE18	VOM20001231.0700.0839-CE8
CE19	VOM20001231.0700.0839-CE9
CE20	VOM20001231.0700.0839-CE10
CE21	VOM20001231.0700.0839-CE11
CE22	VOM20001231.0700.0839-CE12
CE23	VOM20001231.0700.0839-CE13
CE24	VOM20001231.0700.0839-CE14
CE25	VOM20001231.0700.0839-CE15
CE26	VOM20001231.0700.0839-CE16
CE27	VOM20001231.0700.0839-CE17
CE28	VOM20001231.0700.0839-CE18
CE29	VOM20001231.0700.0839-CE19
CE30	VOM20001231.0700.0839-CE20
CE31	VOM20001231.0700.0839-CE21
CE1	VOM20001231.0700.0839-CE22
CE32	VOM20001231.0700.0839-CE23
CE33	VOM20001231.0700.0839-CE24
CE34	VOM20001231.0700.0839-CE25
CE35	VOM20001231.0700.0839-CE26
CE2	VOM20001231.0700.0839-CE27
CE3	VOM20001231.0700.0839-CE28
CE4	VOM20001231.0700.0839-CE29
CE5	VOM20001231.0700.0839-CE30
CE6	VOM20001231.0700.0839-CE31
CE7	VOM20001231.0700.0839-CE32
CE8	VOM20001231.0700.0839-CE33
CE9	VOM20001231.0700.0839-CE34
CE10	VOM20001231.0700.0839-CE35
E13	VOM20001231.0700.0839-E1
E14	VOM20001231.0700.0839-E2
E15	VOM20001231.0700.0839-E3
E16	VOM20001231.0700.0839-E4
E17	VOM20001231.0700.0839-E5
E18	VOM20001231.0700.0839-E6
E19	VOM20001231.0700.0839-E7
E20	VOM20001231.0700.0839-E8
E21	VOM20001231.0700.0839-E9
E22	VOM20001231.0700.0839-E10
E23	VOM20001231.0700.0839-E11
E24	VOM20001231.0700.0839-E12
E25	VOM20001231.0700.0839-E13
E26	VOM20001231.0700.0839-E14
E27	VOM20001231.0700.0839-E15
E28	VOM20001231.0700.0839-E16
E29	VOM20001231.0700.0839-E17
E30	VOM20001231.0700.0839-E18
E31	VOM20001231.0700.0839-E19
E1	VOM20001231.0700.0839-E20
E32	VOM20001231.0700.0839-E21
E33	VOM20001231.0700.0839-E22
E34	VOM20001231.0700.0839-E23
E35	VOM20001231.0700.0839-E24
E36	VOM20001231.0700.0839-E25
E37	VOM20001231.0700.0839-E26
E38	VOM20001231.0700.0839-E27
E39	VOM20001231.0700.0839-E28
