CE8	CNR20001018.1700.0676-CE1
CE9	CNR20001018.1700.0676-CE2
CE10	CNR20001018.1700.0676-CE3
CE11	CNR20001018.1700.0676-CE4
CE12	CNR20001018.1700.0676-CE5
CE13	CNR20001018.1700.0676-CE6
CE14	CNR20001018.1700.0676-CE7
CE15	CNR20001018.1700.0676-CE8
CE16	CNR20001018.1700.0676-CE9
CE17	CNR20001018.1700.0676-CE10
CE18	CNR20001018.1700.0676-CE11
CE19	CNR20001018.1700.0676-CE12
CE20	CNR20001018.1700.0676-CE13
CE21	CNR20001018.1700.0676-CE14
CE1	CNR20001018.1700.0676-CE15
CE2	CNR20001018.1700.0676-CE16
CE4	CNR20001018.1700.0676-CE17
CE6	CNR20001018.1700.0676-CE18
E10	CNR20001018.1700.0676-E1
E11	CNR20001018.1700.0676-E2
E12	CNR20001018.1700.0676-E3
E13	CNR20001018.1700.0676-E4
E14	CNR20001018.1700.0676-E5
E15	CNR20001018.1700.0676-E6
E16	CNR20001018.1700.0676-E7
E17	CNR20001018.1700.0676-E8
E18	CNR20001018.1700.0676-E9
E19	CNR20001018.1700.0676-E10
E20	CNR20001018.1700.0676-E11
E21	CNR20001018.1700.0676-E12
E22	CNR20001018.1700.0676-E13
E24	CNR20001018.1700.0676-E14
E25	CNR20001018.1700.0676-E15
E26	CNR20001018.1700.0676-E16
E27	CNR20001018.1700.0676-E17
E1	CNR20001018.1700.0676-E18
E28	CNR20001018.1700.0676-E19
E29	CNR20001018.1700.0676-E20
E2	CNR20001018.1700.0676-E21
E3	CNR20001018.1700.0676-E22
E4	CNR20001018.1700.0676-E23
E6	CNR20001018.1700.0676-E24
E8	CNR20001018.1700.0676-E25
EM1	CNR20001018.1700.0676-E18-1
EM23	CNR20001018.1700.0676-E21-2
EM24	CNR20001018.1700.0676-E21-3
EM25	CNR20001018.1700.0676-E21-4
EM26	CNR20001018.1700.0676-E21-5
EM27	CNR20001018.1700.0676-E21-6
EM28	CNR20001018.1700.0676-E21-7
EM29	CNR20001018.1700.0676-E21-8
EM30	CNR20001018.1700.0676-E1-9
EM31	CNR20001018.1700.0676-E2-10
EM32	CNR20001018.1700.0676-E3-11
EM33	CNR20001018.1700.0676-E4-12
EM34	CNR20001018.1700.0676-E4-13
EM35	CNR20001018.1700.0676-E5-14
EM36	CNR20001018.1700.0676-E6-15
EM37	CNR20001018.1700.0676-E7-16
EM38	CNR20001018.1700.0676-E4-17
EM39	CNR20001018.1700.0676-E4-18
EM40	CNR20001018.1700.0676-E4-19
EM41	CNR20001018.1700.0676-E4-20
EM42	CNR20001018.1700.0676-E6-21
EM43	CNR20001018.1700.0676-E8-22
EM44	CNR20001018.1700.0676-E8-23
