CE12	CBS20001220.1000.0533-CE1
CE13	CBS20001220.1000.0533-CE2
CE14	CBS20001220.1000.0533-CE3
CE15	CBS20001220.1000.0533-CE4
CE16	CBS20001220.1000.0533-CE5
CE17	CBS20001220.1000.0533-CE6
CE18	CBS20001220.1000.0533-CE7
CE19	CBS20001220.1000.0533-CE8
CE20	CBS20001220.1000.0533-CE9
CE21	CBS20001220.1000.0533-CE10
CE22	CBS20001220.1000.0533-CE11
CE23	CBS20001220.1000.0533-CE12
CE24	CBS20001220.1000.0533-CE13
CE25	CBS20001220.1000.0533-CE14
CE1	CBS20001220.1000.0533-CE15
CE2	CBS20001220.1000.0533-CE16
CE3	CBS20001220.1000.0533-CE17
CE5	CBS20001220.1000.0533-CE18
CE6	CBS20001220.1000.0533-CE19
CE7	CBS20001220.1000.0533-CE20
CE9	CBS20001220.1000.0533-CE21
CE10	CBS20001220.1000.0533-CE22
CE11	CBS20001220.1000.0533-CE23
E15	CBS20001220.1000.0533-E1
E16	CBS20001220.1000.0533-E2
E17	CBS20001220.1000.0533-E3
E18	CBS20001220.1000.0533-E4
E19	CBS20001220.1000.0533-E5
E20	CBS20001220.1000.0533-E6
E21	CBS20001220.1000.0533-E7
E22	CBS20001220.1000.0533-E8
E23	CBS20001220.1000.0533-E9
E24	CBS20001220.1000.0533-E10
E25	CBS20001220.1000.0533-E11
E26	CBS20001220.1000.0533-E12
E27	CBS20001220.1000.0533-E13
E28	CBS20001220.1000.0533-E14
E29	CBS20001220.1000.0533-E15
E30	CBS20001220.1000.0533-E16
E31	CBS20001220.1000.0533-E17
E32	CBS20001220.1000.0533-E18
E1	CBS20001220.1000.0533-E19
E2	CBS20001220.1000.0533-E20
E3	CBS20001220.1000.0533-E21
E4	CBS20001220.1000.0533-E22
E6	CBS20001220.1000.0533-E23
E7	CBS20001220.1000.0533-E24
E8	CBS20001220.1000.0533-E25
E10	CBS20001220.1000.0533-E26
E11	CBS20001220.1000.0533-E27
E12	CBS20001220.1000.0533-E28
E13	CBS20001220.1000.0533-E29
E14	CBS20001220.1000.0533-E30
EM1	CBS20001220.1000.0533-E19-1
EM18	CBS20001220.1000.0533-E2-2
EM19	CBS20001220.1000.0533-E3-3
EM21	CBS20001220.1000.0533-E27-4
EM22	CBS20001220.1000.0533-E4-5
EM23	CBS20001220.1000.0533-E4-6
EM24	CBS20001220.1000.0533-E5-7
EM25	CBS20001220.1000.0533-E6-8
EM26	CBS20001220.1000.0533-E4-9
EM28	CBS20001220.1000.0533-E27-10
EM29	CBS20001220.1000.0533-E21-11
EM27	CBS20001220.1000.0533-E21-12
EM30	CBS20001220.1000.0533-E7-13
EM31	CBS20001220.1000.0533-E8-14
EM32	CBS20001220.1000.0533-E27-15
EM33	CBS20001220.1000.0533-E7-16
EM34	CBS20001220.1000.0533-E21-17
EM35	CBS20001220.1000.0533-E9-18
EM36	CBS20001220.1000.0533-E10-19
EM37	CBS20001220.1000.0533-E10-20
EM39	CBS20001220.1000.0533-E10-21
EM40	CBS20001220.1000.0533-E11-22
EM41	CBS20001220.1000.0533-E12-23
EM42	CBS20001220.1000.0533-E13-24
EM43	CBS20001220.1000.0533-E13-25
EM44	CBS20001220.1000.0533-E14-26
EM45	CBS20001220.1000.0533-E15-27
EM46	CBS20001220.1000.0533-E16-28
EM47	CBS20001220.1000.0533-E17-29
EM48	CBS20001220.1000.0533-E21-30
EM49	CBS20001220.1000.0533-E18-31
EM2	CBS20001220.1000.0533-E20-32
EM3	CBS20001220.1000.0533-E21-33
EM4	CBS20001220.1000.0533-E21-34
EM5	CBS20001220.1000.0533-E22-35
EM7	CBS20001220.1000.0533-E23-36
EM8	CBS20001220.1000.0533-E24-37
EM9	CBS20001220.1000.0533-E25-38
EM50	CBS20001220.1000.0533-E24-39
EM51	CBS20001220.1000.0533-E2-40
EM10	CBS20001220.1000.0533-E26-41
EM11	CBS20001220.1000.0533-E27-42
EM12	CBS20001220.1000.0533-E28-43
EM13	CBS20001220.1000.0533-E24-44
EM14	CBS20001220.1000.0533-E27-45
EM15	CBS20001220.1000.0533-E29-46
EM16	CBS20001220.1000.0533-E30-47
EM17	CBS20001220.1000.0533-E1-48
R1	CBS20001220.1000.0533-R1
R2	CBS20001220.1000.0533-R2
R3	CBS20001220.1000.0533-R3
R4	CBS20001220.1000.0533-R4
R5	CBS20001220.1000.0533-R5
R6	CBS20001220.1000.0533-R6
R7	CBS20001220.1000.0533-R7
R8	CBS20001220.1000.0533-R8
R9	CBS20001220.1000.0533-R9
R10	CBS20001220.1000.0533-R10
R11	CBS20001220.1000.0533-R11
R12	CBS20001220.1000.0533-R12
RM1	CBS20001220.1000.0533-R1-1
RM2	CBS20001220.1000.0533-R2-1
RM3	CBS20001220.1000.0533-R3-1
RM4	CBS20001220.1000.0533-R4-1
RM5	CBS20001220.1000.0533-R5-1
RM6	CBS20001220.1000.0533-R6-1
RM7	CBS20001220.1000.0533-R7-1
RM8	CBS20001220.1000.0533-R8-1
RM9	CBS20001220.1000.0533-R9-1
RM10	CBS20001220.1000.0533-R10-1
RM11	CBS20001220.1000.0533-R11-1
RM12	CBS20001220.1000.0533-R12-1
V2	CBS20001220.1000.0533-EV1
V4	CBS20001220.1000.0533-EV2
V5	CBS20001220.1000.0533-EV3
V6	CBS20001220.1000.0533-EV4
V8	CBS20001220.1000.0533-EV5
V9	CBS20001220.1000.0533-EV6
VM2	CBS20001220.1000.0533-EV1-1
VM4	CBS20001220.1000.0533-EV2-1
VM5	CBS20001220.1000.0533-EV3-1
VM6	CBS20001220.1000.0533-EV4-1
VM8	CBS20001220.1000.0533-EV5-1
VM10	CBS20001220.1000.0533-EV1-2
VM11	CBS20001220.1000.0533-EV6-1
Q1	CBS20001220.1000.0533-T1
Q2	CBS20001220.1000.0533-T2
Q3	CBS20001220.1000.0533-T3
Q4	CBS20001220.1000.0533-T4
Q5	CBS20001220.1000.0533-V1
Q6	CBS20001220.1000.0533-V2
Q7	CBS20001220.1000.0533-V3
Q8	CBS20001220.1000.0533-V4
Q9	CBS20001220.1000.0533-V5
Q10	CBS20001220.1000.0533-V6
Q11	CBS20001220.1000.0533-V7
Q12	CBS20001220.1000.0533-V8
Q13	CBS20001220.1000.0533-V9
Q14	CBS20001220.1000.0533-V10
Q17	CBS20001220.1000.0533-V11
Q18	CBS20001220.1000.0533-V12
Q19	CBS20001220.1000.0533-V13
QM5	CBS20001220.1000.0533-V1-1
QM6	CBS20001220.1000.0533-V2-1
QM7	CBS20001220.1000.0533-V3-1
QM8	CBS20001220.1000.0533-V4-1
QM9	CBS20001220.1000.0533-V5-1
QM10	CBS20001220.1000.0533-V6-1
QM11	CBS20001220.1000.0533-V7-1
QM12	CBS20001220.1000.0533-V8-1
QM13	CBS20001220.1000.0533-V9-1
QM14	CBS20001220.1000.0533-V10-1
QM17	CBS20001220.1000.0533-V11-1
QM18	CBS20001220.1000.0533-V12-1
QM19	CBS20001220.1000.0533-V13-1
