CE13	CNR20001127.1700.0591-CE1
CE14	CNR20001127.1700.0591-CE2
CE15	CNR20001127.1700.0591-CE3
CE16	CNR20001127.1700.0591-CE4
CE17	CNR20001127.1700.0591-CE5
CE18	CNR20001127.1700.0591-CE6
CE19	CNR20001127.1700.0591-CE7
CE20	CNR20001127.1700.0591-CE8
CE21	CNR20001127.1700.0591-CE9
CE22	CNR20001127.1700.0591-CE10
CE23	CNR20001127.1700.0591-CE11
CE24	CNR20001127.1700.0591-CE12
CE25	CNR20001127.1700.0591-CE13
CE26	CNR20001127.1700.0591-CE14
CE27	CNR20001127.1700.0591-CE15
CE28	CNR20001127.1700.0591-CE16
CE29	CNR20001127.1700.0591-CE17
CE30	CNR20001127.1700.0591-CE18
CE31	CNR20001127.1700.0591-CE19
CE32	CNR20001127.1700.0591-CE20
CE33	CNR20001127.1700.0591-CE21
CE34	CNR20001127.1700.0591-CE22
CE35	CNR20001127.1700.0591-CE23
CE1	CNR20001127.1700.0591-CE24
CE36	CNR20001127.1700.0591-CE25
CE37	CNR20001127.1700.0591-CE26
CE39	CNR20001127.1700.0591-CE27
CE40	CNR20001127.1700.0591-CE28
CE41	CNR20001127.1700.0591-CE29
CE42	CNR20001127.1700.0591-CE30
CE43	CNR20001127.1700.0591-CE31
CE44	CNR20001127.1700.0591-CE32
CE45	CNR20001127.1700.0591-CE33
CE46	CNR20001127.1700.0591-CE34
CE47	CNR20001127.1700.0591-CE35
CE48	CNR20001127.1700.0591-CE36
CE49	CNR20001127.1700.0591-CE37
CE50	CNR20001127.1700.0591-CE38
CE51	CNR20001127.1700.0591-CE39
CE52	CNR20001127.1700.0591-CE40
CE53	CNR20001127.1700.0591-CE41
CE54	CNR20001127.1700.0591-CE42
CE55	CNR20001127.1700.0591-CE43
CE56	CNR20001127.1700.0591-CE44
CE57	CNR20001127.1700.0591-CE45
CE58	CNR20001127.1700.0591-CE46
CE59	CNR20001127.1700.0591-CE47
CE60	CNR20001127.1700.0591-CE48
CE61	CNR20001127.1700.0591-CE49
CE62	CNR20001127.1700.0591-CE50
CE63	CNR20001127.1700.0591-CE51
CE64	CNR20001127.1700.0591-CE52
CE65	CNR20001127.1700.0591-CE53
CE2	CNR20001127.1700.0591-CE54
CE3	CNR20001127.1700.0591-CE55
CE4	CNR20001127.1700.0591-CE56
CE5	CNR20001127.1700.0591-CE57
CE6	CNR20001127.1700.0591-CE58
CE7	CNR20001127.1700.0591-CE59
CE8	CNR20001127.1700.0591-CE60
CE9	CNR20001127.1700.0591-CE61
CE10	CNR20001127.1700.0591-CE62
CE11	CNR20001127.1700.0591-CE63
CE12	CNR20001127.1700.0591-CE64
E14	CNR20001127.1700.0591-E1
E15	CNR20001127.1700.0591-E2
E16	CNR20001127.1700.0591-E3
E17	CNR20001127.1700.0591-E4
E18	CNR20001127.1700.0591-E5
E19	CNR20001127.1700.0591-E6
E20	CNR20001127.1700.0591-E7
E21	CNR20001127.1700.0591-E8
E22	CNR20001127.1700.0591-E9
E23	CNR20001127.1700.0591-E10
E24	CNR20001127.1700.0591-E11
E25	CNR20001127.1700.0591-E12
E26	CNR20001127.1700.0591-E13
E27	CNR20001127.1700.0591-E14
E28	CNR20001127.1700.0591-E15
E29	CNR20001127.1700.0591-E16
E30	CNR20001127.1700.0591-E17
E31	CNR20001127.1700.0591-E18
E32	CNR20001127.1700.0591-E19
E33	CNR20001127.1700.0591-E20
E34	CNR20001127.1700.0591-E21
E35	CNR20001127.1700.0591-E22
E36	CNR20001127.1700.0591-E23
E1	CNR20001127.1700.0591-E24
E37	CNR20001127.1700.0591-E25
E38	CNR20001127.1700.0591-E26
E39	CNR20001127.1700.0591-E27
E40	CNR20001127.1700.0591-E28
E41	CNR20001127.1700.0591-E29
E42	CNR20001127.1700.0591-E30
E44	CNR20001127.1700.0591-E31
E45	CNR20001127.1700.0591-E32
E46	CNR20001127.1700.0591-E33
E47	CNR20001127.1700.0591-E34
E48	CNR20001127.1700.0591-E35
E49	CNR20001127.1700.0591-E36
E50	CNR20001127.1700.0591-E37
E51	CNR20001127.1700.0591-E38
E52	CNR20001127.1700.0591-E39
E53	CNR20001127.1700.0591-E40
E54	CNR20001127.1700.0591-E41
E55	CNR20001127.1700.0591-E42
E56	CNR20001127.1700.0591-E43
E57	CNR20001127.1700.0591-E44
E58	CNR20001127.1700.0591-E45
E59	CNR20001127.1700.0591-E46
E60	CNR20001127.1700.0591-E47
E61	CNR20001127.1700.0591-E48
E62	CNR20001127.1700.0591-E49
E63	CNR20001127.1700.0591-E50
E64	CNR20001127.1700.0591-E51
E65	CNR20001127.1700.0591-E52
E66	CNR20001127.1700.0591-E53
E67	CNR20001127.1700.0591-E54
E68	CNR20001127.1700.0591-E55
E69	CNR20001127.1700.0591-E56
E2	CNR20001127.1700.0591-E57
E70	CNR20001127.1700.0591-E58
E71	CNR20001127.1700.0591-E59
E72	CNR20001127.1700.0591-E60
E73	CNR20001127.1700.0591-E61
E74	CNR20001127.1700.0591-E62
E3	CNR20001127.1700.0591-E63
E4	CNR20001127.1700.0591-E64
E5	CNR20001127.1700.0591-E65
E6	CNR20001127.1700.0591-E66
E7	CNR20001127.1700.0591-E67
E8	CNR20001127.1700.0591-E68
E9	CNR20001127.1700.0591-E69
E10	CNR20001127.1700.0591-E70
E11	CNR20001127.1700.0591-E71
E12	CNR20001127.1700.0591-E72
