CE12	CTV20001223.1530.1085-CE1
CE13	CTV20001223.1530.1085-CE2
CE14	CTV20001223.1530.1085-CE3
CE15	CTV20001223.1530.1085-CE4
CE16	CTV20001223.1530.1085-CE5
CE17	CTV20001223.1530.1085-CE6
CE18	CTV20001223.1530.1085-CE7
CE19	CTV20001223.1530.1085-CE8
CE20	CTV20001223.1530.1085-CE9
CE21	CTV20001223.1530.1085-CE10
CE22	CTV20001223.1530.1085-CE11
CE23	CTV20001223.1530.1085-CE12
CE24	CTV20001223.1530.1085-CE13
CE25	CTV20001223.1530.1085-CE14
CE1	CTV20001223.1530.1085-CE15
CE2	CTV20001223.1530.1085-CE16
CE3	CTV20001223.1530.1085-CE17
CE4	CTV20001223.1530.1085-CE18
CE5	CTV20001223.1530.1085-CE19
CE6	CTV20001223.1530.1085-CE20
CE7	CTV20001223.1530.1085-CE21
CE8	CTV20001223.1530.1085-CE22
CE9	CTV20001223.1530.1085-CE23
CE10	CTV20001223.1530.1085-CE24
CE11	CTV20001223.1530.1085-CE25
E13	CTV20001223.1530.1085-E1
E14	CTV20001223.1530.1085-E2
E15	CTV20001223.1530.1085-E3
E16	CTV20001223.1530.1085-E4
E17	CTV20001223.1530.1085-E5
E18	CTV20001223.1530.1085-E6
E19	CTV20001223.1530.1085-E7
E20	CTV20001223.1530.1085-E8
E21	CTV20001223.1530.1085-E9
E22	CTV20001223.1530.1085-E10
E23	CTV20001223.1530.1085-E11
E24	CTV20001223.1530.1085-E12
E25	CTV20001223.1530.1085-E13
E26	CTV20001223.1530.1085-E14
E27	CTV20001223.1530.1085-E15
E28	CTV20001223.1530.1085-E16
E29	CTV20001223.1530.1085-E17
E1	CTV20001223.1530.1085-E18
E2	CTV20001223.1530.1085-E19
E3	CTV20001223.1530.1085-E20
E4	CTV20001223.1530.1085-E21
E5	CTV20001223.1530.1085-E22
E6	CTV20001223.1530.1085-E23
E7	CTV20001223.1530.1085-E24
E8	CTV20001223.1530.1085-E25
E9	CTV20001223.1530.1085-E26
E10	CTV20001223.1530.1085-E27
E11	CTV20001223.1530.1085-E28
E12	CTV20001223.1530.1085-E29
EM1	CTV20001223.1530.1085-E18-1
EM19	CTV20001223.1530.1085-E1-2
EM20	CTV20001223.1530.1085-E2-3
EM21	CTV20001223.1530.1085-E3-4
EM22	CTV20001223.1530.1085-E3-5
EM23	CTV20001223.1530.1085-E4-6
EM24	CTV20001223.1530.1085-E26-7
EM25	CTV20001223.1530.1085-E24-8
EM26	CTV20001223.1530.1085-E5-9
EM27	CTV20001223.1530.1085-E6-10
EM28	CTV20001223.1530.1085-E24-11
EM29	CTV20001223.1530.1085-E23-12
EM30	CTV20001223.1530.1085-E27-13
EM31	CTV20001223.1530.1085-E7-14
EM32	CTV20001223.1530.1085-E21-15
EM33	CTV20001223.1530.1085-E8-16
EM34	CTV20001223.1530.1085-E26-17
EM35	CTV20001223.1530.1085-E9-18
EM36	CTV20001223.1530.1085-E10-19
EM37	CTV20001223.1530.1085-E25-20
EM38	CTV20001223.1530.1085-E26-21
EM39	CTV20001223.1530.1085-E11-22
EM40	CTV20001223.1530.1085-E23-23
EM41	CTV20001223.1530.1085-E23-24
EM42	CTV20001223.1530.1085-E9-25
EM43	CTV20001223.1530.1085-E18-26
EM45	CTV20001223.1530.1085-E12-27
EM46	CTV20001223.1530.1085-E13-28
EM47	CTV20001223.1530.1085-E14-29
EM48	CTV20001223.1530.1085-E15-30
EM49	CTV20001223.1530.1085-E16-31
EM51	CTV20001223.1530.1085-E17-32
EM52	CTV20001223.1530.1085-E26-33
EM2	CTV20001223.1530.1085-E19-34
EM3	CTV20001223.1530.1085-E20-35
EM4	CTV20001223.1530.1085-E21-36
EM5	CTV20001223.1530.1085-E22-37
EM6	CTV20001223.1530.1085-E23-38
EM7	CTV20001223.1530.1085-E22-39
EM9	CTV20001223.1530.1085-E25-40
EM10	CTV20001223.1530.1085-E26-41
EM11	CTV20001223.1530.1085-E24-42
EM12	CTV20001223.1530.1085-E27-43
EM13	CTV20001223.1530.1085-E27-44
EM14	CTV20001223.1530.1085-E28-45
EM15	CTV20001223.1530.1085-E21-46
EM16	CTV20001223.1530.1085-E24-47
EM17	CTV20001223.1530.1085-E29-48
EM18	CTV20001223.1530.1085-E29-49
