CE10	CBS20001006.1000.0874-CE1
CE11	CBS20001006.1000.0874-CE2
CE12	CBS20001006.1000.0874-CE3
CE13	CBS20001006.1000.0874-CE4
CE14	CBS20001006.1000.0874-CE5
CE15	CBS20001006.1000.0874-CE6
CE16	CBS20001006.1000.0874-CE7
CE17	CBS20001006.1000.0874-CE8
CE18	CBS20001006.1000.0874-CE9
CE19	CBS20001006.1000.0874-CE10
CE20	CBS20001006.1000.0874-CE11
CE21	CBS20001006.1000.0874-CE12
CE22	CBS20001006.1000.0874-CE13
CE23	CBS20001006.1000.0874-CE14
CE24	CBS20001006.1000.0874-CE15
CE55	CBS20001006.1000.0874-CE16
CE26	CBS20001006.1000.0874-CE17
CE27	CBS20001006.1000.0874-CE18
CE56	CBS20001006.1000.0874-CE19
CE28	CBS20001006.1000.0874-CE20
CE29	CBS20001006.1000.0874-CE21
CE1	CBS20001006.1000.0874-CE22
CE30	CBS20001006.1000.0874-CE23
CE31	CBS20001006.1000.0874-CE24
CE32	CBS20001006.1000.0874-CE25
CE33	CBS20001006.1000.0874-CE26
CE34	CBS20001006.1000.0874-CE27
CE35	CBS20001006.1000.0874-CE28
CE36	CBS20001006.1000.0874-CE29
CE37	CBS20001006.1000.0874-CE30
CE39	CBS20001006.1000.0874-CE31
CE40	CBS20001006.1000.0874-CE32
CE41	CBS20001006.1000.0874-CE33
CE42	CBS20001006.1000.0874-CE34
CE43	CBS20001006.1000.0874-CE35
CE44	CBS20001006.1000.0874-CE36
CE45	CBS20001006.1000.0874-CE37
CE46	CBS20001006.1000.0874-CE38
CE57	CBS20001006.1000.0874-CE39
CE49	CBS20001006.1000.0874-CE40
CE50	CBS20001006.1000.0874-CE41
CE51	CBS20001006.1000.0874-CE42
CE52	CBS20001006.1000.0874-CE43
CE2	CBS20001006.1000.0874-CE44
CE3	CBS20001006.1000.0874-CE45
CE5	CBS20001006.1000.0874-CE46
CE6	CBS20001006.1000.0874-CE47
CE7	CBS20001006.1000.0874-CE48
CE8	CBS20001006.1000.0874-CE49
CE53	CBS20001006.1000.0874-CE50
CE54	CBS20001006.1000.0874-CE51
E14	CBS20001006.1000.0874-E1
E15	CBS20001006.1000.0874-E2
E16	CBS20001006.1000.0874-E3
E17	CBS20001006.1000.0874-E4
E18	CBS20001006.1000.0874-E5
E19	CBS20001006.1000.0874-E6
E20	CBS20001006.1000.0874-E7
E21	CBS20001006.1000.0874-E8
E22	CBS20001006.1000.0874-E9
E23	CBS20001006.1000.0874-E10
E24	CBS20001006.1000.0874-E11
E25	CBS20001006.1000.0874-E12
E26	CBS20001006.1000.0874-E13
E27	CBS20001006.1000.0874-E14
E28	CBS20001006.1000.0874-E15
E29	CBS20001006.1000.0874-E16
E30	CBS20001006.1000.0874-E17
E31	CBS20001006.1000.0874-E18
E32	CBS20001006.1000.0874-E19
E33	CBS20001006.1000.0874-E20
E1	CBS20001006.1000.0874-E21
E76	CBS20001006.1000.0874-E22
E35	CBS20001006.1000.0874-E23
E36	CBS20001006.1000.0874-E24
E37	CBS20001006.1000.0874-E25
E38	CBS20001006.1000.0874-E26
E77	CBS20001006.1000.0874-E27
E40	CBS20001006.1000.0874-E28
E41	CBS20001006.1000.0874-E29
E42	CBS20001006.1000.0874-E30
E43	CBS20001006.1000.0874-E31
E44	CBS20001006.1000.0874-E32
E45	CBS20001006.1000.0874-E33
E46	CBS20001006.1000.0874-E34
E47	CBS20001006.1000.0874-E35
E48	CBS20001006.1000.0874-E36
E50	CBS20001006.1000.0874-E37
E51	CBS20001006.1000.0874-E38
E52	CBS20001006.1000.0874-E39
E53	CBS20001006.1000.0874-E40
E55	CBS20001006.1000.0874-E41
E56	CBS20001006.1000.0874-E42
E57	CBS20001006.1000.0874-E43
E58	CBS20001006.1000.0874-E44
E59	CBS20001006.1000.0874-E45
E60	CBS20001006.1000.0874-E46
E61	CBS20001006.1000.0874-E47
E62	CBS20001006.1000.0874-E48
E63	CBS20001006.1000.0874-E49
E64	CBS20001006.1000.0874-E50
E65	CBS20001006.1000.0874-E51
E66	CBS20001006.1000.0874-E52
E78	CBS20001006.1000.0874-E53
E79	CBS20001006.1000.0874-E54
E69	CBS20001006.1000.0874-E55
E70	CBS20001006.1000.0874-E56
E2	CBS20001006.1000.0874-E57
E71	CBS20001006.1000.0874-E58
E72	CBS20001006.1000.0874-E59
E73	CBS20001006.1000.0874-E60
E3	CBS20001006.1000.0874-E61
E74	CBS20001006.1000.0874-E62
E5	CBS20001006.1000.0874-E63
E6	CBS20001006.1000.0874-E64
E7	CBS20001006.1000.0874-E65
E8	CBS20001006.1000.0874-E66
E9	CBS20001006.1000.0874-E67
E10	CBS20001006.1000.0874-E68
E75	CBS20001006.1000.0874-E69
E13	CBS20001006.1000.0874-E70
EM1	CBS20001006.1000.0874-E21-1
EM20	CBS20001006.1000.0874-E70-2
EM21	CBS20001006.1000.0874-E1-3
EM22	CBS20001006.1000.0874-E2-4
EM23	CBS20001006.1000.0874-E3-5
EM24	CBS20001006.1000.0874-E4-6
EM25	CBS20001006.1000.0874-E5-7
EM26	CBS20001006.1000.0874-E6-8
EM27	CBS20001006.1000.0874-E57-9
EM28	CBS20001006.1000.0874-E7-10
EM29	CBS20001006.1000.0874-E64-11
EM30	CBS20001006.1000.0874-E8-12
EM31	CBS20001006.1000.0874-E57-13
EM32	CBS20001006.1000.0874-E64-14
EM33	CBS20001006.1000.0874-E64-15
EM34	CBS20001006.1000.0874-E9-16
EM35	CBS20001006.1000.0874-E68-17
EM36	CBS20001006.1000.0874-E10-18
EM37	CBS20001006.1000.0874-E10-19
EM38	CBS20001006.1000.0874-E11-20
EM39	CBS20001006.1000.0874-E12-21
EM40	CBS20001006.1000.0874-E13-22
EM41	CBS20001006.1000.0874-E14-23
EM42	CBS20001006.1000.0874-E13-24
EM43	CBS20001006.1000.0874-E57-25
EM44	CBS20001006.1000.0874-E15-26
EM45	CBS20001006.1000.0874-E64-27
EM46	CBS20001006.1000.0874-E64-28
EM47	CBS20001006.1000.0874-E16-29
EM48	CBS20001006.1000.0874-E64-30
EM49	CBS20001006.1000.0874-E57-31
EM50	CBS20001006.1000.0874-E64-32
EM51	CBS20001006.1000.0874-E17-33
EM52	CBS20001006.1000.0874-E17-34
EM53	CBS20001006.1000.0874-E18-35
EM54	CBS20001006.1000.0874-E19-36
EM55	CBS20001006.1000.0874-E57-37
