CE13	CTS20001020.1800.0740-CE1
CE15	CTS20001020.1800.0740-CE2
CE16	CTS20001020.1800.0740-CE3
CE17	CTS20001020.1800.0740-CE4
CE18	CTS20001020.1800.0740-CE5
CE19	CTS20001020.1800.0740-CE6
CE20	CTS20001020.1800.0740-CE7
CE21	CTS20001020.1800.0740-CE8
CE22	CTS20001020.1800.0740-CE9
CE23	CTS20001020.1800.0740-CE10
CE24	CTS20001020.1800.0740-CE11
CE25	CTS20001020.1800.0740-CE12
CE26	CTS20001020.1800.0740-CE13
CE27	CTS20001020.1800.0740-CE14
CE28	CTS20001020.1800.0740-CE15
CE30	CTS20001020.1800.0740-CE16
CE31	CTS20001020.1800.0740-CE17
CE32	CTS20001020.1800.0740-CE18
CE33	CTS20001020.1800.0740-CE19
CE34	CTS20001020.1800.0740-CE20
CE1	CTS20001020.1800.0740-CE21
CE2	CTS20001020.1800.0740-CE22
CE3	CTS20001020.1800.0740-CE23
CE4	CTS20001020.1800.0740-CE24
CE5	CTS20001020.1800.0740-CE25
CE6	CTS20001020.1800.0740-CE26
CE7	CTS20001020.1800.0740-CE27
CE8	CTS20001020.1800.0740-CE28
CE9	CTS20001020.1800.0740-CE29
CE10	CTS20001020.1800.0740-CE30
CE11	CTS20001020.1800.0740-CE31
CE12	CTS20001020.1800.0740-CE32
E14	CTS20001020.1800.0740-E1
E16	CTS20001020.1800.0740-E2
E17	CTS20001020.1800.0740-E3
E18	CTS20001020.1800.0740-E4
E19	CTS20001020.1800.0740-E5
E20	CTS20001020.1800.0740-E6
E21	CTS20001020.1800.0740-E7
E22	CTS20001020.1800.0740-E8
E23	CTS20001020.1800.0740-E9
E24	CTS20001020.1800.0740-E10
E25	CTS20001020.1800.0740-E11
E26	CTS20001020.1800.0740-E12
E27	CTS20001020.1800.0740-E13
E28	CTS20001020.1800.0740-E14
E29	CTS20001020.1800.0740-E15
E31	CTS20001020.1800.0740-E16
E32	CTS20001020.1800.0740-E17
E33	CTS20001020.1800.0740-E18
E34	CTS20001020.1800.0740-E19
E35	CTS20001020.1800.0740-E20
E36	CTS20001020.1800.0740-E21
E1	CTS20001020.1800.0740-E22
E2	CTS20001020.1800.0740-E23
E3	CTS20001020.1800.0740-E24
E4	CTS20001020.1800.0740-E25
E5	CTS20001020.1800.0740-E26
E7	CTS20001020.1800.0740-E27
E8	CTS20001020.1800.0740-E28
E9	CTS20001020.1800.0740-E29
E10	CTS20001020.1800.0740-E30
E11	CTS20001020.1800.0740-E31
E12	CTS20001020.1800.0740-E32
E13	CTS20001020.1800.0740-E33
EM1	CTS20001020.1800.0740-E22-1
EM17	CTS20001020.1800.0740-E25-2
EM18	CTS20001020.1800.0740-E27-3
EM19	CTS20001020.1800.0740-E2-4
EM22	CTS20001020.1800.0740-E3-5
EM23	CTS20001020.1800.0740-E4-6
EM24	CTS20001020.1800.0740-E5-7
EM25	CTS20001020.1800.0740-E5-8
EM26	CTS20001020.1800.0740-E5-9
EM28	CTS20001020.1800.0740-E6-10
EM29	CTS20001020.1800.0740-E7-11
EM30	CTS20001020.1800.0740-E8-12
EM32	CTS20001020.1800.0740-E9-13
EM34	CTS20001020.1800.0740-E25-14
EM31	CTS20001020.1800.0740-E32-15
EM33	CTS20001020.1800.0740-E32-16
EM35	CTS20001020.1800.0740-E10-17
EM36	CTS20001020.1800.0740-E5-18
EM37	CTS20001020.1800.0740-E11-19
EM38	CTS20001020.1800.0740-E12-20
EM39	CTS20001020.1800.0740-E13-21
EM40	CTS20001020.1800.0740-E14-22
EM41	CTS20001020.1800.0740-E15-23
EM42	CTS20001020.1800.0740-E12-24
EM43	CTS20001020.1800.0740-E16-25
EM44	CTS20001020.1800.0740-E17-26
EM45	CTS20001020.1800.0740-E18-27
EM46	CTS20001020.1800.0740-E19-28
EM47	CTS20001020.1800.0740-E20-29
EM48	CTS20001020.1800.0740-E21-30
EM49	CTS20001020.1800.0740-E21-31
EM50	CTS20001020.1800.0740-E21-32
EM2	CTS20001020.1800.0740-E23-33
EM3	CTS20001020.1800.0740-E24-34
EM4	CTS20001020.1800.0740-E25-35
EM5	CTS20001020.1800.0740-E26-36
EM6	CTS20001020.1800.0740-E22-37
EM7	CTS20001020.1800.0740-E27-38
EM8	CTS20001020.1800.0740-E27-39
EM9	CTS20001020.1800.0740-E28-40
EM10	CTS20001020.1800.0740-E29-41
EM11	CTS20001020.1800.0740-E30-42
EM12	CTS20001020.1800.0740-E31-43
EM13	CTS20001020.1800.0740-E32-44
EM14	CTS20001020.1800.0740-E27-45
EM15	CTS20001020.1800.0740-E33-46
EM16	CTS20001020.1800.0740-E1-47
R1	CTS20001020.1800.0740-R1
R2	CTS20001020.1800.0740-R2
R3	CTS20001020.1800.0740-R3
R4	CTS20001020.1800.0740-R4
R6	CTS20001020.1800.0740-R5
R7	CTS20001020.1800.0740-R6
R8	CTS20001020.1800.0740-R7
R9	CTS20001020.1800.0740-R8
R10	CTS20001020.1800.0740-R9
R11	CTS20001020.1800.0740-R10
RM1	CTS20001020.1800.0740-R1-1
RM2	CTS20001020.1800.0740-R2-1
RM3	CTS20001020.1800.0740-R3-1
RM4	CTS20001020.1800.0740-R4-1
RM6	CTS20001020.1800.0740-R5-1
RM7	CTS20001020.1800.0740-R6-1
RM8	CTS20001020.1800.0740-R7-1
RM9	CTS20001020.1800.0740-R8-1
RM10	CTS20001020.1800.0740-R9-1
RM11	CTS20001020.1800.0740-R10-1
V2	CTS20001020.1800.0740-EV1
V3	CTS20001020.1800.0740-EV2
VM2	CTS20001020.1800.0740-EV1-1
VM3	CTS20001020.1800.0740-EV2-1
Q1	CTS20001020.1800.0740-T1
Q2	CTS20001020.1800.0740-T2
Q3	CTS20001020.1800.0740-T3
Q4	CTS20001020.1800.0740-T4
Q5	CTS20001020.1800.0740-T5
