CE12	CBS20001113.1000.0822-CE1
CE13	CBS20001113.1000.0822-CE2
CE14	CBS20001113.1000.0822-CE3
CE16	CBS20001113.1000.0822-CE4
CE17	CBS20001113.1000.0822-CE5
CE18	CBS20001113.1000.0822-CE6
CE19	CBS20001113.1000.0822-CE7
CE20	CBS20001113.1000.0822-CE8
CE21	CBS20001113.1000.0822-CE9
CE22	CBS20001113.1000.0822-CE10
CE24	CBS20001113.1000.0822-CE11
CE25	CBS20001113.1000.0822-CE12
CE26	CBS20001113.1000.0822-CE13
CE27	CBS20001113.1000.0822-CE14
CE28	CBS20001113.1000.0822-CE15
CE30	CBS20001113.1000.0822-CE16
CE31	CBS20001113.1000.0822-CE17
CE32	CBS20001113.1000.0822-CE18
CE33	CBS20001113.1000.0822-CE19
CE34	CBS20001113.1000.0822-CE20
CE1	CBS20001113.1000.0822-CE21
CE2	CBS20001113.1000.0822-CE22
CE4	CBS20001113.1000.0822-CE23
CE5	CBS20001113.1000.0822-CE24
CE6	CBS20001113.1000.0822-CE25
CE7	CBS20001113.1000.0822-CE26
CE8	CBS20001113.1000.0822-CE27
CE9	CBS20001113.1000.0822-CE28
CE10	CBS20001113.1000.0822-CE29
CE11	CBS20001113.1000.0822-CE30
E14	CBS20001113.1000.0822-E1
E15	CBS20001113.1000.0822-E2
E17	CBS20001113.1000.0822-E3
E18	CBS20001113.1000.0822-E4
E19	CBS20001113.1000.0822-E5
E20	CBS20001113.1000.0822-E6
E21	CBS20001113.1000.0822-E7
E22	CBS20001113.1000.0822-E8
E23	CBS20001113.1000.0822-E9
E25	CBS20001113.1000.0822-E10
E26	CBS20001113.1000.0822-E11
E27	CBS20001113.1000.0822-E12
E28	CBS20001113.1000.0822-E13
E29	CBS20001113.1000.0822-E14
E30	CBS20001113.1000.0822-E15
E32	CBS20001113.1000.0822-E16
E33	CBS20001113.1000.0822-E17
E34	CBS20001113.1000.0822-E18
E1	CBS20001113.1000.0822-E19
E35	CBS20001113.1000.0822-E20
E36	CBS20001113.1000.0822-E21
E2	CBS20001113.1000.0822-E22
E4	CBS20001113.1000.0822-E23
E5	CBS20001113.1000.0822-E24
E6	CBS20001113.1000.0822-E25
E7	CBS20001113.1000.0822-E26
E8	CBS20001113.1000.0822-E27
