CE8	CNR20001001.1700.0426-CE1
CE9	CNR20001001.1700.0426-CE2
CE1	CNR20001001.1700.0426-CE3
CE2	CNR20001001.1700.0426-CE4
CE3	CNR20001001.1700.0426-CE5
CE4	CNR20001001.1700.0426-CE6
CE5	CNR20001001.1700.0426-CE7
CE6	CNR20001001.1700.0426-CE8
CE7	CNR20001001.1700.0426-CE9
E12	CNR20001001.1700.0426-E1
E13	CNR20001001.1700.0426-E2
E14	CNR20001001.1700.0426-E3
E15	CNR20001001.1700.0426-E4
E1	CNR20001001.1700.0426-E5
E2	CNR20001001.1700.0426-E6
E3	CNR20001001.1700.0426-E7
E4	CNR20001001.1700.0426-E8
E5	CNR20001001.1700.0426-E9
E6	CNR20001001.1700.0426-E10
E7	CNR20001001.1700.0426-E11
E8	CNR20001001.1700.0426-E12
E9	CNR20001001.1700.0426-E13
E10	CNR20001001.1700.0426-E14
E11	CNR20001001.1700.0426-E15
EM1	CNR20001001.1700.0426-E5-1
EM22	CNR20001001.1700.0426-E13-2
EM23	CNR20001001.1700.0426-E1-3
EM24	CNR20001001.1700.0426-E9-4
EM25	CNR20001001.1700.0426-E9-5
EM26	CNR20001001.1700.0426-E9-6
EM27	CNR20001001.1700.0426-E12-7
EM28	CNR20001001.1700.0426-E2-8
EM29	CNR20001001.1700.0426-E6-9
EM30	CNR20001001.1700.0426-E9-10
EM31	CNR20001001.1700.0426-E9-11
EM32	CNR20001001.1700.0426-E9-12
EM33	CNR20001001.1700.0426-E12-13
EM34	CNR20001001.1700.0426-E12-14
EM35	CNR20001001.1700.0426-E12-15
EM36	CNR20001001.1700.0426-E13-16
EM37	CNR20001001.1700.0426-E3-17
EM38	CNR20001001.1700.0426-E13-18
EM39	CNR20001001.1700.0426-E4-19
EM40	CNR20001001.1700.0426-E12-20
EM41	CNR20001001.1700.0426-E13-21
EM42	CNR20001001.1700.0426-E12-22
EM43	CNR20001001.1700.0426-E9-23
EM2	CNR20001001.1700.0426-E6-24
EM3	CNR20001001.1700.0426-E7-25
EM4	CNR20001001.1700.0426-E6-26
EM5	CNR20001001.1700.0426-E8-27
EM6	CNR20001001.1700.0426-E9-28
EM7	CNR20001001.1700.0426-E10-29
EM8	CNR20001001.1700.0426-E11-30
EM9	CNR20001001.1700.0426-E10-31
EM10	CNR20001001.1700.0426-E12-32
EM11	CNR20001001.1700.0426-E13-33
EM12	CNR20001001.1700.0426-E13-34
EM13	CNR20001001.1700.0426-E14-35
EM14	CNR20001001.1700.0426-E12-36
EM15	CNR20001001.1700.0426-E6-37
EM16	CNR20001001.1700.0426-E13-38
EM17	CNR20001001.1700.0426-E15-39
EM18	CNR20001001.1700.0426-E12-40
EM19	CNR20001001.1700.0426-E13-41
EM20	CNR20001001.1700.0426-E13-42
EM21	CNR20001001.1700.0426-E13-43
R1	CNR20001001.1700.0426-R1
R2	CNR20001001.1700.0426-R2
R3	CNR20001001.1700.0426-R3
R4	CNR20001001.1700.0426-R4
R5	CNR20001001.1700.0426-R5
R6	CNR20001001.1700.0426-R6
R7	CNR20001001.1700.0426-R7
RM1	CNR20001001.1700.0426-R1-1
RM2	CNR20001001.1700.0426-R2-1
RM3	CNR20001001.1700.0426-R3-1
RM4	CNR20001001.1700.0426-R4-1
RM5	CNR20001001.1700.0426-R5-1
RM6	CNR20001001.1700.0426-R6-1
RM7	CNR20001001.1700.0426-R7-1
V1	CNR20001001.1700.0426-EV1
V2	CNR20001001.1700.0426-EV2
VM1	CNR20001001.1700.0426-EV1-1
VM2	CNR20001001.1700.0426-EV2-1
VM3	CNR20001001.1700.0426-EV1-2
VM4	CNR20001001.1700.0426-EV2-2
VM5	CNR20001001.1700.0426-EV2-3
Q1	CNR20001001.1700.0426-T1
Q2	CNR20001001.1700.0426-T2
Q3	CNR20001001.1700.0426-T3
Q4	CNR20001001.1700.0426-T4
