CE10	CNR20001218.1700.0450-CE1
CE11	CNR20001218.1700.0450-CE2
CE1	CNR20001218.1700.0450-CE3
CE2	CNR20001218.1700.0450-CE4
CE3	CNR20001218.1700.0450-CE5
CE4	CNR20001218.1700.0450-CE6
CE5	CNR20001218.1700.0450-CE7
CE6	CNR20001218.1700.0450-CE8
CE7	CNR20001218.1700.0450-CE9
CE8	CNR20001218.1700.0450-CE10
CE9	CNR20001218.1700.0450-CE11
E11	CNR20001218.1700.0450-E1
E12	CNR20001218.1700.0450-E2
E1	CNR20001218.1700.0450-E3
E2	CNR20001218.1700.0450-E4
E3	CNR20001218.1700.0450-E5
E4	CNR20001218.1700.0450-E6
E5	CNR20001218.1700.0450-E7
E6	CNR20001218.1700.0450-E8
E7	CNR20001218.1700.0450-E9
E8	CNR20001218.1700.0450-E10
E9	CNR20001218.1700.0450-E11
E10	CNR20001218.1700.0450-E12
EM16	CNR20001218.1700.0450-E4-1
EM17	CNR20001218.1700.0450-E1-2
EM18	CNR20001218.1700.0450-E2-3
EM1	CNR20001218.1700.0450-E3-4
EM2	CNR20001218.1700.0450-E4-5
EM3	CNR20001218.1700.0450-E4-6
EM4	CNR20001218.1700.0450-E5-7
EM5	CNR20001218.1700.0450-E6-8
EM6	CNR20001218.1700.0450-E7-9
EM7	CNR20001218.1700.0450-E7-10
EM8	CNR20001218.1700.0450-E8-11
EM9	CNR20001218.1700.0450-E9-12
EM10	CNR20001218.1700.0450-E10-13
EM11	CNR20001218.1700.0450-E11-14
EM13	CNR20001218.1700.0450-E4-15
EM14	CNR20001218.1700.0450-E8-16
EM15	CNR20001218.1700.0450-E12-17
R1	CNR20001218.1700.0450-R1
R2	CNR20001218.1700.0450-R2
RM1	CNR20001218.1700.0450-R1-1
RM2	CNR20001218.1700.0450-R2-1
V1	CNR20001218.1700.0450-EV1
V2	CNR20001218.1700.0450-EV2
V3	CNR20001218.1700.0450-EV3
V4	CNR20001218.1700.0450-EV4
VM1	CNR20001218.1700.0450-EV1-1
VM2	CNR20001218.1700.0450-EV2-1
VM3	CNR20001218.1700.0450-EV3-1
VM4	CNR20001218.1700.0450-EV3-2
VM5	CNR20001218.1700.0450-EV4-1
VM6	CNR20001218.1700.0450-EV4-2
Q1	CNR20001218.1700.0450-T1
Q2	CNR20001218.1700.0450-T2
Q3	CNR20001218.1700.0450-T3
Q4	CNR20001218.1700.0450-T4
Q5	CNR20001218.1700.0450-T5
