CE11	CTS20001023.1300.0266-CE1
CE12	CTS20001023.1300.0266-CE2
CE13	CTS20001023.1300.0266-CE3
CE2	CTS20001023.1300.0266-CE4
CE3	CTS20001023.1300.0266-CE5
CE4	CTS20001023.1300.0266-CE6
CE5	CTS20001023.1300.0266-CE7
CE6	CTS20001023.1300.0266-CE8
CE7	CTS20001023.1300.0266-CE9
CE8	CTS20001023.1300.0266-CE10
CE9	CTS20001023.1300.0266-CE11
CE10	CTS20001023.1300.0266-CE12
E12	CTS20001023.1300.0266-E1
E13	CTS20001023.1300.0266-E2
E14	CTS20001023.1300.0266-E3
E2	CTS20001023.1300.0266-E4
E3	CTS20001023.1300.0266-E5
E4	CTS20001023.1300.0266-E6
E5	CTS20001023.1300.0266-E7
E6	CTS20001023.1300.0266-E8
E7	CTS20001023.1300.0266-E9
E8	CTS20001023.1300.0266-E10
E9	CTS20001023.1300.0266-E11
E10	CTS20001023.1300.0266-E12
E11	CTS20001023.1300.0266-E13
EM21	CTS20001023.1300.0266-E1-1
EM22	CTS20001023.1300.0266-E2-2
EM23	CTS20001023.1300.0266-E10-3
EM24	CTS20001023.1300.0266-E4-4
EM25	CTS20001023.1300.0266-E4-5
EM26	CTS20001023.1300.0266-E9-6
EM27	CTS20001023.1300.0266-E10-7
EM28	CTS20001023.1300.0266-E4-8
EM29	CTS20001023.1300.0266-E4-9
EM30	CTS20001023.1300.0266-E8-10
EM31	CTS20001023.1300.0266-E11-11
EM32	CTS20001023.1300.0266-E9-12
EM33	CTS20001023.1300.0266-E4-13
EM34	CTS20001023.1300.0266-E4-14
EM35	CTS20001023.1300.0266-E8-15
EM36	CTS20001023.1300.0266-E9-16
EM37	CTS20001023.1300.0266-E10-17
EM38	CTS20001023.1300.0266-E11-18
EM39	CTS20001023.1300.0266-E10-19
EM40	CTS20001023.1300.0266-E12-20
EM41	CTS20001023.1300.0266-E13-21
EM42	CTS20001023.1300.0266-E9-22
EM43	CTS20001023.1300.0266-E11-23
EM44	CTS20001023.1300.0266-E4-24
EM45	CTS20001023.1300.0266-E3-25
EM46	CTS20001023.1300.0266-E11-26
EM5	CTS20001023.1300.0266-E4-27
EM6	CTS20001023.1300.0266-E4-28
EM7	CTS20001023.1300.0266-E5-29
EM8	CTS20001023.1300.0266-E6-30
EM9	CTS20001023.1300.0266-E7-31
EM10	CTS20001023.1300.0266-E8-32
EM11	CTS20001023.1300.0266-E9-33
EM12	CTS20001023.1300.0266-E10-34
EM13	CTS20001023.1300.0266-E11-35
EM14	CTS20001023.1300.0266-E9-36
EM15	CTS20001023.1300.0266-E4-37
EM16	CTS20001023.1300.0266-E11-38
EM17	CTS20001023.1300.0266-E10-39
EM18	CTS20001023.1300.0266-E12-40
EM19	CTS20001023.1300.0266-E13-41
EM20	CTS20001023.1300.0266-E4-42
R1	CTS20001023.1300.0266-R1
R2	CTS20001023.1300.0266-R2
R3	CTS20001023.1300.0266-R3
R4	CTS20001023.1300.0266-R4
R5	CTS20001023.1300.0266-R5
R7	CTS20001023.1300.0266-R6
R8	CTS20001023.1300.0266-R7
R9	CTS20001023.1300.0266-R8
R10	CTS20001023.1300.0266-R9
R11	CTS20001023.1300.0266-R10
R12	CTS20001023.1300.0266-R11
R13	CTS20001023.1300.0266-R12
RM1	CTS20001023.1300.0266-R1-1
RM2	CTS20001023.1300.0266-R2-1
RM3	CTS20001023.1300.0266-R3-1
RM4	CTS20001023.1300.0266-R4-1
RM5	CTS20001023.1300.0266-R5-1
RM7	CTS20001023.1300.0266-R6-1
RM8	CTS20001023.1300.0266-R7-1
RM9	CTS20001023.1300.0266-R3-2
RM10	CTS20001023.1300.0266-R2-2
RM11	CTS20001023.1300.0266-R2-3
RM12	CTS20001023.1300.0266-R3-3
RM13	CTS20001023.1300.0266-R3-4
V1	CTS20001023.1300.0266-EV1
V2	CTS20001023.1300.0266-EV2
V3	CTS20001023.1300.0266-EV3
V4	CTS20001023.1300.0266-EV4
VM1	CTS20001023.1300.0266-EV1-1
VM2	CTS20001023.1300.0266-EV2-1
VM3	CTS20001023.1300.0266-EV1-2
VM4	CTS20001023.1300.0266-EV3-1
VM5	CTS20001023.1300.0266-EV1-3
VM6	CTS20001023.1300.0266-EV1-4
VM7	CTS20001023.1300.0266-EV2-2
VM8	CTS20001023.1300.0266-EV1-5
VM9	CTS20001023.1300.0266-EV1-6
VM10	CTS20001023.1300.0266-EV4-1
Q1	CTS20001023.1300.0266-T1
Q2	CTS20001023.1300.0266-T2
Q3	CTS20001023.1300.0266-T3
Q4	CTS20001023.1300.0266-T4
Q5	CTS20001023.1300.0266-T5
