CE10	CBS20001008.1000.0742-CE1
CE11	CBS20001008.1000.0742-CE2
CE12	CBS20001008.1000.0742-CE3
CE13	CBS20001008.1000.0742-CE4
CE14	CBS20001008.1000.0742-CE5
CE15	CBS20001008.1000.0742-CE6
CE16	CBS20001008.1000.0742-CE7
CE17	CBS20001008.1000.0742-CE8
CE18	CBS20001008.1000.0742-CE9
CE19	CBS20001008.1000.0742-CE10
CE20	CBS20001008.1000.0742-CE11
CE1	CBS20001008.1000.0742-CE12
CE2	CBS20001008.1000.0742-CE13
CE3	CBS20001008.1000.0742-CE14
CE4	CBS20001008.1000.0742-CE15
CE5	CBS20001008.1000.0742-CE16
CE6	CBS20001008.1000.0742-CE17
CE7	CBS20001008.1000.0742-CE18
CE8	CBS20001008.1000.0742-CE19
CE9	CBS20001008.1000.0742-CE20
E11	CBS20001008.1000.0742-E1
E12	CBS20001008.1000.0742-E2
E13	CBS20001008.1000.0742-E3
E14	CBS20001008.1000.0742-E4
E15	CBS20001008.1000.0742-E5
E16	CBS20001008.1000.0742-E6
E17	CBS20001008.1000.0742-E7
E18	CBS20001008.1000.0742-E8
E19	CBS20001008.1000.0742-E9
E20	CBS20001008.1000.0742-E10
E21	CBS20001008.1000.0742-E11
E1	CBS20001008.1000.0742-E12
E2	CBS20001008.1000.0742-E13
E3	CBS20001008.1000.0742-E14
E4	CBS20001008.1000.0742-E15
E5	CBS20001008.1000.0742-E16
E6	CBS20001008.1000.0742-E17
E7	CBS20001008.1000.0742-E18
E8	CBS20001008.1000.0742-E19
E9	CBS20001008.1000.0742-E20
E10	CBS20001008.1000.0742-E21
EM1	CBS20001008.1000.0742-E12-1
EM21	CBS20001008.1000.0742-E12-2
EM22	CBS20001008.1000.0742-E16-3
EM23	CBS20001008.1000.0742-E1-4
EM24	CBS20001008.1000.0742-E16-5
EM25	CBS20001008.1000.0742-E2-6
EM26	CBS20001008.1000.0742-E16-7
EM27	CBS20001008.1000.0742-E15-8
EM28	CBS20001008.1000.0742-E3-9
EM29	CBS20001008.1000.0742-E19-10
EM30	CBS20001008.1000.0742-E4-11
EM31	CBS20001008.1000.0742-E5-12
EM32	CBS20001008.1000.0742-E13-13
EM33	CBS20001008.1000.0742-E6-14
EM34	CBS20001008.1000.0742-E7-15
EM35	CBS20001008.1000.0742-E16-16
EM36	CBS20001008.1000.0742-E8-17
EM37	CBS20001008.1000.0742-E16-18
EM38	CBS20001008.1000.0742-E9-19
EM39	CBS20001008.1000.0742-E16-20
EM40	CBS20001008.1000.0742-E10-21
EM41	CBS20001008.1000.0742-E12-22
EM42	CBS20001008.1000.0742-E16-23
EM43	CBS20001008.1000.0742-E11-24
EM2	CBS20001008.1000.0742-E12-25
EM3	CBS20001008.1000.0742-E13-26
EM4	CBS20001008.1000.0742-E14-27
EM5	CBS20001008.1000.0742-E13-28
EM6	CBS20001008.1000.0742-E15-29
EM7	CBS20001008.1000.0742-E12-30
EM8	CBS20001008.1000.0742-E12-31
EM9	CBS20001008.1000.0742-E16-32
EM10	CBS20001008.1000.0742-E17-33
EM11	CBS20001008.1000.0742-E12-34
EM12	CBS20001008.1000.0742-E18-35
EM13	CBS20001008.1000.0742-E18-36
EM14	CBS20001008.1000.0742-E17-37
EM15	CBS20001008.1000.0742-E16-38
EM16	CBS20001008.1000.0742-E12-39
EM17	CBS20001008.1000.0742-E19-40
EM18	CBS20001008.1000.0742-E15-41
EM19	CBS20001008.1000.0742-E20-42
EM20	CBS20001008.1000.0742-E21-43
R1	CBS20001008.1000.0742-R1
R2	CBS20001008.1000.0742-R2
R3	CBS20001008.1000.0742-R3
R4	CBS20001008.1000.0742-R4
R5	CBS20001008.1000.0742-R5
R6	CBS20001008.1000.0742-R6
R7	CBS20001008.1000.0742-R7
R8	CBS20001008.1000.0742-R8
R9	CBS20001008.1000.0742-R9
R10	CBS20001008.1000.0742-R10
R11	CBS20001008.1000.0742-R11
R12	CBS20001008.1000.0742-R12
R13	CBS20001008.1000.0742-R13
R14	CBS20001008.1000.0742-R14
RM1	CBS20001008.1000.0742-R1-1
RM2	CBS20001008.1000.0742-R2-1
RM3	CBS20001008.1000.0742-R3-1
RM4	CBS20001008.1000.0742-R4-1
RM5	CBS20001008.1000.0742-R5-1
RM6	CBS20001008.1000.0742-R6-1
RM7	CBS20001008.1000.0742-R7-1
RM8	CBS20001008.1000.0742-R8-1
RM9	CBS20001008.1000.0742-R9-1
RM10	CBS20001008.1000.0742-R10-1
RM11	CBS20001008.1000.0742-R11-1
RM12	CBS20001008.1000.0742-R12-1
RM13	CBS20001008.1000.0742-R13-1
RM14	CBS20001008.1000.0742-R14-1
V1	CBS20001008.1000.0742-EV1
V2	CBS20001008.1000.0742-EV2
V3	CBS20001008.1000.0742-EV3
V4	CBS20001008.1000.0742-EV4
VM1	CBS20001008.1000.0742-EV1-1
VM2	CBS20001008.1000.0742-EV2-1
VM3	CBS20001008.1000.0742-EV3-1
VM4	CBS20001008.1000.0742-EV4-1
Q1	CBS20001008.1000.0742-T1
Q2	CBS20001008.1000.0742-T2
Q3	CBS20001008.1000.0742-T3
Q4	CBS20001008.1000.0742-T4
