CE9	CTV20001227.1330.1536-CE1
CE10	CTV20001227.1330.1536-CE2
CE1	CTV20001227.1330.1536-CE3
CE2	CTV20001227.1330.1536-CE4
CE3	CTV20001227.1330.1536-CE5
CE4	CTV20001227.1330.1536-CE6
CE5	CTV20001227.1330.1536-CE7
CE6	CTV20001227.1330.1536-CE8
CE7	CTV20001227.1330.1536-CE9
CE8	CTV20001227.1330.1536-CE10
E13	CTV20001227.1330.1536-E1
E14	CTV20001227.1330.1536-E2
E1	CTV20001227.1330.1536-E3
E2	CTV20001227.1330.1536-E4
E3	CTV20001227.1330.1536-E5
E4	CTV20001227.1330.1536-E6
E5	CTV20001227.1330.1536-E7
E6	CTV20001227.1330.1536-E8
E7	CTV20001227.1330.1536-E9
E8	CTV20001227.1330.1536-E10
E9	CTV20001227.1330.1536-E11
E10	CTV20001227.1330.1536-E12
E11	CTV20001227.1330.1536-E13
E12	CTV20001227.1330.1536-E14
EM1	CTV20001227.1330.1536-E3-1
EM21	CTV20001227.1330.1536-E9-2
EM22	CTV20001227.1330.1536-E9-3
EM23	CTV20001227.1330.1536-E14-4
EM24	CTV20001227.1330.1536-E2-5
EM2	CTV20001227.1330.1536-E4-6
EM3	CTV20001227.1330.1536-E5-7
EM4	CTV20001227.1330.1536-E5-8
EM5	CTV20001227.1330.1536-E6-9
EM6	CTV20001227.1330.1536-E6-10
EM7	CTV20001227.1330.1536-E7-11
EM8	CTV20001227.1330.1536-E8-12
EM9	CTV20001227.1330.1536-E9-13
EM10	CTV20001227.1330.1536-E10-14
EM11	CTV20001227.1330.1536-E11-15
EM12	CTV20001227.1330.1536-E9-16
EM13	CTV20001227.1330.1536-E12-17
EM14	CTV20001227.1330.1536-E8-18
EM15	CTV20001227.1330.1536-E9-19
EM16	CTV20001227.1330.1536-E13-20
EM17	CTV20001227.1330.1536-E13-21
EM18	CTV20001227.1330.1536-E9-22
EM19	CTV20001227.1330.1536-E14-23
EM20	CTV20001227.1330.1536-E1-24
R1	CTV20001227.1330.1536-R1
R2	CTV20001227.1330.1536-R2
R3	CTV20001227.1330.1536-R3
R4	CTV20001227.1330.1536-R4
RM1	CTV20001227.1330.1536-R1-1
RM2	CTV20001227.1330.1536-R2-1
RM3	CTV20001227.1330.1536-R3-1
RM4	CTV20001227.1330.1536-R4-1
V1	CTV20001227.1330.1536-EV1
V2	CTV20001227.1330.1536-EV2
V3	CTV20001227.1330.1536-EV3
VM1	CTV20001227.1330.1536-EV1-1
VM2	CTV20001227.1330.1536-EV2-1
VM4	CTV20001227.1330.1536-EV3-1
VM5	CTV20001227.1330.1536-EV1-2
Q1	CTV20001227.1330.1536-T1
Q2	CTV20001227.1330.1536-T2
Q3	CTV20001227.1330.1536-T3
Q4	CTV20001227.1330.1536-T4
Q5	CTV20001227.1330.1536-T5
Q6	CTV20001227.1330.1536-T6
Q7	CTV20001227.1330.1536-V1
QM7	CTV20001227.1330.1536-V1-1
