CE11	CTV20001123.1330.1450-CE1
CE12	CTV20001123.1330.1450-CE2
CE13	CTV20001123.1330.1450-CE3
CE14	CTV20001123.1330.1450-CE4
CE15	CTV20001123.1330.1450-CE5
CE16	CTV20001123.1330.1450-CE6
CE17	CTV20001123.1330.1450-CE7
CE18	CTV20001123.1330.1450-CE8
CE19	CTV20001123.1330.1450-CE9
CE20	CTV20001123.1330.1450-CE10
CE21	CTV20001123.1330.1450-CE11
CE22	CTV20001123.1330.1450-CE12
CE23	CTV20001123.1330.1450-CE13
CE24	CTV20001123.1330.1450-CE14
CE1	CTV20001123.1330.1450-CE15
CE2	CTV20001123.1330.1450-CE16
CE3	CTV20001123.1330.1450-CE17
CE4	CTV20001123.1330.1450-CE18
CE5	CTV20001123.1330.1450-CE19
CE6	CTV20001123.1330.1450-CE20
CE7	CTV20001123.1330.1450-CE21
CE8	CTV20001123.1330.1450-CE22
CE10	CTV20001123.1330.1450-CE23
E12	CTV20001123.1330.1450-E1
E13	CTV20001123.1330.1450-E2
E14	CTV20001123.1330.1450-E3
E15	CTV20001123.1330.1450-E4
E16	CTV20001123.1330.1450-E5
E17	CTV20001123.1330.1450-E6
E18	CTV20001123.1330.1450-E7
E19	CTV20001123.1330.1450-E8
E20	CTV20001123.1330.1450-E9
E21	CTV20001123.1330.1450-E10
E22	CTV20001123.1330.1450-E11
E23	CTV20001123.1330.1450-E12
E24	CTV20001123.1330.1450-E13
E25	CTV20001123.1330.1450-E14
E26	CTV20001123.1330.1450-E15
E1	CTV20001123.1330.1450-E16
E27	CTV20001123.1330.1450-E17
E2	CTV20001123.1330.1450-E18
E3	CTV20001123.1330.1450-E19
E4	CTV20001123.1330.1450-E20
E5	CTV20001123.1330.1450-E21
E6	CTV20001123.1330.1450-E22
E7	CTV20001123.1330.1450-E23
E8	CTV20001123.1330.1450-E24
E9	CTV20001123.1330.1450-E25
E11	CTV20001123.1330.1450-E26
EM1	CTV20001123.1330.1450-E16-1
EM20	CTV20001123.1330.1450-E2-2
EM21	CTV20001123.1330.1450-E16-3
EM22	CTV20001123.1330.1450-E3-4
EM23	CTV20001123.1330.1450-E22-5
EM24	CTV20001123.1330.1450-E4-6
EM25	CTV20001123.1330.1450-E5-7
EM26	CTV20001123.1330.1450-E24-8
EM27	CTV20001123.1330.1450-E22-9
EM29	CTV20001123.1330.1450-E6-10
EM30	CTV20001123.1330.1450-E7-11
EM31	CTV20001123.1330.1450-E8-12
EM33	CTV20001123.1330.1450-E24-13
EM34	CTV20001123.1330.1450-E24-14
EM35	CTV20001123.1330.1450-E9-15
EM36	CTV20001123.1330.1450-E10-16
EM37	CTV20001123.1330.1450-E11-17
EM38	CTV20001123.1330.1450-E16-18
EM28	CTV20001123.1330.1450-E3-19
EM39	CTV20001123.1330.1450-E12-20
EM40	CTV20001123.1330.1450-E10-21
EM41	CTV20001123.1330.1450-E10-22
EM42	CTV20001123.1330.1450-E10-23
EM43	CTV20001123.1330.1450-E13-24
EM44	CTV20001123.1330.1450-E14-25
EM45	CTV20001123.1330.1450-E15-26
EM47	CTV20001123.1330.1450-E17-27
EM48	CTV20001123.1330.1450-E22-28
EM2	CTV20001123.1330.1450-E16-29
EM3	CTV20001123.1330.1450-E18-30
EM4	CTV20001123.1330.1450-E19-31
EM5	CTV20001123.1330.1450-E20-32
EM6	CTV20001123.1330.1450-E21-33
EM7	CTV20001123.1330.1450-E22-34
EM8	CTV20001123.1330.1450-E21-35
EM9	CTV20001123.1330.1450-E23-36
EM10	CTV20001123.1330.1450-E23-37
EM11	CTV20001123.1330.1450-E24-38
EM12	CTV20001123.1330.1450-E22-39
EM13	CTV20001123.1330.1450-E25-40
EM32	CTV20001123.1330.1450-E3-41
EM15	CTV20001123.1330.1450-E22-42
EM16	CTV20001123.1330.1450-E16-43
EM17	CTV20001123.1330.1450-E26-44
EM18	CTV20001123.1330.1450-E23-45
EM19	CTV20001123.1330.1450-E1-46
R1	CTV20001123.1330.1450-R1
R2	CTV20001123.1330.1450-R2
R3	CTV20001123.1330.1450-R3
R5	CTV20001123.1330.1450-R4
R6	CTV20001123.1330.1450-R5
R7	CTV20001123.1330.1450-R6
R8	CTV20001123.1330.1450-R7
R9	CTV20001123.1330.1450-R8
R10	CTV20001123.1330.1450-R9
R11	CTV20001123.1330.1450-R10
R12	CTV20001123.1330.1450-R11
R13	CTV20001123.1330.1450-R12
R14	CTV20001123.1330.1450-R13
R15	CTV20001123.1330.1450-R14
RM1	CTV20001123.1330.1450-R1-1
RM2	CTV20001123.1330.1450-R2-1
RM3	CTV20001123.1330.1450-R3-1
RM5	CTV20001123.1330.1450-R4-1
RM6	CTV20001123.1330.1450-R5-1
RM7	CTV20001123.1330.1450-R6-1
RM8	CTV20001123.1330.1450-R7-1
RM9	CTV20001123.1330.1450-R3-2
RM10	CTV20001123.1330.1450-R9-1
RM11	CTV20001123.1330.1450-R10-1
RM12	CTV20001123.1330.1450-R3-3
RM13	CTV20001123.1330.1450-R12-1
RM14	CTV20001123.1330.1450-R13-1
RM15	CTV20001123.1330.1450-R14-1
V2	CTV20001123.1330.1450-EV1
V3	CTV20001123.1330.1450-EV2
V4	CTV20001123.1330.1450-EV3
V5	CTV20001123.1330.1450-EV4
V6	CTV20001123.1330.1450-EV5
V7	CTV20001123.1330.1450-EV6
VM2	CTV20001123.1330.1450-EV1-1
VM3	CTV20001123.1330.1450-EV2-1
VM4	CTV20001123.1330.1450-EV2-2
VM5	CTV20001123.1330.1450-EV1-2
VM6	CTV20001123.1330.1450-EV1-3
VM7	CTV20001123.1330.1450-EV3-1
VM8	CTV20001123.1330.1450-EV4-1
VM9	CTV20001123.1330.1450-EV2-3
VM10	CTV20001123.1330.1450-EV4-2
VM11	CTV20001123.1330.1450-EV5-1
VM12	CTV20001123.1330.1450-EV6-1
Q1	CTV20001123.1330.1450-T1
Q2	CTV20001123.1330.1450-T2
Q3	CTV20001123.1330.1450-T3
Q4	CTV20001123.1330.1450-T4
Q5	CTV20001123.1330.1450-T5
Q6	CTV20001123.1330.1450-T6
Q7	CTV20001123.1330.1450-T7
Q8	CTV20001123.1330.1450-T8
Q9	CTV20001123.1330.1450-T9
Q10	CTV20001123.1330.1450-T10
