CE11	CTS20001218.1300.0479-CE1
CE12	CTS20001218.1300.0479-CE2
CE13	CTS20001218.1300.0479-CE3
CE14	CTS20001218.1300.0479-CE4
CE15	CTS20001218.1300.0479-CE5
CE17	CTS20001218.1300.0479-CE6
CE18	CTS20001218.1300.0479-CE7
CE19	CTS20001218.1300.0479-CE8
CE20	CTS20001218.1300.0479-CE9
CE1	CTS20001218.1300.0479-CE10
CE2	CTS20001218.1300.0479-CE11
CE3	CTS20001218.1300.0479-CE12
CE4	CTS20001218.1300.0479-CE13
CE5	CTS20001218.1300.0479-CE14
CE7	CTS20001218.1300.0479-CE15
CE9	CTS20001218.1300.0479-CE16
CE10	CTS20001218.1300.0479-CE17
E13	CTS20001218.1300.0479-E1
E14	CTS20001218.1300.0479-E2
E15	CTS20001218.1300.0479-E3
E16	CTS20001218.1300.0479-E4
E17	CTS20001218.1300.0479-E5
E18	CTS20001218.1300.0479-E6
E19	CTS20001218.1300.0479-E7
E21	CTS20001218.1300.0479-E8
E22	CTS20001218.1300.0479-E9
E23	CTS20001218.1300.0479-E10
E24	CTS20001218.1300.0479-E11
E25	CTS20001218.1300.0479-E12
E1	CTS20001218.1300.0479-E13
E2	CTS20001218.1300.0479-E14
E3	CTS20001218.1300.0479-E15
E4	CTS20001218.1300.0479-E16
E5	CTS20001218.1300.0479-E17
E7	CTS20001218.1300.0479-E18
E9	CTS20001218.1300.0479-E19
E10	CTS20001218.1300.0479-E20
E11	CTS20001218.1300.0479-E21
E12	CTS20001218.1300.0479-E22
EM1	CTS20001218.1300.0479-E13-1
EM20	CTS20001218.1300.0479-E14-2
EM21	CTS20001218.1300.0479-E1-3
EM22	CTS20001218.1300.0479-E14-4
EM23	CTS20001218.1300.0479-E18-5
EM24	CTS20001218.1300.0479-E14-6
EM25	CTS20001218.1300.0479-E14-7
EM26	CTS20001218.1300.0479-E13-8
EM27	CTS20001218.1300.0479-E13-9
EM28	CTS20001218.1300.0479-E2-10
EM29	CTS20001218.1300.0479-E15-11
EM30	CTS20001218.1300.0479-E3-12
EM31	CTS20001218.1300.0479-E4-13
EM32	CTS20001218.1300.0479-E15-14
EM33	CTS20001218.1300.0479-E5-15
EM34	CTS20001218.1300.0479-E6-16
EM35	CTS20001218.1300.0479-E14-17
EM36	CTS20001218.1300.0479-E14-18
EM37	CTS20001218.1300.0479-E14-19
EM38	CTS20001218.1300.0479-E7-20
EM41	CTS20001218.1300.0479-E8-21
EM42	CTS20001218.1300.0479-E8-22
EM43	CTS20001218.1300.0479-E9-23
EM44	CTS20001218.1300.0479-E14-24
EM45	CTS20001218.1300.0479-E20-25
EM46	CTS20001218.1300.0479-E10-26
EM47	CTS20001218.1300.0479-E11-27
EM48	CTS20001218.1300.0479-E14-28
EM49	CTS20001218.1300.0479-E15-29
EM50	CTS20001218.1300.0479-E13-30
EM51	CTS20001218.1300.0479-E12-31
EM52	CTS20001218.1300.0479-E18-32
EM53	CTS20001218.1300.0479-E18-33
EM2	CTS20001218.1300.0479-E14-34
EM3	CTS20001218.1300.0479-E14-35
EM4	CTS20001218.1300.0479-E13-36
EM5	CTS20001218.1300.0479-E15-37
EM6	CTS20001218.1300.0479-E16-38
EM7	CTS20001218.1300.0479-E17-39
EM10	CTS20001218.1300.0479-E18-40
EM11	CTS20001218.1300.0479-E14-41
EM13	CTS20001218.1300.0479-E19-42
EM14	CTS20001218.1300.0479-E20-43
EM15	CTS20001218.1300.0479-E14-44
EM16	CTS20001218.1300.0479-E14-45
EM17	CTS20001218.1300.0479-E21-46
EM18	CTS20001218.1300.0479-E20-47
EM19	CTS20001218.1300.0479-E22-48
R1	CTS20001218.1300.0479-R1
R2	CTS20001218.1300.0479-R2
R3	CTS20001218.1300.0479-R3
R4	CTS20001218.1300.0479-R4
R5	CTS20001218.1300.0479-R5
R6	CTS20001218.1300.0479-R6
R7	CTS20001218.1300.0479-R7
R8	CTS20001218.1300.0479-R8
RM1	CTS20001218.1300.0479-R1-1
RM2	CTS20001218.1300.0479-R2-1
RM3	CTS20001218.1300.0479-R3-1
RM4	CTS20001218.1300.0479-R4-1
RM5	CTS20001218.1300.0479-R5-1
RM6	CTS20001218.1300.0479-R5-2
RM7	CTS20001218.1300.0479-R7-1
RM8	CTS20001218.1300.0479-R8-1
V1	CTS20001218.1300.0479-EV1
VM1	CTS20001218.1300.0479-EV1-1
VM2	CTS20001218.1300.0479-EV1-2
VM3	CTS20001218.1300.0479-EV1-3
Q1	CTS20001218.1300.0479-V1
Q2	CTS20001218.1300.0479-T1
Q3	CTS20001218.1300.0479-T2
Q4	CTS20001218.1300.0479-T3
Q5	CTS20001218.1300.0479-V2
Q6	CTS20001218.1300.0479-T4
Q7	CTS20001218.1300.0479-T5
QM1	CTS20001218.1300.0479-V1-1
QM5	CTS20001218.1300.0479-V2-1
