CE10	CNR20001024.1700.0603-CE1
CE11	CNR20001024.1700.0603-CE2
CE12	CNR20001024.1700.0603-CE3
CE13	CNR20001024.1700.0603-CE4
CE16	CNR20001024.1700.0603-CE5
CE17	CNR20001024.1700.0603-CE6
CE18	CNR20001024.1700.0603-CE7
CE19	CNR20001024.1700.0603-CE8
CE20	CNR20001024.1700.0603-CE9
CE21	CNR20001024.1700.0603-CE10
CE22	CNR20001024.1700.0603-CE11
CE23	CNR20001024.1700.0603-CE12
CE24	CNR20001024.1700.0603-CE13
CE25	CNR20001024.1700.0603-CE14
CE26	CNR20001024.1700.0603-CE15
CE27	CNR20001024.1700.0603-CE16
CE28	CNR20001024.1700.0603-CE17
CE29	CNR20001024.1700.0603-CE18
CE30	CNR20001024.1700.0603-CE19
CE32	CNR20001024.1700.0603-CE20
CE33	CNR20001024.1700.0603-CE21
CE34	CNR20001024.1700.0603-CE22
CE35	CNR20001024.1700.0603-CE23
CE36	CNR20001024.1700.0603-CE24
CE37	CNR20001024.1700.0603-CE25
CE38	CNR20001024.1700.0603-CE26
CE39	CNR20001024.1700.0603-CE27
CE40	CNR20001024.1700.0603-CE28
CE41	CNR20001024.1700.0603-CE29
CE42	CNR20001024.1700.0603-CE30
CE1	CNR20001024.1700.0603-CE31
CE43	CNR20001024.1700.0603-CE32
CE44	CNR20001024.1700.0603-CE33
CE45	CNR20001024.1700.0603-CE34
CE46	CNR20001024.1700.0603-CE35
CE47	CNR20001024.1700.0603-CE36
CE48	CNR20001024.1700.0603-CE37
CE49	CNR20001024.1700.0603-CE38
CE50	CNR20001024.1700.0603-CE39
CE51	CNR20001024.1700.0603-CE40
CE52	CNR20001024.1700.0603-CE41
CE53	CNR20001024.1700.0603-CE42
CE54	CNR20001024.1700.0603-CE43
CE55	CNR20001024.1700.0603-CE44
CE57	CNR20001024.1700.0603-CE45
CE58	CNR20001024.1700.0603-CE46
CE59	CNR20001024.1700.0603-CE47
CE2	CNR20001024.1700.0603-CE48
CE3	CNR20001024.1700.0603-CE49
CE4	CNR20001024.1700.0603-CE50
CE5	CNR20001024.1700.0603-CE51
CE7	CNR20001024.1700.0603-CE52
CE8	CNR20001024.1700.0603-CE53
CE9	CNR20001024.1700.0603-CE54
E10	CNR20001024.1700.0603-E1
E11	CNR20001024.1700.0603-E2
E12	CNR20001024.1700.0603-E3
E13	CNR20001024.1700.0603-E4
E16	CNR20001024.1700.0603-E5
E17	CNR20001024.1700.0603-E6
E18	CNR20001024.1700.0603-E7
E19	CNR20001024.1700.0603-E8
E20	CNR20001024.1700.0603-E9
E21	CNR20001024.1700.0603-E10
E22	CNR20001024.1700.0603-E11
E23	CNR20001024.1700.0603-E12
E24	CNR20001024.1700.0603-E13
E25	CNR20001024.1700.0603-E14
E26	CNR20001024.1700.0603-E15
E27	CNR20001024.1700.0603-E16
E28	CNR20001024.1700.0603-E17
E29	CNR20001024.1700.0603-E18
E1	CNR20001024.1700.0603-E19
E30	CNR20001024.1700.0603-E20
E31	CNR20001024.1700.0603-E21
E33	CNR20001024.1700.0603-E22
E34	CNR20001024.1700.0603-E23
E35	CNR20001024.1700.0603-E24
E36	CNR20001024.1700.0603-E25
E37	CNR20001024.1700.0603-E26
E38	CNR20001024.1700.0603-E27
E39	CNR20001024.1700.0603-E28
E40	CNR20001024.1700.0603-E29
E41	CNR20001024.1700.0603-E30
E42	CNR20001024.1700.0603-E31
E43	CNR20001024.1700.0603-E32
E44	CNR20001024.1700.0603-E33
E45	CNR20001024.1700.0603-E34
E46	CNR20001024.1700.0603-E35
E47	CNR20001024.1700.0603-E36
E48	CNR20001024.1700.0603-E37
E49	CNR20001024.1700.0603-E38
E50	CNR20001024.1700.0603-E39
E51	CNR20001024.1700.0603-E40
E52	CNR20001024.1700.0603-E41
E53	CNR20001024.1700.0603-E42
E54	CNR20001024.1700.0603-E43
E55	CNR20001024.1700.0603-E44
E56	CNR20001024.1700.0603-E45
E57	CNR20001024.1700.0603-E46
E59	CNR20001024.1700.0603-E47
E60	CNR20001024.1700.0603-E48
E2	CNR20001024.1700.0603-E49
E61	CNR20001024.1700.0603-E50
E3	CNR20001024.1700.0603-E51
E4	CNR20001024.1700.0603-E52
E5	CNR20001024.1700.0603-E53
E7	CNR20001024.1700.0603-E54
E8	CNR20001024.1700.0603-E55
E9	CNR20001024.1700.0603-E56
EM1	CNR20001024.1700.0603-E19-1
EM23	CNR20001024.1700.0603-E1-2
EM24	CNR20001024.1700.0603-E2-3
EM25	CNR20001024.1700.0603-E3-4
EM26	CNR20001024.1700.0603-E54-5
EM27	CNR20001024.1700.0603-E4-6
EM28	CNR20001024.1700.0603-E54-7
EM30	CNR20001024.1700.0603-E4-8
EM31	CNR20001024.1700.0603-E54-9
EM32	CNR20001024.1700.0603-E4-10
EM33	CNR20001024.1700.0603-E19-11
EM34	CNR20001024.1700.0603-E4-12
EM35	CNR20001024.1700.0603-E19-13
EM36	CNR20001024.1700.0603-E49-14
EM37	CNR20001024.1700.0603-E5-15
EM38	CNR20001024.1700.0603-E49-16
EM39	CNR20001024.1700.0603-E54-17
EM40	CNR20001024.1700.0603-E54-18
EM41	CNR20001024.1700.0603-E6-19
EM42	CNR20001024.1700.0603-E5-20
EM43	CNR20001024.1700.0603-E7-21
EM44	CNR20001024.1700.0603-E52-22
EM45	CNR20001024.1700.0603-E8-23
EM46	CNR20001024.1700.0603-E5-24
EM47	CNR20001024.1700.0603-E9-25
EM48	CNR20001024.1700.0603-E10-26
EM49	CNR20001024.1700.0603-E10-27
EM50	CNR20001024.1700.0603-E5-28
EM51	CNR20001024.1700.0603-E11-29
EM52	CNR20001024.1700.0603-E12-30
EM53	CNR20001024.1700.0603-E13-31
EM54	CNR20001024.1700.0603-E12-32
EM55	CNR20001024.1700.0603-E11-33
EM56	CNR20001024.1700.0603-E14-34
EM57	CNR20001024.1700.0603-E15-35
EM58	CNR20001024.1700.0603-E16-36
EM59	CNR20001024.1700.0603-E17-37
EM60	CNR20001024.1700.0603-E17-38
EM61	CNR20001024.1700.0603-E18-39
EM62	CNR20001024.1700.0603-E17-40
EM63	CNR20001024.1700.0603-E20-41
EM64	CNR20001024.1700.0603-E17-42
EM65	CNR20001024.1700.0603-E14-43
EM66	CNR20001024.1700.0603-E21-44
EM67	CNR20001024.1700.0603-E21-45
EM68	CNR20001024.1700.0603-E22-46
EM69	CNR20001024.1700.0603-E23-47
EM70	CNR20001024.1700.0603-E24-48
EM71	CNR20001024.1700.0603-E25-49
EM72	CNR20001024.1700.0603-E26-50
EM73	CNR20001024.1700.0603-E27-51
EM74	CNR20001024.1700.0603-E28-52
EM75	CNR20001024.1700.0603-E29-53
EM76	CNR20001024.1700.0603-E30-54
EM78	CNR20001024.1700.0603-E31-55
EM79	CNR20001024.1700.0603-E32-56
EM80	CNR20001024.1700.0603-E32-57
EM81	CNR20001024.1700.0603-E33-58
EM82	CNR20001024.1700.0603-E34-59
EM83	CNR20001024.1700.0603-E34-60
EM84	CNR20001024.1700.0603-E35-61
EM85	CNR20001024.1700.0603-E36-62
EM86	CNR20001024.1700.0603-E37-63
EM87	CNR20001024.1700.0603-E38-64
EM88	CNR20001024.1700.0603-E39-65
EM89	CNR20001024.1700.0603-E39-66
EM90	CNR20001024.1700.0603-E37-67
EM91	CNR20001024.1700.0603-E40-68
EM92	CNR20001024.1700.0603-E51-69
EM93	CNR20001024.1700.0603-E52-70
EM94	CNR20001024.1700.0603-E49-71
EM95	CNR20001024.1700.0603-E41-72
EM96	CNR20001024.1700.0603-E42-73
EM97	CNR20001024.1700.0603-E43-74
EM98	CNR20001024.1700.0603-E44-75
EM2	CNR20001024.1700.0603-E49-76
EM99	CNR20001024.1700.0603-E52-77
EM100	CNR20001024.1700.0603-E2-78
EM101	CNR20001024.1700.0603-E2-79
EM102	CNR20001024.1700.0603-E45-80
EM103	CNR20001024.1700.0603-E54-81
EM104	CNR20001024.1700.0603-E54-82
EM105	CNR20001024.1700.0603-E12-83
EM106	CNR20001024.1700.0603-E51-84
EM107	CNR20001024.1700.0603-E52-85
EM108	CNR20001024.1700.0603-E54-86
EM109	CNR20001024.1700.0603-E54-87
EM110	CNR20001024.1700.0603-E54-88
EM111	CNR20001024.1700.0603-E13-89
EM112	CNR20001024.1700.0603-E54-90
EM113	CNR20001024.1700.0603-E49-91
EM114	CNR20001024.1700.0603-E46-92
EM116	CNR20001024.1700.0603-E47-93
EM117	CNR20001024.1700.0603-E48-94
EM118	CNR20001024.1700.0603-E13-95
EM119	CNR20001024.1700.0603-E54-96
EM120	CNR20001024.1700.0603-E54-97
EM121	CNR20001024.1700.0603-E46-98
EM122	CNR20001024.1700.0603-E46-99
EM123	CNR20001024.1700.0603-E5-100
EM124	CNR20001024.1700.0603-E49-101
EM125	CNR20001024.1700.0603-E54-102
EM126	CNR20001024.1700.0603-E54-103
EM127	CNR20001024.1700.0603-E55-104
EM128	CNR20001024.1700.0603-E5-105
EM129	CNR20001024.1700.0603-E45-106
EM131	CNR20001024.1700.0603-E45-107
EM132	CNR20001024.1700.0603-E45-108
EM133	CNR20001024.1700.0603-E50-109
EM3	CNR20001024.1700.0603-E51-110
EM4	CNR20001024.1700.0603-E52-111
EM5	CNR20001024.1700.0603-E53-112
EM8	CNR20001024.1700.0603-E51-113
EM9	CNR20001024.1700.0603-E52-114
EM10	CNR20001024.1700.0603-E54-115
EM11	CNR20001024.1700.0603-E54-116
EM12	CNR20001024.1700.0603-E54-117
