CE9	CTV20001021.1530.1075-CE1
CE10	CTV20001021.1530.1075-CE2
CE11	CTV20001021.1530.1075-CE3
CE12	CTV20001021.1530.1075-CE4
CE14	CTV20001021.1530.1075-CE5
CE15	CTV20001021.1530.1075-CE6
CE16	CTV20001021.1530.1075-CE7
CE17	CTV20001021.1530.1075-CE8
CE18	CTV20001021.1530.1075-CE9
CE1	CTV20001021.1530.1075-CE10
CE3	CTV20001021.1530.1075-CE11
CE4	CTV20001021.1530.1075-CE12
CE5	CTV20001021.1530.1075-CE13
CE6	CTV20001021.1530.1075-CE14
CE7	CTV20001021.1530.1075-CE15
CE8	CTV20001021.1530.1075-CE16
E10	CTV20001021.1530.1075-E1
E11	CTV20001021.1530.1075-E2
E12	CTV20001021.1530.1075-E3
E13	CTV20001021.1530.1075-E4
E14	CTV20001021.1530.1075-E5
E15	CTV20001021.1530.1075-E6
E16	CTV20001021.1530.1075-E7
E17	CTV20001021.1530.1075-E8
E19	CTV20001021.1530.1075-E9
E20	CTV20001021.1530.1075-E10
E21	CTV20001021.1530.1075-E11
E22	CTV20001021.1530.1075-E12
E23	CTV20001021.1530.1075-E13
E24	CTV20001021.1530.1075-E14
E1	CTV20001021.1530.1075-E15
E2	CTV20001021.1530.1075-E16
E4	CTV20001021.1530.1075-E17
E5	CTV20001021.1530.1075-E18
E6	CTV20001021.1530.1075-E19
E7	CTV20001021.1530.1075-E20
E8	CTV20001021.1530.1075-E21
E9	CTV20001021.1530.1075-E22
EM1	CTV20001021.1530.1075-E15-1
EM23	CTV20001021.1530.1075-E1-2
EM24	CTV20001021.1530.1075-E15-3
EM25	CTV20001021.1530.1075-E18-4
EM26	CTV20001021.1530.1075-E15-5
EM27	CTV20001021.1530.1075-E2-6
EM28	CTV20001021.1530.1075-E18-7
EM29	CTV20001021.1530.1075-E15-8
EM30	CTV20001021.1530.1075-E18-9
EM31	CTV20001021.1530.1075-E15-10
EM32	CTV20001021.1530.1075-E3-11
EM33	CTV20001021.1530.1075-E4-12
EM34	CTV20001021.1530.1075-E17-13
EM35	CTV20001021.1530.1075-E5-14
EM36	CTV20001021.1530.1075-E18-15
EM37	CTV20001021.1530.1075-E6-16
EM38	CTV20001021.1530.1075-E18-17
EM39	CTV20001021.1530.1075-E7-18
