CE1	CNR20001225.1700.0291-CE1
CE2	CNR20001225.1700.0291-CE2
CE3	CNR20001225.1700.0291-CE3
CE4	CNR20001225.1700.0291-CE4
CE5	CNR20001225.1700.0291-CE5
E1	CNR20001225.1700.0291-E1
E2	CNR20001225.1700.0291-E2
E3	CNR20001225.1700.0291-E3
E4	CNR20001225.1700.0291-E4
E5	CNR20001225.1700.0291-E5
E6	CNR20001225.1700.0291-E6
EM1	CNR20001225.1700.0291-E1-1
EM2	CNR20001225.1700.0291-E1-2
EM3	CNR20001225.1700.0291-E2-3
EM4	CNR20001225.1700.0291-E3-4
EM5	CNR20001225.1700.0291-E3-5
EM6	CNR20001225.1700.0291-E3-6
EM7	CNR20001225.1700.0291-E4-7
EM8	CNR20001225.1700.0291-E5-8
EM9	CNR20001225.1700.0291-E6-9
R1	CNR20001225.1700.0291-R1
R3	CNR20001225.1700.0291-R2
RM1	CNR20001225.1700.0291-R1-1
RM3	CNR20001225.1700.0291-R2-1
V1	CNR20001225.1700.0291-EV1
VM1	CNR20001225.1700.0291-EV1-1
Q1	CNR20001225.1700.0291-T1
Q2	CNR20001225.1700.0291-T2
Q3	CNR20001225.1700.0291-T3
Q4	CNR20001225.1700.0291-T4
Q5	CNR20001225.1700.0291-V1
Q6	CNR20001225.1700.0291-V2
Q8	CNR20001225.1700.0291-T5
QM5	CNR20001225.1700.0291-V1-1
QM6	CNR20001225.1700.0291-V2-1
