CE11	VAR20001007.1300.1444-CE1
CE12	VAR20001007.1300.1444-CE2
CE13	VAR20001007.1300.1444-CE3
CE14	VAR20001007.1300.1444-CE4
CE15	VAR20001007.1300.1444-CE5
CE16	VAR20001007.1300.1444-CE6
CE17	VAR20001007.1300.1444-CE7
CE18	VAR20001007.1300.1444-CE8
CE19	VAR20001007.1300.1444-CE9
CE20	VAR20001007.1300.1444-CE10
CE21	VAR20001007.1300.1444-CE11
CE22	VAR20001007.1300.1444-CE12
CE23	VAR20001007.1300.1444-CE13
CE24	VAR20001007.1300.1444-CE14
CE25	VAR20001007.1300.1444-CE15
CE26	VAR20001007.1300.1444-CE16
CE27	VAR20001007.1300.1444-CE17
CE28	VAR20001007.1300.1444-CE18
CE29	VAR20001007.1300.1444-CE19
CE30	VAR20001007.1300.1444-CE20
CE31	VAR20001007.1300.1444-CE21
CE32	VAR20001007.1300.1444-CE22
CE1	VAR20001007.1300.1444-CE23
CE2	VAR20001007.1300.1444-CE24
CE3	VAR20001007.1300.1444-CE25
CE4	VAR20001007.1300.1444-CE26
CE5	VAR20001007.1300.1444-CE27
CE6	VAR20001007.1300.1444-CE28
CE7	VAR20001007.1300.1444-CE29
CE8	VAR20001007.1300.1444-CE30
CE9	VAR20001007.1300.1444-CE31
CE10	VAR20001007.1300.1444-CE32
E12	VAR20001007.1300.1444-E1
E13	VAR20001007.1300.1444-E2
E14	VAR20001007.1300.1444-E3
E15	VAR20001007.1300.1444-E4
E16	VAR20001007.1300.1444-E5
E17	VAR20001007.1300.1444-E6
E18	VAR20001007.1300.1444-E7
E19	VAR20001007.1300.1444-E8
E20	VAR20001007.1300.1444-E9
E21	VAR20001007.1300.1444-E10
E22	VAR20001007.1300.1444-E11
E23	VAR20001007.1300.1444-E12
E25	VAR20001007.1300.1444-E13
E26	VAR20001007.1300.1444-E14
E27	VAR20001007.1300.1444-E15
E28	VAR20001007.1300.1444-E16
E29	VAR20001007.1300.1444-E17
E1	VAR20001007.1300.1444-E18
E30	VAR20001007.1300.1444-E19
E31	VAR20001007.1300.1444-E20
E32	VAR20001007.1300.1444-E21
E33	VAR20001007.1300.1444-E22
E34	VAR20001007.1300.1444-E23
E35	VAR20001007.1300.1444-E24
E36	VAR20001007.1300.1444-E25
E37	VAR20001007.1300.1444-E26
E38	VAR20001007.1300.1444-E27
E39	VAR20001007.1300.1444-E28
E40	VAR20001007.1300.1444-E29
E41	VAR20001007.1300.1444-E30
E2	VAR20001007.1300.1444-E31
E3	VAR20001007.1300.1444-E32
E4	VAR20001007.1300.1444-E33
E5	VAR20001007.1300.1444-E34
E6	VAR20001007.1300.1444-E35
E7	VAR20001007.1300.1444-E36
E8	VAR20001007.1300.1444-E37
E9	VAR20001007.1300.1444-E38
E10	VAR20001007.1300.1444-E39
E11	VAR20001007.1300.1444-E40
EM1	VAR20001007.1300.1444-E18-1
EM20	VAR20001007.1300.1444-E40-2
EM21	VAR20001007.1300.1444-E38-3
EM22	VAR20001007.1300.1444-E39-4
EM23	VAR20001007.1300.1444-E1-5
EM24	VAR20001007.1300.1444-E1-6
EM25	VAR20001007.1300.1444-E1-7
EM26	VAR20001007.1300.1444-E2-8
EM27	VAR20001007.1300.1444-E2-9
EM28	VAR20001007.1300.1444-E32-10
EM29	VAR20001007.1300.1444-E32-11
EM30	VAR20001007.1300.1444-E34-12
EM31	VAR20001007.1300.1444-E3-13
EM32	VAR20001007.1300.1444-E3-14
EM33	VAR20001007.1300.1444-E4-15
EM34	VAR20001007.1300.1444-E6-16
EM35	VAR20001007.1300.1444-E5-17
EM36	VAR20001007.1300.1444-E7-18
EM37	VAR20001007.1300.1444-E36-19
EM38	VAR20001007.1300.1444-E8-20
EM39	VAR20001007.1300.1444-E5-21
EM40	VAR20001007.1300.1444-E8-22
EM41	VAR20001007.1300.1444-E8-23
EM42	VAR20001007.1300.1444-E9-24
EM43	VAR20001007.1300.1444-E10-25
EM44	VAR20001007.1300.1444-E32-26
EM45	VAR20001007.1300.1444-E11-27
EM46	VAR20001007.1300.1444-E9-28
EM47	VAR20001007.1300.1444-E12-29
EM48	VAR20001007.1300.1444-E11-30
EM49	VAR20001007.1300.1444-E11-31
EM50	VAR20001007.1300.1444-E9-32
EM51	VAR20001007.1300.1444-E9-33
EM52	VAR20001007.1300.1444-E13-34
EM53	VAR20001007.1300.1444-E14-35
EM55	VAR20001007.1300.1444-E14-36
EM56	VAR20001007.1300.1444-E14-37
EM57	VAR20001007.1300.1444-E15-38
EM58	VAR20001007.1300.1444-E15-39
EM59	VAR20001007.1300.1444-E16-40
EM60	VAR20001007.1300.1444-E7-41
EM61	VAR20001007.1300.1444-E36-42
EM62	VAR20001007.1300.1444-E14-43
EM63	VAR20001007.1300.1444-E14-44
EM64	VAR20001007.1300.1444-E17-45
EM66	VAR20001007.1300.1444-E19-46
EM67	VAR20001007.1300.1444-E19-47
EM68	VAR20001007.1300.1444-E20-48
EM69	VAR20001007.1300.1444-E20-49
EM70	VAR20001007.1300.1444-E21-50
EM71	VAR20001007.1300.1444-E21-51
EM72	VAR20001007.1300.1444-E32-52
EM73	VAR20001007.1300.1444-E32-53
EM74	VAR20001007.1300.1444-E22-54
EM75	VAR20001007.1300.1444-E22-55
EM76	VAR20001007.1300.1444-E23-56
EM77	VAR20001007.1300.1444-E24-57
EM78	VAR20001007.1300.1444-E25-58
EM79	VAR20001007.1300.1444-E26-59
EM80	VAR20001007.1300.1444-E27-60
EM81	VAR20001007.1300.1444-E27-61
EM82	VAR20001007.1300.1444-E27-62
EM83	VAR20001007.1300.1444-E28-63
EM54	VAR20001007.1300.1444-E29-64
EM65	VAR20001007.1300.1444-E30-65
EM2	VAR20001007.1300.1444-E18-66
EM3	VAR20001007.1300.1444-E31-67
EM4	VAR20001007.1300.1444-E32-68
EM5	VAR20001007.1300.1444-E32-69
EM6	VAR20001007.1300.1444-E18-70
EM7	VAR20001007.1300.1444-E33-71
EM8	VAR20001007.1300.1444-E35-72
EM9	VAR20001007.1300.1444-E33-73
EM10	VAR20001007.1300.1444-E33-74
EM11	VAR20001007.1300.1444-E36-75
EM12	VAR20001007.1300.1444-E37-76
EM13	VAR20001007.1300.1444-E37-77
EM14	VAR20001007.1300.1444-E38-78
EM16	VAR20001007.1300.1444-E39-79
EM17	VAR20001007.1300.1444-E38-80
EM18	VAR20001007.1300.1444-E36-81
EM19	VAR20001007.1300.1444-E40-82
R1	VAR20001007.1300.1444-R1
R2	VAR20001007.1300.1444-R2
R4	VAR20001007.1300.1444-R3
R5	VAR20001007.1300.1444-R4
R6	VAR20001007.1300.1444-R5
R7	VAR20001007.1300.1444-R6
R8	VAR20001007.1300.1444-R7
R9	VAR20001007.1300.1444-R8
R10	VAR20001007.1300.1444-R9
RM1	VAR20001007.1300.1444-R1-1
RM2	VAR20001007.1300.1444-R2-1
RM4	VAR20001007.1300.1444-R3-1
RM5	VAR20001007.1300.1444-R4-1
RM6	VAR20001007.1300.1444-R5-1
RM7	VAR20001007.1300.1444-R6-1
RM8	VAR20001007.1300.1444-R7-1
RM9	VAR20001007.1300.1444-R8-1
RM10	VAR20001007.1300.1444-R9-1
V1	VAR20001007.1300.1444-EV1
V2	VAR20001007.1300.1444-EV2
V3	VAR20001007.1300.1444-EV3
V4	VAR20001007.1300.1444-EV4
V5	VAR20001007.1300.1444-EV5
V6	VAR20001007.1300.1444-EV6
V7	VAR20001007.1300.1444-EV7
V8	VAR20001007.1300.1444-EV8
V9	VAR20001007.1300.1444-EV9
V10	VAR20001007.1300.1444-EV10
V11	VAR20001007.1300.1444-EV11
V13	VAR20001007.1300.1444-EV12
V14	VAR20001007.1300.1444-EV13
VM1	VAR20001007.1300.1444-EV1-1
VM2	VAR20001007.1300.1444-EV2-1
VM3	VAR20001007.1300.1444-EV3-1
VM4	VAR20001007.1300.1444-EV4-1
VM5	VAR20001007.1300.1444-EV5-1
VM6	VAR20001007.1300.1444-EV6-1
VM7	VAR20001007.1300.1444-EV7-1
VM8	VAR20001007.1300.1444-EV8-1
VM9	VAR20001007.1300.1444-EV9-1
VM10	VAR20001007.1300.1444-EV10-1
VM11	VAR20001007.1300.1444-EV11-1
VM13	VAR20001007.1300.1444-EV12-1
VM14	VAR20001007.1300.1444-EV13-1
Q1	VAR20001007.1300.1444-T1
Q2	VAR20001007.1300.1444-T2
Q3	VAR20001007.1300.1444-T3
