CE10	NTV20001206.1530.1289-CE1
CE11	NTV20001206.1530.1289-CE2
CE12	NTV20001206.1530.1289-CE3
CE13	NTV20001206.1530.1289-CE4
CE40	NTV20001206.1530.1289-CE5
CE14	NTV20001206.1530.1289-CE6
CE15	NTV20001206.1530.1289-CE7
CE16	NTV20001206.1530.1289-CE8
CE18	NTV20001206.1530.1289-CE9
CE19	NTV20001206.1530.1289-CE10
CE20	NTV20001206.1530.1289-CE11
CE21	NTV20001206.1530.1289-CE12
CE22	NTV20001206.1530.1289-CE13
CE23	NTV20001206.1530.1289-CE14
CE24	NTV20001206.1530.1289-CE15
CE25	NTV20001206.1530.1289-CE16
CE26	NTV20001206.1530.1289-CE17
CE27	NTV20001206.1530.1289-CE18
CE28	NTV20001206.1530.1289-CE19
CE29	NTV20001206.1530.1289-CE20
CE30	NTV20001206.1530.1289-CE21
CE31	NTV20001206.1530.1289-CE22
CE32	NTV20001206.1530.1289-CE23
CE1	NTV20001206.1530.1289-CE24
CE33	NTV20001206.1530.1289-CE25
CE34	NTV20001206.1530.1289-CE26
CE35	NTV20001206.1530.1289-CE27
CE36	NTV20001206.1530.1289-CE28
CE37	NTV20001206.1530.1289-CE29
CE38	NTV20001206.1530.1289-CE30
CE39	NTV20001206.1530.1289-CE31
CE2	NTV20001206.1530.1289-CE32
CE3	NTV20001206.1530.1289-CE33
CE5	NTV20001206.1530.1289-CE34
CE6	NTV20001206.1530.1289-CE35
CE7	NTV20001206.1530.1289-CE36
CE8	NTV20001206.1530.1289-CE37
CE9	NTV20001206.1530.1289-CE38
E13	NTV20001206.1530.1289-E1
E14	NTV20001206.1530.1289-E2
E15	NTV20001206.1530.1289-E3
E51	NTV20001206.1530.1289-E4
E16	NTV20001206.1530.1289-E5
E17	NTV20001206.1530.1289-E6
E19	NTV20001206.1530.1289-E7
E20	NTV20001206.1530.1289-E8
E21	NTV20001206.1530.1289-E9
E22	NTV20001206.1530.1289-E10
E23	NTV20001206.1530.1289-E11
E25	NTV20001206.1530.1289-E12
E26	NTV20001206.1530.1289-E13
E27	NTV20001206.1530.1289-E14
E28	NTV20001206.1530.1289-E15
E29	NTV20001206.1530.1289-E16
E1	NTV20001206.1530.1289-E17
E30	NTV20001206.1530.1289-E18
E31	NTV20001206.1530.1289-E19
E32	NTV20001206.1530.1289-E20
E33	NTV20001206.1530.1289-E21
E34	NTV20001206.1530.1289-E22
E35	NTV20001206.1530.1289-E23
E36	NTV20001206.1530.1289-E24
E37	NTV20001206.1530.1289-E25
E38	NTV20001206.1530.1289-E26
E39	NTV20001206.1530.1289-E27
E40	NTV20001206.1530.1289-E28
E41	NTV20001206.1530.1289-E29
E42	NTV20001206.1530.1289-E30
E43	NTV20001206.1530.1289-E31
E44	NTV20001206.1530.1289-E32
E45	NTV20001206.1530.1289-E33
E46	NTV20001206.1530.1289-E34
E47	NTV20001206.1530.1289-E35
E48	NTV20001206.1530.1289-E36
E49	NTV20001206.1530.1289-E37
E50	NTV20001206.1530.1289-E38
E2	NTV20001206.1530.1289-E39
E3	NTV20001206.1530.1289-E40
E5	NTV20001206.1530.1289-E41
E6	NTV20001206.1530.1289-E42
E7	NTV20001206.1530.1289-E43
E8	NTV20001206.1530.1289-E44
E9	NTV20001206.1530.1289-E45
E10	NTV20001206.1530.1289-E46
E11	NTV20001206.1530.1289-E47
E12	NTV20001206.1530.1289-E48
EM1	NTV20001206.1530.1289-E17-1
EM20	NTV20001206.1530.1289-E41-2
EM21	NTV20001206.1530.1289-E41-3
EM22	NTV20001206.1530.1289-E41-4
EM23	NTV20001206.1530.1289-E1-5
EM24	NTV20001206.1530.1289-E1-6
EM25	NTV20001206.1530.1289-E2-7
EM26	NTV20001206.1530.1289-E1-8
EM27	NTV20001206.1530.1289-E40-9
EM28	NTV20001206.1530.1289-E1-10
EM29	NTV20001206.1530.1289-E1-11
EM30	NTV20001206.1530.1289-E1-12
EM31	NTV20001206.1530.1289-E1-13
EM32	NTV20001206.1530.1289-E17-14
EM33	NTV20001206.1530.1289-E3-15
EM34	NTV20001206.1530.1289-E3-16
EM35	NTV20001206.1530.1289-E5-17
EM36	NTV20001206.1530.1289-E5-18
EM37	NTV20001206.1530.1289-E6-19
EM39	NTV20001206.1530.1289-E7-20
EM40	NTV20001206.1530.1289-E3-21
EM41	NTV20001206.1530.1289-E3-22
EM42	NTV20001206.1530.1289-E8-23
EM43	NTV20001206.1530.1289-E1-24
EM44	NTV20001206.1530.1289-E5-25
EM45	NTV20001206.1530.1289-E9-26
EM46	NTV20001206.1530.1289-E10-27
EM47	NTV20001206.1530.1289-E11-28
EM48	NTV20001206.1530.1289-E40-29
EM109	NTV20001206.1530.1289-E40-30
EM52	NTV20001206.1530.1289-E12-31
EM53	NTV20001206.1530.1289-E12-32
EM54	NTV20001206.1530.1289-E40-33
EM55	NTV20001206.1530.1289-E40-34
EM56	NTV20001206.1530.1289-E13-35
EM57	NTV20001206.1530.1289-E5-36
EM58	NTV20001206.1530.1289-E5-37
EM59	NTV20001206.1530.1289-E14-38
EM60	NTV20001206.1530.1289-E6-39
EM61	NTV20001206.1530.1289-E15-40
EM38	NTV20001206.1530.1289-E16-41
EM62	NTV20001206.1530.1289-E13-42
EM63	NTV20001206.1530.1289-E13-43
EM64	NTV20001206.1530.1289-E13-44
EM65	NTV20001206.1530.1289-E18-45
EM66	NTV20001206.1530.1289-E19-46
EM67	NTV20001206.1530.1289-E19-47
EM68	NTV20001206.1530.1289-E20-48
EM69	NTV20001206.1530.1289-E21-49
EM70	NTV20001206.1530.1289-E20-50
EM71	NTV20001206.1530.1289-E22-51
EM72	NTV20001206.1530.1289-E23-52
EM73	NTV20001206.1530.1289-E24-53
EM74	NTV20001206.1530.1289-E25-54
EM75	NTV20001206.1530.1289-E26-55
EM76	NTV20001206.1530.1289-E27-56
