CE1	NTV20001025.1530.1273-CE1
CE2	NTV20001025.1530.1273-CE2
CE4	NTV20001025.1530.1273-CE3
CE5	NTV20001025.1530.1273-CE4
CE6	NTV20001025.1530.1273-CE5
CE7	NTV20001025.1530.1273-CE6
CE8	NTV20001025.1530.1273-CE7
CE9	NTV20001025.1530.1273-CE8
E1	NTV20001025.1530.1273-E1
E2	NTV20001025.1530.1273-E2
E4	NTV20001025.1530.1273-E3
E5	NTV20001025.1530.1273-E4
E6	NTV20001025.1530.1273-E5
E7	NTV20001025.1530.1273-E6
E8	NTV20001025.1530.1273-E7
E9	NTV20001025.1530.1273-E8
E10	NTV20001025.1530.1273-E9
E11	NTV20001025.1530.1273-E10
E12	NTV20001025.1530.1273-E11
EM1	NTV20001025.1530.1273-E1-1
EM20	NTV20001025.1530.1273-E5-2
EM21	NTV20001025.1530.1273-E11-3
EM22	NTV20001025.1530.1273-E5-4
EM2	NTV20001025.1530.1273-E2-5
EM4	NTV20001025.1530.1273-E3-6
EM5	NTV20001025.1530.1273-E4-7
EM6	NTV20001025.1530.1273-E4-8
EM7	NTV20001025.1530.1273-E6-9
EM8	NTV20001025.1530.1273-E7-10
EM9	NTV20001025.1530.1273-E8-11
EM10	NTV20001025.1530.1273-E10-12
EM11	NTV20001025.1530.1273-E9-13
EM12	NTV20001025.1530.1273-E2-14
EM13	NTV20001025.1530.1273-E2-15
EM14	NTV20001025.1530.1273-E2-16
EM15	NTV20001025.1530.1273-E11-17
EM16	NTV20001025.1530.1273-E11-18
EM17	NTV20001025.1530.1273-E4-19
EM18	NTV20001025.1530.1273-E2-20
EM19	NTV20001025.1530.1273-E11-21
R1	NTV20001025.1530.1273-R1
RM1	NTV20001025.1530.1273-R1-1
V1	NTV20001025.1530.1273-EV1
V2	NTV20001025.1530.1273-EV2
V3	NTV20001025.1530.1273-EV3
V4	NTV20001025.1530.1273-EV4
VM1	NTV20001025.1530.1273-EV1-1
VM2	NTV20001025.1530.1273-EV2-1
VM3	NTV20001025.1530.1273-EV3-1
VM4	NTV20001025.1530.1273-EV4-1
Q1	NTV20001025.1530.1273-T1
Q2	NTV20001025.1530.1273-T2
Q3	NTV20001025.1530.1273-T3
Q4	NTV20001025.1530.1273-T4
