CE9	VAR20001005.1300.0800-CE1
CE10	VAR20001005.1300.0800-CE2
CE11	VAR20001005.1300.0800-CE3
CE12	VAR20001005.1300.0800-CE4
CE13	VAR20001005.1300.0800-CE5
CE14	VAR20001005.1300.0800-CE6
CE15	VAR20001005.1300.0800-CE7
CE16	VAR20001005.1300.0800-CE8
CE17	VAR20001005.1300.0800-CE9
CE18	VAR20001005.1300.0800-CE10
CE19	VAR20001005.1300.0800-CE11
CE20	VAR20001005.1300.0800-CE12
CE21	VAR20001005.1300.0800-CE13
CE1	VAR20001005.1300.0800-CE14
CE23	VAR20001005.1300.0800-CE15
CE24	VAR20001005.1300.0800-CE16
CE26	VAR20001005.1300.0800-CE17
CE27	VAR20001005.1300.0800-CE18
CE28	VAR20001005.1300.0800-CE19
CE29	VAR20001005.1300.0800-CE20
CE30	VAR20001005.1300.0800-CE21
CE31	VAR20001005.1300.0800-CE22
CE32	VAR20001005.1300.0800-CE23
CE33	VAR20001005.1300.0800-CE24
CE34	VAR20001005.1300.0800-CE25
CE35	VAR20001005.1300.0800-CE26
CE36	VAR20001005.1300.0800-CE27
CE37	VAR20001005.1300.0800-CE28
CE38	VAR20001005.1300.0800-CE29
CE39	VAR20001005.1300.0800-CE30
CE40	VAR20001005.1300.0800-CE31
CE41	VAR20001005.1300.0800-CE32
CE2	VAR20001005.1300.0800-CE33
CE3	VAR20001005.1300.0800-CE34
CE4	VAR20001005.1300.0800-CE35
CE5	VAR20001005.1300.0800-CE36
CE6	VAR20001005.1300.0800-CE37
CE7	VAR20001005.1300.0800-CE38
CE8	VAR20001005.1300.0800-CE39
E14	VAR20001005.1300.0800-E1
E15	VAR20001005.1300.0800-E2
E16	VAR20001005.1300.0800-E3
E17	VAR20001005.1300.0800-E4
E18	VAR20001005.1300.0800-E5
E19	VAR20001005.1300.0800-E6
E20	VAR20001005.1300.0800-E7
E21	VAR20001005.1300.0800-E8
E22	VAR20001005.1300.0800-E9
E23	VAR20001005.1300.0800-E10
E24	VAR20001005.1300.0800-E11
E25	VAR20001005.1300.0800-E12
E27	VAR20001005.1300.0800-E13
E28	VAR20001005.1300.0800-E14
E29	VAR20001005.1300.0800-E15
E30	VAR20001005.1300.0800-E16
E31	VAR20001005.1300.0800-E17
E32	VAR20001005.1300.0800-E18
E33	VAR20001005.1300.0800-E19
E35	VAR20001005.1300.0800-E20
E36	VAR20001005.1300.0800-E21
E37	VAR20001005.1300.0800-E22
E1	VAR20001005.1300.0800-E23
E38	VAR20001005.1300.0800-E24
E39	VAR20001005.1300.0800-E25
E40	VAR20001005.1300.0800-E26
E41	VAR20001005.1300.0800-E27
E42	VAR20001005.1300.0800-E28
E43	VAR20001005.1300.0800-E29
E44	VAR20001005.1300.0800-E30
E45	VAR20001005.1300.0800-E31
E47	VAR20001005.1300.0800-E32
E48	VAR20001005.1300.0800-E33
E49	VAR20001005.1300.0800-E34
E50	VAR20001005.1300.0800-E35
E52	VAR20001005.1300.0800-E36
E53	VAR20001005.1300.0800-E37
E54	VAR20001005.1300.0800-E38
E55	VAR20001005.1300.0800-E39
E58	VAR20001005.1300.0800-E40
E59	VAR20001005.1300.0800-E41
E60	VAR20001005.1300.0800-E42
E61	VAR20001005.1300.0800-E43
E62	VAR20001005.1300.0800-E44
E63	VAR20001005.1300.0800-E45
E64	VAR20001005.1300.0800-E46
E65	VAR20001005.1300.0800-E47
E66	VAR20001005.1300.0800-E48
E67	VAR20001005.1300.0800-E49
E68	VAR20001005.1300.0800-E50
E69	VAR20001005.1300.0800-E51
E70	VAR20001005.1300.0800-E52
E71	VAR20001005.1300.0800-E53
