CE12	NTV20001020.1530.0432-CE1
CE13	NTV20001020.1530.0432-CE2
CE14	NTV20001020.1530.0432-CE3
CE15	NTV20001020.1530.0432-CE4
CE16	NTV20001020.1530.0432-CE5
CE17	NTV20001020.1530.0432-CE6
CE18	NTV20001020.1530.0432-CE7
CE19	NTV20001020.1530.0432-CE8
CE20	NTV20001020.1530.0432-CE9
CE21	NTV20001020.1530.0432-CE10
CE1	NTV20001020.1530.0432-CE11
CE2	NTV20001020.1530.0432-CE12
CE3	NTV20001020.1530.0432-CE13
CE4	NTV20001020.1530.0432-CE14
CE5	NTV20001020.1530.0432-CE15
CE6	NTV20001020.1530.0432-CE16
CE7	NTV20001020.1530.0432-CE17
CE8	NTV20001020.1530.0432-CE18
CE9	NTV20001020.1530.0432-CE19
CE10	NTV20001020.1530.0432-CE20
CE11	NTV20001020.1530.0432-CE21
E15	NTV20001020.1530.0432-E1
E16	NTV20001020.1530.0432-E2
E17	NTV20001020.1530.0432-E3
E18	NTV20001020.1530.0432-E4
E19	NTV20001020.1530.0432-E5
E20	NTV20001020.1530.0432-E6
E21	NTV20001020.1530.0432-E7
E22	NTV20001020.1530.0432-E8
E23	NTV20001020.1530.0432-E9
E25	NTV20001020.1530.0432-E10
E26	NTV20001020.1530.0432-E11
E27	NTV20001020.1530.0432-E12
E28	NTV20001020.1530.0432-E13
E29	NTV20001020.1530.0432-E14
E30	NTV20001020.1530.0432-E15
E1	NTV20001020.1530.0432-E16
E31	NTV20001020.1530.0432-E17
E2	NTV20001020.1530.0432-E18
E3	NTV20001020.1530.0432-E19
E4	NTV20001020.1530.0432-E20
E6	NTV20001020.1530.0432-E21
E7	NTV20001020.1530.0432-E22
E8	NTV20001020.1530.0432-E23
E9	NTV20001020.1530.0432-E24
E10	NTV20001020.1530.0432-E25
E11	NTV20001020.1530.0432-E26
E12	NTV20001020.1530.0432-E27
E13	NTV20001020.1530.0432-E28
E14	NTV20001020.1530.0432-E29
EM1	NTV20001020.1530.0432-E16-1
EM18	NTV20001020.1530.0432-E2-2
EM19	NTV20001020.1530.0432-E3-3
EM20	NTV20001020.1530.0432-E4-4
EM21	NTV20001020.1530.0432-E5-5
EM22	NTV20001020.1530.0432-E3-6
EM24	NTV20001020.1530.0432-E6-7
EM25	NTV20001020.1530.0432-E7-8
EM26	NTV20001020.1530.0432-E8-9
EM27	NTV20001020.1530.0432-E9-10
EM30	NTV20001020.1530.0432-E10-11
EM31	NTV20001020.1530.0432-E10-12
EM32	NTV20001020.1530.0432-E11-13
EM33	NTV20001020.1530.0432-E12-14
EM34	NTV20001020.1530.0432-E13-15
EM35	NTV20001020.1530.0432-E14-16
EM36	NTV20001020.1530.0432-E15-17
EM37	NTV20001020.1530.0432-E3-18
EM38	NTV20001020.1530.0432-E17-19
EM2	NTV20001020.1530.0432-E18-20
EM3	NTV20001020.1530.0432-E19-21
EM4	NTV20001020.1530.0432-E18-22
EM5	NTV20001020.1530.0432-E20-23
EM6	NTV20001020.1530.0432-E21-24
EM7	NTV20001020.1530.0432-E22-25
EM8	NTV20001020.1530.0432-E23-26
EM9	NTV20001020.1530.0432-E24-27
EM10	NTV20001020.1530.0432-E25-28
EM11	NTV20001020.1530.0432-E26-29
EM12	NTV20001020.1530.0432-E26-30
EM13	NTV20001020.1530.0432-E27-31
EM14	NTV20001020.1530.0432-E22-32
EM15	NTV20001020.1530.0432-E28-33
EM16	NTV20001020.1530.0432-E29-34
EM17	NTV20001020.1530.0432-E1-35
R1	NTV20001020.1530.0432-R1
R2	NTV20001020.1530.0432-R2
R3	NTV20001020.1530.0432-R3
R4	NTV20001020.1530.0432-R4
R5	NTV20001020.1530.0432-R5
R6	NTV20001020.1530.0432-R6
R7	NTV20001020.1530.0432-R7
R8	NTV20001020.1530.0432-R8
R9	NTV20001020.1530.0432-R9
RM1	NTV20001020.1530.0432-R1-1
RM2	NTV20001020.1530.0432-R2-1
RM3	NTV20001020.1530.0432-R3-1
RM4	NTV20001020.1530.0432-R4-1
RM5	NTV20001020.1530.0432-R5-1
RM6	NTV20001020.1530.0432-R6-1
RM7	NTV20001020.1530.0432-R7-1
RM8	NTV20001020.1530.0432-R8-1
RM9	NTV20001020.1530.0432-R9-1
V1	NTV20001020.1530.0432-EV1
V2	NTV20001020.1530.0432-EV2
V3	NTV20001020.1530.0432-EV3
V6	NTV20001020.1530.0432-EV4
V7	NTV20001020.1530.0432-EV5
VM1	NTV20001020.1530.0432-EV1-1
VM2	NTV20001020.1530.0432-EV2-1
VM3	NTV20001020.1530.0432-EV3-1
VM6	NTV20001020.1530.0432-EV4-1
VM7	NTV20001020.1530.0432-EV5-1
Q1	NTV20001020.1530.0432-T1
Q2	NTV20001020.1530.0432-T2
Q3	NTV20001020.1530.0432-T3
Q4	NTV20001020.1530.0432-T4
