CE11	NTV20001016.1530.0526-CE1
CE12	NTV20001016.1530.0526-CE2
CE13	NTV20001016.1530.0526-CE3
CE14	NTV20001016.1530.0526-CE4
CE15	NTV20001016.1530.0526-CE5
CE16	NTV20001016.1530.0526-CE6
CE17	NTV20001016.1530.0526-CE7
CE18	NTV20001016.1530.0526-CE8
CE19	NTV20001016.1530.0526-CE9
CE20	NTV20001016.1530.0526-CE10
CE21	NTV20001016.1530.0526-CE11
CE22	NTV20001016.1530.0526-CE12
CE23	NTV20001016.1530.0526-CE13
CE24	NTV20001016.1530.0526-CE14
CE25	NTV20001016.1530.0526-CE15
CE26	NTV20001016.1530.0526-CE16
CE27	NTV20001016.1530.0526-CE17
CE28	NTV20001016.1530.0526-CE18
CE29	NTV20001016.1530.0526-CE19
CE30	NTV20001016.1530.0526-CE20
CE31	NTV20001016.1530.0526-CE21
CE32	NTV20001016.1530.0526-CE22
CE33	NTV20001016.1530.0526-CE23
CE1	NTV20001016.1530.0526-CE24
CE34	NTV20001016.1530.0526-CE25
CE35	NTV20001016.1530.0526-CE26
CE36	NTV20001016.1530.0526-CE27
CE37	NTV20001016.1530.0526-CE28
CE39	NTV20001016.1530.0526-CE29
CE40	NTV20001016.1530.0526-CE30
CE41	NTV20001016.1530.0526-CE31
CE42	NTV20001016.1530.0526-CE32
CE43	NTV20001016.1530.0526-CE33
CE44	NTV20001016.1530.0526-CE34
CE45	NTV20001016.1530.0526-CE35
CE46	NTV20001016.1530.0526-CE36
CE47	NTV20001016.1530.0526-CE37
CE2	NTV20001016.1530.0526-CE38
CE3	NTV20001016.1530.0526-CE39
CE4	NTV20001016.1530.0526-CE40
CE5	NTV20001016.1530.0526-CE41
CE6	NTV20001016.1530.0526-CE42
CE7	NTV20001016.1530.0526-CE43
CE8	NTV20001016.1530.0526-CE44
CE9	NTV20001016.1530.0526-CE45
CE10	NTV20001016.1530.0526-CE46
E16	NTV20001016.1530.0526-E1
E17	NTV20001016.1530.0526-E2
E18	NTV20001016.1530.0526-E3
E19	NTV20001016.1530.0526-E4
E20	NTV20001016.1530.0526-E5
E21	NTV20001016.1530.0526-E6
E22	NTV20001016.1530.0526-E7
E23	NTV20001016.1530.0526-E8
E24	NTV20001016.1530.0526-E9
E25	NTV20001016.1530.0526-E10
E26	NTV20001016.1530.0526-E11
E28	NTV20001016.1530.0526-E12
E30	NTV20001016.1530.0526-E13
E31	NTV20001016.1530.0526-E14
E32	NTV20001016.1530.0526-E15
E33	NTV20001016.1530.0526-E16
E34	NTV20001016.1530.0526-E17
E35	NTV20001016.1530.0526-E18
E36	NTV20001016.1530.0526-E19
E37	NTV20001016.1530.0526-E20
E38	NTV20001016.1530.0526-E21
E39	NTV20001016.1530.0526-E22
E40	NTV20001016.1530.0526-E23
E41	NTV20001016.1530.0526-E24
E1	NTV20001016.1530.0526-E25
E42	NTV20001016.1530.0526-E26
E43	NTV20001016.1530.0526-E27
E44	NTV20001016.1530.0526-E28
E46	NTV20001016.1530.0526-E29
E47	NTV20001016.1530.0526-E30
E48	NTV20001016.1530.0526-E31
E49	NTV20001016.1530.0526-E32
E50	NTV20001016.1530.0526-E33
E51	NTV20001016.1530.0526-E34
E52	NTV20001016.1530.0526-E35
E53	NTV20001016.1530.0526-E36
E54	NTV20001016.1530.0526-E37
E55	NTV20001016.1530.0526-E38
E58	NTV20001016.1530.0526-E39
E59	NTV20001016.1530.0526-E40
E60	NTV20001016.1530.0526-E41
E61	NTV20001016.1530.0526-E42
E62	NTV20001016.1530.0526-E43
E63	NTV20001016.1530.0526-E44
E64	NTV20001016.1530.0526-E45
E66	NTV20001016.1530.0526-E46
E67	NTV20001016.1530.0526-E47
E68	NTV20001016.1530.0526-E48
E69	NTV20001016.1530.0526-E49
E70	NTV20001016.1530.0526-E50
E71	NTV20001016.1530.0526-E51
E2	NTV20001016.1530.0526-E52
E3	NTV20001016.1530.0526-E53
E4	NTV20001016.1530.0526-E54
E5	NTV20001016.1530.0526-E55
E6	NTV20001016.1530.0526-E56
E7	NTV20001016.1530.0526-E57
E8	NTV20001016.1530.0526-E58
E9	NTV20001016.1530.0526-E59
E10	NTV20001016.1530.0526-E60
E11	NTV20001016.1530.0526-E61
E12	NTV20001016.1530.0526-E62
E13	NTV20001016.1530.0526-E63
E14	NTV20001016.1530.0526-E64
EM1	NTV20001016.1530.0526-E25-1
EM18	NTV20001016.1530.0526-E2-2
EM19	NTV20001016.1530.0526-E2-3
EM20	NTV20001016.1530.0526-E3-4
