CE12	VAR20001028.1300.0829-CE1
CE13	VAR20001028.1300.0829-CE2
CE14	VAR20001028.1300.0829-CE3
CE15	VAR20001028.1300.0829-CE4
CE16	VAR20001028.1300.0829-CE5
CE1	VAR20001028.1300.0829-CE6
CE2	VAR20001028.1300.0829-CE7
CE3	VAR20001028.1300.0829-CE8
CE4	VAR20001028.1300.0829-CE9
CE5	VAR20001028.1300.0829-CE10
CE6	VAR20001028.1300.0829-CE11
CE7	VAR20001028.1300.0829-CE12
CE8	VAR20001028.1300.0829-CE13
CE10	VAR20001028.1300.0829-CE14
CE11	VAR20001028.1300.0829-CE15
E14	VAR20001028.1300.0829-E1
E15	VAR20001028.1300.0829-E2
E16	VAR20001028.1300.0829-E3
E17	VAR20001028.1300.0829-E4
E19	VAR20001028.1300.0829-E5
E20	VAR20001028.1300.0829-E6
E1	VAR20001028.1300.0829-E7
E2	VAR20001028.1300.0829-E8
E3	VAR20001028.1300.0829-E9
E4	VAR20001028.1300.0829-E10
E5	VAR20001028.1300.0829-E11
E6	VAR20001028.1300.0829-E12
E7	VAR20001028.1300.0829-E13
E8	VAR20001028.1300.0829-E14
E9	VAR20001028.1300.0829-E15
E11	VAR20001028.1300.0829-E16
E12	VAR20001028.1300.0829-E17
E13	VAR20001028.1300.0829-E18
EM1	VAR20001028.1300.0829-E7-1
EM19	VAR20001028.1300.0829-E1-2
EM20	VAR20001028.1300.0829-E2-3
EM22	VAR20001028.1300.0829-E18-4
EM23	VAR20001028.1300.0829-E18-5
EM24	VAR20001028.1300.0829-E14-6
EM25	VAR20001028.1300.0829-E18-7
EM26	VAR20001028.1300.0829-E18-8
EM27	VAR20001028.1300.0829-E3-9
EM28	VAR20001028.1300.0829-E9-10
EM29	VAR20001028.1300.0829-E9-11
EM30	VAR20001028.1300.0829-E9-12
EM31	VAR20001028.1300.0829-E4-13
EM32	VAR20001028.1300.0829-E5-14
EM33	VAR20001028.1300.0829-E6-15
EM34	VAR20001028.1300.0829-E6-16
EM35	VAR20001028.1300.0829-E8-17
EM2	VAR20001028.1300.0829-E8-18
EM3	VAR20001028.1300.0829-E9-19
EM4	VAR20001028.1300.0829-E11-20
EM5	VAR20001028.1300.0829-E12-21
EM6	VAR20001028.1300.0829-E13-22
EM7	VAR20001028.1300.0829-E14-23
EM8	VAR20001028.1300.0829-E15-24
EM10	VAR20001028.1300.0829-E10-25
EM11	VAR20001028.1300.0829-E14-26
EM12	VAR20001028.1300.0829-E16-27
EM13	VAR20001028.1300.0829-E17-28
EM14	VAR20001028.1300.0829-E9-29
EM15	VAR20001028.1300.0829-E9-30
EM16	VAR20001028.1300.0829-E8-31
EM17	VAR20001028.1300.0829-E9-32
EM18	VAR20001028.1300.0829-E18-33
R1	VAR20001028.1300.0829-R1
R2	VAR20001028.1300.0829-R2
R3	VAR20001028.1300.0829-R3
R4	VAR20001028.1300.0829-R4
R5	VAR20001028.1300.0829-R5
R6	VAR20001028.1300.0829-R6
R7	VAR20001028.1300.0829-R7
R10	VAR20001028.1300.0829-R8
RM1	VAR20001028.1300.0829-R1-1
RM2	VAR20001028.1300.0829-R2-1
RM3	VAR20001028.1300.0829-R3-1
RM4	VAR20001028.1300.0829-R4-1
RM6	VAR20001028.1300.0829-R4-2
RM7	VAR20001028.1300.0829-R6-1
RM8	VAR20001028.1300.0829-R4-3
RM11	VAR20001028.1300.0829-R8-1
Q1	VAR20001028.1300.0829-T1
Q2	VAR20001028.1300.0829-T2
