CE8	NTV20001009.1530.1277-CE1
CE9	NTV20001009.1530.1277-CE2
CE10	NTV20001009.1530.1277-CE3
CE11	NTV20001009.1530.1277-CE4
CE12	NTV20001009.1530.1277-CE5
CE13	NTV20001009.1530.1277-CE6
CE14	NTV20001009.1530.1277-CE7
CE15	NTV20001009.1530.1277-CE8
CE16	NTV20001009.1530.1277-CE9
CE17	NTV20001009.1530.1277-CE10
CE18	NTV20001009.1530.1277-CE11
CE19	NTV20001009.1530.1277-CE12
CE20	NTV20001009.1530.1277-CE13
CE21	NTV20001009.1530.1277-CE14
CE22	NTV20001009.1530.1277-CE15
CE23	NTV20001009.1530.1277-CE16
CE24	NTV20001009.1530.1277-CE17
CE1	NTV20001009.1530.1277-CE18
CE2	NTV20001009.1530.1277-CE19
CE3	NTV20001009.1530.1277-CE20
CE4	NTV20001009.1530.1277-CE21
CE5	NTV20001009.1530.1277-CE22
CE6	NTV20001009.1530.1277-CE23
CE7	NTV20001009.1530.1277-CE24
E10	NTV20001009.1530.1277-E1
E11	NTV20001009.1530.1277-E2
E12	NTV20001009.1530.1277-E3
E13	NTV20001009.1530.1277-E4
E14	NTV20001009.1530.1277-E5
E15	NTV20001009.1530.1277-E6
E16	NTV20001009.1530.1277-E7
E17	NTV20001009.1530.1277-E8
E18	NTV20001009.1530.1277-E9
E19	NTV20001009.1530.1277-E10
E20	NTV20001009.1530.1277-E11
E21	NTV20001009.1530.1277-E12
E22	NTV20001009.1530.1277-E13
E24	NTV20001009.1530.1277-E14
E25	NTV20001009.1530.1277-E15
E26	NTV20001009.1530.1277-E16
E27	NTV20001009.1530.1277-E17
E28	NTV20001009.1530.1277-E18
E29	NTV20001009.1530.1277-E19
E30	NTV20001009.1530.1277-E20
E31	NTV20001009.1530.1277-E21
E32	NTV20001009.1530.1277-E22
E1	NTV20001009.1530.1277-E23
E2	NTV20001009.1530.1277-E24
E3	NTV20001009.1530.1277-E25
E4	NTV20001009.1530.1277-E26
E5	NTV20001009.1530.1277-E27
E6	NTV20001009.1530.1277-E28
E7	NTV20001009.1530.1277-E29
E8	NTV20001009.1530.1277-E30
E9	NTV20001009.1530.1277-E31
EM18	NTV20001009.1530.1277-E2-1
EM19	NTV20001009.1530.1277-E3-2
EM20	NTV20001009.1530.1277-E27-3
EM21	NTV20001009.1530.1277-E27-4
EM22	NTV20001009.1530.1277-E4-5
EM23	NTV20001009.1530.1277-E4-6
EM24	NTV20001009.1530.1277-E4-7
EM25	NTV20001009.1530.1277-E5-8
EM26	NTV20001009.1530.1277-E6-9
EM27	NTV20001009.1530.1277-E7-10
EM28	NTV20001009.1530.1277-E30-11
EM29	NTV20001009.1530.1277-E8-12
EM31	NTV20001009.1530.1277-E10-13
EM33	NTV20001009.1530.1277-E8-14
EM34	NTV20001009.1530.1277-E26-15
EM35	NTV20001009.1530.1277-E11-16
EM36	NTV20001009.1530.1277-E12-17
EM37	NTV20001009.1530.1277-E13-18
EM38	NTV20001009.1530.1277-E13-19
EM39	NTV20001009.1530.1277-E13-20
EM40	NTV20001009.1530.1277-E14-21
EM41	NTV20001009.1530.1277-E15-22
EM42	NTV20001009.1530.1277-E16-23
EM43	NTV20001009.1530.1277-E17-24
EM44	NTV20001009.1530.1277-E18-25
EM45	NTV20001009.1530.1277-E17-26
EM46	NTV20001009.1530.1277-E9-27
EM47	NTV20001009.1530.1277-E19-28
EM48	NTV20001009.1530.1277-E9-29
EM49	NTV20001009.1530.1277-E8-30
EM50	NTV20001009.1530.1277-E30-31
EM51	NTV20001009.1530.1277-E20-32
EM52	NTV20001009.1530.1277-E21-33
EM53	NTV20001009.1530.1277-E9-34
EM54	NTV20001009.1530.1277-E22-35
EM1	NTV20001009.1530.1277-E23-36
EM2	NTV20001009.1530.1277-E24-37
EM3	NTV20001009.1530.1277-E23-38
EM4	NTV20001009.1530.1277-E25-39
EM5	NTV20001009.1530.1277-E26-40
EM6	NTV20001009.1530.1277-E23-41
EM7	NTV20001009.1530.1277-E27-42
EM8	NTV20001009.1530.1277-E29-43
EM9	NTV20001009.1530.1277-E30-44
EM10	NTV20001009.1530.1277-E31-45
EM11	NTV20001009.1530.1277-E30-46
EM12	NTV20001009.1530.1277-E27-47
EM13	NTV20001009.1530.1277-E27-48
EM14	NTV20001009.1530.1277-E27-49
EM15	NTV20001009.1530.1277-E27-50
EM16	NTV20001009.1530.1277-E28-51
EM17	NTV20001009.1530.1277-E1-52
R1	NTV20001009.1530.1277-R1
R2	NTV20001009.1530.1277-R2
R3	NTV20001009.1530.1277-R3
R4	NTV20001009.1530.1277-R4
R6	NTV20001009.1530.1277-R5
R7	NTV20001009.1530.1277-R6
R8	NTV20001009.1530.1277-R7
R9	NTV20001009.1530.1277-R8
RM1	NTV20001009.1530.1277-R1-1
RM2	NTV20001009.1530.1277-R2-1
RM3	NTV20001009.1530.1277-R3-1
RM4	NTV20001009.1530.1277-R4-1
RM6	NTV20001009.1530.1277-R5-1
RM7	NTV20001009.1530.1277-R6-1
RM8	NTV20001009.1530.1277-R7-1
RM9	NTV20001009.1530.1277-R8-1
V1	NTV20001009.1530.1277-EV1
V2	NTV20001009.1530.1277-EV2
VM1	NTV20001009.1530.1277-EV1-1
VM2	NTV20001009.1530.1277-EV2-1
Q1	NTV20001009.1530.1277-T1
Q2	NTV20001009.1530.1277-T2
Q3	NTV20001009.1530.1277-T3
Q5	NTV20001009.1530.1277-T4
