CE11	VAR20001010.1300.0496-CE1
CE12	VAR20001010.1300.0496-CE2
CE13	VAR20001010.1300.0496-CE3
CE14	VAR20001010.1300.0496-CE4
CE15	VAR20001010.1300.0496-CE5
CE16	VAR20001010.1300.0496-CE6
CE17	VAR20001010.1300.0496-CE7
CE18	VAR20001010.1300.0496-CE8
CE19	VAR20001010.1300.0496-CE9
CE20	VAR20001010.1300.0496-CE10
CE21	VAR20001010.1300.0496-CE11
CE22	VAR20001010.1300.0496-CE12
CE23	VAR20001010.1300.0496-CE13
CE24	VAR20001010.1300.0496-CE14
CE25	VAR20001010.1300.0496-CE15
CE26	VAR20001010.1300.0496-CE16
CE27	VAR20001010.1300.0496-CE17
CE28	VAR20001010.1300.0496-CE18
CE29	VAR20001010.1300.0496-CE19
CE30	VAR20001010.1300.0496-CE20
CE31	VAR20001010.1300.0496-CE21
CE32	VAR20001010.1300.0496-CE22
CE1	VAR20001010.1300.0496-CE23
CE2	VAR20001010.1300.0496-CE24
CE3	VAR20001010.1300.0496-CE25
CE4	VAR20001010.1300.0496-CE26
CE5	VAR20001010.1300.0496-CE27
CE6	VAR20001010.1300.0496-CE28
CE7	VAR20001010.1300.0496-CE29
CE8	VAR20001010.1300.0496-CE30
CE9	VAR20001010.1300.0496-CE31
CE10	VAR20001010.1300.0496-CE32
E12	VAR20001010.1300.0496-E1
E13	VAR20001010.1300.0496-E2
E14	VAR20001010.1300.0496-E3
E15	VAR20001010.1300.0496-E4
E16	VAR20001010.1300.0496-E5
E17	VAR20001010.1300.0496-E6
E18	VAR20001010.1300.0496-E7
E19	VAR20001010.1300.0496-E8
E20	VAR20001010.1300.0496-E9
E21	VAR20001010.1300.0496-E10
E22	VAR20001010.1300.0496-E11
E23	VAR20001010.1300.0496-E12
E24	VAR20001010.1300.0496-E13
E25	VAR20001010.1300.0496-E14
E26	VAR20001010.1300.0496-E15
E28	VAR20001010.1300.0496-E16
E29	VAR20001010.1300.0496-E17
E30	VAR20001010.1300.0496-E18
E31	VAR20001010.1300.0496-E19
E32	VAR20001010.1300.0496-E20
E33	VAR20001010.1300.0496-E21
E34	VAR20001010.1300.0496-E22
E35	VAR20001010.1300.0496-E23
