CE8	DAVYZW_20041228.1337-CE1
CE9	DAVYZW_20041228.1337-CE2
CE1	DAVYZW_20041228.1337-CE3
CE2	DAVYZW_20041228.1337-CE4
CE4	DAVYZW_20041228.1337-CE5
CE3	DAVYZW_20041228.1337-CE6
CE5	DAVYZW_20041228.1337-CE7
CE7	DAVYZW_20041228.1337-CE8
CE6	DAVYZW_20041228.1337-CE9
E12	DAVYZW_20041228.1337-E1
E13	DAVYZW_20041228.1337-E2
E1	DAVYZW_20041228.1337-E3
E2	DAVYZW_20041228.1337-E4
E3	DAVYZW_20041228.1337-E5
E4	DAVYZW_20041228.1337-E6
E5	DAVYZW_20041228.1337-E7
E6	DAVYZW_20041228.1337-E8
E7	DAVYZW_20041228.1337-E9
E8	DAVYZW_20041228.1337-E10
EM1	DAVYZW_20041228.1337-E3-1
EM15	DAVYZW_20041228.1337-E2-2
EM10	DAVYZW_20041228.1337-E4-3
EM2	DAVYZW_20041228.1337-E4-4
EM3	DAVYZW_20041228.1337-E5-5
EM4	DAVYZW_20041228.1337-E6-6
EM5	DAVYZW_20041228.1337-E7-7
EM6	DAVYZW_20041228.1337-E8-8
EM7	DAVYZW_20041228.1337-E9-9
EM8	DAVYZW_20041228.1337-E10-10
EM11	DAVYZW_20041228.1337-E6-11
EM12	DAVYZW_20041228.1337-E7-12
EM13	DAVYZW_20041228.1337-E7-13
EM14	DAVYZW_20041228.1337-E4-14
EM16	DAVYZW_20041228.1337-E1-15
R1	DAVYZW_20041228.1337-R1
R2	DAVYZW_20041228.1337-R2
R3	DAVYZW_20041228.1337-R3
R4	DAVYZW_20041228.1337-R4
R5	DAVYZW_20041228.1337-R5
R6	DAVYZW_20041228.1337-R6
R7	DAVYZW_20041228.1337-R7
R8	DAVYZW_20041228.1337-R8
RM1	DAVYZW_20041228.1337-R1-1
RM2	DAVYZW_20041228.1337-R2-1
RM3	DAVYZW_20041228.1337-R3-1
RM4	DAVYZW_20041228.1337-R4-1
RM5	DAVYZW_20041228.1337-R1-2
RM6	DAVYZW_20041228.1337-R6-1
RM7	DAVYZW_20041228.1337-R7-1
RM8	DAVYZW_20041228.1337-R8-1
V2	DAVYZW_20041228.1337-EV1
V3	DAVYZW_20041228.1337-EV2
V1	DAVYZW_20041228.1337-EV3
VM2	DAVYZW_20041228.1337-EV1-1
VM3	DAVYZW_20041228.1337-EV2-1
VM1	DAVYZW_20041228.1337-EV3-1
Q5	DAVYZW_20041228.1337-T1
Q6	DAVYZW_20041228.1337-V1
Q1	DAVYZW_20041228.1337-T2
Q2	DAVYZW_20041228.1337-T3
Q3	DAVYZW_20041228.1337-T4
Q4	DAVYZW_20041228.1337-V2
QM6	DAVYZW_20041228.1337-V1-1
QM4	DAVYZW_20041228.1337-V2-1
