CE12	LIUYIFENG_20050115.0916-CE1
CE13	LIUYIFENG_20050115.0916-CE2
CE14	LIUYIFENG_20050115.0916-CE3
CE15	LIUYIFENG_20050115.0916-CE4
CE16	LIUYIFENG_20050115.0916-CE5
CE17	LIUYIFENG_20050115.0916-CE6
CE18	LIUYIFENG_20050115.0916-CE7
CE19	LIUYIFENG_20050115.0916-CE8
CE7	LIUYIFENG_20050115.0916-CE9
CE2	LIUYIFENG_20050115.0916-CE10
CE10	LIUYIFENG_20050115.0916-CE11
CE3	LIUYIFENG_20050115.0916-CE12
CE4	LIUYIFENG_20050115.0916-CE13
CE6	LIUYIFENG_20050115.0916-CE14
CE5	LIUYIFENG_20050115.0916-CE15
CE8	LIUYIFENG_20050115.0916-CE16
CE9	LIUYIFENG_20050115.0916-CE17
CE11	LIUYIFENG_20050115.0916-CE18
CE1	LIUYIFENG_20050115.0916-CE19
E23	LIUYIFENG_20050115.0916-E1
E11	LIUYIFENG_20050115.0916-E2
E12	LIUYIFENG_20050115.0916-E3
E13	LIUYIFENG_20050115.0916-E4
E14	LIUYIFENG_20050115.0916-E5
E15	LIUYIFENG_20050115.0916-E6
E16	LIUYIFENG_20050115.0916-E7
E17	LIUYIFENG_20050115.0916-E8
E18	LIUYIFENG_20050115.0916-E9
E19	LIUYIFENG_20050115.0916-E10
E20	LIUYIFENG_20050115.0916-E11
E24	LIUYIFENG_20050115.0916-E12
E1	LIUYIFENG_20050115.0916-E13
E2	LIUYIFENG_20050115.0916-E14
E3	LIUYIFENG_20050115.0916-E15
E4	LIUYIFENG_20050115.0916-E16
E5	LIUYIFENG_20050115.0916-E17
E6	LIUYIFENG_20050115.0916-E18
E8	LIUYIFENG_20050115.0916-E19
E22	LIUYIFENG_20050115.0916-E20
EM2	LIUYIFENG_20050115.0916-E13-1
EM21	LIUYIFENG_20050115.0916-E2-2
EM22	LIUYIFENG_20050115.0916-E14-3
EM23	LIUYIFENG_20050115.0916-E15-4
EM24	LIUYIFENG_20050115.0916-E13-5
EM25	LIUYIFENG_20050115.0916-E3-6
EM26	LIUYIFENG_20050115.0916-E15-7
EM27	LIUYIFENG_20050115.0916-E4-8
EM28	LIUYIFENG_20050115.0916-E5-9
EM29	LIUYIFENG_20050115.0916-E13-10
EM30	LIUYIFENG_20050115.0916-E6-11
EM31	LIUYIFENG_20050115.0916-E7-12
EM32	LIUYIFENG_20050115.0916-E8-13
EM34	LIUYIFENG_20050115.0916-E13-14
EM35	LIUYIFENG_20050115.0916-E13-15
EM36	LIUYIFENG_20050115.0916-E9-16
EM7	LIUYIFENG_20050115.0916-E10-17
EM33	LIUYIFENG_20050115.0916-E10-18
EM1	LIUYIFENG_20050115.0916-E11-19
EM37	LIUYIFENG_20050115.0916-E19-20
EM38	LIUYIFENG_20050115.0916-E19-21
EM39	LIUYIFENG_20050115.0916-E12-22
EM3	LIUYIFENG_20050115.0916-E14-23
EM4	LIUYIFENG_20050115.0916-E15-24
EM5	LIUYIFENG_20050115.0916-E16-25
EM6	LIUYIFENG_20050115.0916-E13-26
EM8	LIUYIFENG_20050115.0916-E17-27
EM9	LIUYIFENG_20050115.0916-E13-28
EM10	LIUYIFENG_20050115.0916-E14-29
EM11	LIUYIFENG_20050115.0916-E15-30
EM12	LIUYIFENG_20050115.0916-E16-31
EM13	LIUYIFENG_20050115.0916-E18-32
EM14	LIUYIFENG_20050115.0916-E13-33
EM20	LIUYIFENG_20050115.0916-E20-34
EM17	LIUYIFENG_20050115.0916-E19-35
EM16	LIUYIFENG_20050115.0916-E13-36
EM18	LIUYIFENG_20050115.0916-E13-37
EM19	LIUYIFENG_20050115.0916-E15-38
EM15	LIUYIFENG_20050115.0916-E1-39
R2	LIUYIFENG_20050115.0916-R1
R3	LIUYIFENG_20050115.0916-R2
R1	LIUYIFENG_20050115.0916-R3
R5	LIUYIFENG_20050115.0916-R4
R6	LIUYIFENG_20050115.0916-R5
R7	LIUYIFENG_20050115.0916-R6
R8	LIUYIFENG_20050115.0916-R7
R9	LIUYIFENG_20050115.0916-R8
R4	LIUYIFENG_20050115.0916-R9
RM2	LIUYIFENG_20050115.0916-R1-1
RM3	LIUYIFENG_20050115.0916-R2-1
RM1	LIUYIFENG_20050115.0916-R3-1
RM5	LIUYIFENG_20050115.0916-R4-1
RM6	LIUYIFENG_20050115.0916-R1-2
RM7	LIUYIFENG_20050115.0916-R3-2
RM9	LIUYIFENG_20050115.0916-R8-1
RM4	LIUYIFENG_20050115.0916-R9-1
RM8	LIUYIFENG_20050115.0916-R7-1
V1	LIUYIFENG_20050115.0916-EV1
V2	LIUYIFENG_20050115.0916-EV2
V3	LIUYIFENG_20050115.0916-EV3
VM1	LIUYIFENG_20050115.0916-EV1-1
VM2	LIUYIFENG_20050115.0916-EV2-1
VM3	LIUYIFENG_20050115.0916-EV3-1
Q1	LIUYIFENG_20050115.0916-T1
Q2	LIUYIFENG_20050115.0916-T2
Q3	LIUYIFENG_20050115.0916-T3
