CE5	LIUYIFENG_20050128.1000-CE1
CE11	LIUYIFENG_20050128.1000-CE2
CE12	LIUYIFENG_20050128.1000-CE3
CE13	LIUYIFENG_20050128.1000-CE4
CE15	LIUYIFENG_20050128.1000-CE5
CE6	LIUYIFENG_20050128.1000-CE6
CE16	LIUYIFENG_20050128.1000-CE7
CE17	LIUYIFENG_20050128.1000-CE8
CE18	LIUYIFENG_20050128.1000-CE9
CE19	LIUYIFENG_20050128.1000-CE10
CE1	LIUYIFENG_20050128.1000-CE11
CE3	LIUYIFENG_20050128.1000-CE12
CE4	LIUYIFENG_20050128.1000-CE13
CE2	LIUYIFENG_20050128.1000-CE14
CE9	LIUYIFENG_20050128.1000-CE15
CE14	LIUYIFENG_20050128.1000-CE16
CE7	LIUYIFENG_20050128.1000-CE17
CE8	LIUYIFENG_20050128.1000-CE18
CE10	LIUYIFENG_20050128.1000-CE19
E12	LIUYIFENG_20050128.1000-E1
E13	LIUYIFENG_20050128.1000-E2
E14	LIUYIFENG_20050128.1000-E3
E25	LIUYIFENG_20050128.1000-E4
E15	LIUYIFENG_20050128.1000-E5
E19	LIUYIFENG_20050128.1000-E6
E17	LIUYIFENG_20050128.1000-E7
E20	LIUYIFENG_20050128.1000-E8
E21	LIUYIFENG_20050128.1000-E9
E22	LIUYIFENG_20050128.1000-E10
E23	LIUYIFENG_20050128.1000-E11
E24	LIUYIFENG_20050128.1000-E12
E1	LIUYIFENG_20050128.1000-E13
E2	LIUYIFENG_20050128.1000-E14
E3	LIUYIFENG_20050128.1000-E15
E4	LIUYIFENG_20050128.1000-E16
E6	LIUYIFENG_20050128.1000-E17
E18	LIUYIFENG_20050128.1000-E18
E8	LIUYIFENG_20050128.1000-E19
E9	LIUYIFENG_20050128.1000-E20
E10	LIUYIFENG_20050128.1000-E21
EM1	LIUYIFENG_20050128.1000-E13-1
EM25	LIUYIFENG_20050128.1000-E4-2
EM19	LIUYIFENG_20050128.1000-E1-3
EM21	LIUYIFENG_20050128.1000-E1-4
EM22	LIUYIFENG_20050128.1000-E1-5
EM20	LIUYIFENG_20050128.1000-E2-6
EM23	LIUYIFENG_20050128.1000-E3-7
EM24	LIUYIFENG_20050128.1000-E17-8
EM26	LIUYIFENG_20050128.1000-E1-9
EM27	LIUYIFENG_20050128.1000-E1-10
EM28	LIUYIFENG_20050128.1000-E17-11
EM29	LIUYIFENG_20050128.1000-E5-12
EM34	LIUYIFENG_20050128.1000-E1-13
EM35	LIUYIFENG_20050128.1000-E1-14
EM52	LIUYIFENG_20050128.1000-E7-15
EM36	LIUYIFENG_20050128.1000-E7-16
EM56	LIUYIFENG_20050128.1000-E7-17
EM6	LIUYIFENG_20050128.1000-E7-18
EM30	LIUYIFENG_20050128.1000-E17-19
EM38	LIUYIFENG_20050128.1000-E9-20
EM41	LIUYIFENG_20050128.1000-E9-21
EM39	LIUYIFENG_20050128.1000-E10-22
EM40	LIUYIFENG_20050128.1000-E14-23
EM42	LIUYIFENG_20050128.1000-E1-24
EM43	LIUYIFENG_20050128.1000-E1-25
