CE10	LIUYIFENG_20050128.0841-CE1
CE12	LIUYIFENG_20050128.0841-CE2
CE11	LIUYIFENG_20050128.0841-CE3
CE13	LIUYIFENG_20050128.0841-CE4
CE14	LIUYIFENG_20050128.0841-CE5
CE15	LIUYIFENG_20050128.0841-CE6
CE16	LIUYIFENG_20050128.0841-CE7
CE17	LIUYIFENG_20050128.0841-CE8
CE18	LIUYIFENG_20050128.0841-CE9
CE19	LIUYIFENG_20050128.0841-CE10
CE20	LIUYIFENG_20050128.0841-CE11
CE21	LIUYIFENG_20050128.0841-CE12
CE22	LIUYIFENG_20050128.0841-CE13
CE23	LIUYIFENG_20050128.0841-CE14
CE24	LIUYIFENG_20050128.0841-CE15
CE25	LIUYIFENG_20050128.0841-CE16
CE26	LIUYIFENG_20050128.0841-CE17
CE1	LIUYIFENG_20050128.0841-CE18
CE2	LIUYIFENG_20050128.0841-CE19
CE3	LIUYIFENG_20050128.0841-CE20
CE4	LIUYIFENG_20050128.0841-CE21
CE5	LIUYIFENG_20050128.0841-CE22
CE6	LIUYIFENG_20050128.0841-CE23
CE7	LIUYIFENG_20050128.0841-CE24
CE8	LIUYIFENG_20050128.0841-CE25
CE9	LIUYIFENG_20050128.0841-CE26
E12	LIUYIFENG_20050128.0841-E1
E13	LIUYIFENG_20050128.0841-E2
E14	LIUYIFENG_20050128.0841-E3
E16	LIUYIFENG_20050128.0841-E4
E17	LIUYIFENG_20050128.0841-E5
E18	LIUYIFENG_20050128.0841-E6
E19	LIUYIFENG_20050128.0841-E7
E20	LIUYIFENG_20050128.0841-E8
E21	LIUYIFENG_20050128.0841-E9
E22	LIUYIFENG_20050128.0841-E10
E24	LIUYIFENG_20050128.0841-E11
E25	LIUYIFENG_20050128.0841-E12
E26	LIUYIFENG_20050128.0841-E13
E27	LIUYIFENG_20050128.0841-E14
E28	LIUYIFENG_20050128.0841-E15
E29	LIUYIFENG_20050128.0841-E16
E30	LIUYIFENG_20050128.0841-E17
E32	LIUYIFENG_20050128.0841-E18
E33	LIUYIFENG_20050128.0841-E19
E1	LIUYIFENG_20050128.0841-E20
E34	LIUYIFENG_20050128.0841-E21
E35	LIUYIFENG_20050128.0841-E22
E36	LIUYIFENG_20050128.0841-E23
E37	LIUYIFENG_20050128.0841-E24
E38	LIUYIFENG_20050128.0841-E25
E39	LIUYIFENG_20050128.0841-E26
E2	LIUYIFENG_20050128.0841-E27
E3	LIUYIFENG_20050128.0841-E28
E4	LIUYIFENG_20050128.0841-E29
E6	LIUYIFENG_20050128.0841-E30
E8	LIUYIFENG_20050128.0841-E31
E9	LIUYIFENG_20050128.0841-E32
E10	LIUYIFENG_20050128.0841-E33
E11	LIUYIFENG_20050128.0841-E34
EM2	LIUYIFENG_20050128.0841-E20-1
EM20	LIUYIFENG_20050128.0841-E33-2
EM21	LIUYIFENG_20050128.0841-E28-3
EM22	LIUYIFENG_20050128.0841-E1-4
EM23	LIUYIFENG_20050128.0841-E2-5
EM24	LIUYIFENG_20050128.0841-E3-6
EM25	LIUYIFENG_20050128.0841-E4-7
EM26	LIUYIFENG_20050128.0841-E5-8
EM27	LIUYIFENG_20050128.0841-E6-9
EM28	LIUYIFENG_20050128.0841-E7-10
EM29	LIUYIFENG_20050128.0841-E27-11
EM30	LIUYIFENG_20050128.0841-E27-12
EM31	LIUYIFENG_20050128.0841-E8-13
EM32	LIUYIFENG_20050128.0841-E6-14
EM33	LIUYIFENG_20050128.0841-E9-15
EM34	LIUYIFENG_20050128.0841-E34-16
EM35	LIUYIFENG_20050128.0841-E10-17
EM36	LIUYIFENG_20050128.0841-E28-18
EM37	LIUYIFENG_20050128.0841-E28-19
EM39	LIUYIFENG_20050128.0841-E20-20
EM40	LIUYIFENG_20050128.0841-E11-21
EM41	LIUYIFENG_20050128.0841-E20-22
EM42	LIUYIFENG_20050128.0841-E28-23
EM6	LIUYIFENG_20050128.0841-E12-24
EM43	LIUYIFENG_20050128.0841-E13-25
EM44	LIUYIFENG_20050128.0841-E14-26
EM46	LIUYIFENG_20050128.0841-E28-27
EM47	LIUYIFENG_20050128.0841-E29-28
EM48	LIUYIFENG_20050128.0841-E15-29
EM49	LIUYIFENG_20050128.0841-E6-30
EM50	LIUYIFENG_20050128.0841-E16-31
EM51	LIUYIFENG_20050128.0841-E27-32
EM52	LIUYIFENG_20050128.0841-E6-33
EM53	LIUYIFENG_20050128.0841-E17-34
EM54	LIUYIFENG_20050128.0841-E18-35
EM55	LIUYIFENG_20050128.0841-E28-36
EM56	LIUYIFENG_20050128.0841-E28-37
EM57	LIUYIFENG_20050128.0841-E19-38
EM58	LIUYIFENG_20050128.0841-E34-39
EM59	LIUYIFENG_20050128.0841-E6-40
EM60	LIUYIFENG_20050128.0841-E20-41
EM61	LIUYIFENG_20050128.0841-E27-42
EM62	LIUYIFENG_20050128.0841-E28-43
EM63	LIUYIFENG_20050128.0841-E21-44
EM64	LIUYIFENG_20050128.0841-E28-45
EM65	LIUYIFENG_20050128.0841-E22-46
EM67	LIUYIFENG_20050128.0841-E31-47
EM66	LIUYIFENG_20050128.0841-E27-48
EM68	LIUYIFENG_20050128.0841-E23-49
EM69	LIUYIFENG_20050128.0841-E28-50
EM70	LIUYIFENG_20050128.0841-E24-51
EM1	LIUYIFENG_20050128.0841-E25-52
EM38	LIUYIFENG_20050128.0841-E26-53
EM3	LIUYIFENG_20050128.0841-E27-54
EM4	LIUYIFENG_20050128.0841-E28-55
EM5	LIUYIFENG_20050128.0841-E29-56
EM45	LIUYIFENG_20050128.0841-E27-57
EM7	LIUYIFENG_20050128.0841-E28-58
EM8	LIUYIFENG_20050128.0841-E30-59
EM9	LIUYIFENG_20050128.0841-E27-60
EM10	LIUYIFENG_20050128.0841-E31-61
EM11	LIUYIFENG_20050128.0841-E20-62
EM12	LIUYIFENG_20050128.0841-E27-63
EM13	LIUYIFENG_20050128.0841-E28-64
EM14	LIUYIFENG_20050128.0841-E32-65
EM15	LIUYIFENG_20050128.0841-E20-66
EM16	LIUYIFENG_20050128.0841-E28-67
EM17	LIUYIFENG_20050128.0841-E28-68
EM18	LIUYIFENG_20050128.0841-E33-69
EM19	LIUYIFENG_20050128.0841-E34-70
R1	LIUYIFENG_20050128.0841-R1
R12	LIUYIFENG_20050128.0841-R2
R3	LIUYIFENG_20050128.0841-R3
R2	LIUYIFENG_20050128.0841-R4
R16	LIUYIFENG_20050128.0841-R5
R4	LIUYIFENG_20050128.0841-R6
R5	LIUYIFENG_20050128.0841-R7
R7	LIUYIFENG_20050128.0841-R8
R8	LIUYIFENG_20050128.0841-R9
R9	LIUYIFENG_20050128.0841-R10
R10	LIUYIFENG_20050128.0841-R11
R11	LIUYIFENG_20050128.0841-R12
R13	LIUYIFENG_20050128.0841-R13
R14	LIUYIFENG_20050128.0841-R14
R15	LIUYIFENG_20050128.0841-R15
R6	LIUYIFENG_20050128.0841-R16
RM12	LIUYIFENG_20050128.0841-R2-1
RM1	LIUYIFENG_20050128.0841-R1-1
RM16	LIUYIFENG_20050128.0841-R5-1
RM3	LIUYIFENG_20050128.0841-R1-2
RM2	LIUYIFENG_20050128.0841-R4-1
RM4	LIUYIFENG_20050128.0841-R6-1
RM5	LIUYIFENG_20050128.0841-R7-1
RM7	LIUYIFENG_20050128.0841-R8-1
RM8	LIUYIFENG_20050128.0841-R9-1
RM9	LIUYIFENG_20050128.0841-R10-1
RM10	LIUYIFENG_20050128.0841-R11-1
RM11	LIUYIFENG_20050128.0841-R12-1
RM13	LIUYIFENG_20050128.0841-R13-1
RM14	LIUYIFENG_20050128.0841-R1-3
RM15	LIUYIFENG_20050128.0841-R15-1
RM6	LIUYIFENG_20050128.0841-R16-1
V2	LIUYIFENG_20050128.0841-EV1
V3	LIUYIFENG_20050128.0841-EV2
V1	LIUYIFENG_20050128.0841-EV3
VM2	LIUYIFENG_20050128.0841-EV1-1
VM3	LIUYIFENG_20050128.0841-EV1-2
VM4	LIUYIFENG_20050128.0841-EV3-1
VM5	LIUYIFENG_20050128.0841-EV1-3
VM6	LIUYIFENG_20050128.0841-EV3-2
VM7	LIUYIFENG_20050128.0841-EV3-3
VM8	LIUYIFENG_20050128.0841-EV2-1
VM1	LIUYIFENG_20050128.0841-EV3-4
Q10	LIUYIFENG_20050128.0841-T1
Q1	LIUYIFENG_20050128.0841-T2
Q2	LIUYIFENG_20050128.0841-T3
Q5	LIUYIFENG_20050128.0841-T4
Q6	LIUYIFENG_20050128.0841-T5
Q7	LIUYIFENG_20050128.0841-T6
Q8	LIUYIFENG_20050128.0841-T7
Q11	LIUYIFENG_20050128.0841-T8
Q14	LIUYIFENG_20050128.0841-T9
Q17	LIUYIFENG_20050128.0841-T10
Q18	LIUYIFENG_20050128.0841-T11
Q3	LIUYIFENG_20050128.0841-V1
Q4	LIUYIFENG_20050128.0841-V2
Q9	LIUYIFENG_20050128.0841-V3
Q12	LIUYIFENG_20050128.0841-V4
Q13	LIUYIFENG_20050128.0841-V5
Q15	LIUYIFENG_20050128.0841-V6
Q16	LIUYIFENG_20050128.0841-V7
QM3	LIUYIFENG_20050128.0841-V1-1
QM4	LIUYIFENG_20050128.0841-V2-1
QM9	LIUYIFENG_20050128.0841-V3-1
QM12	LIUYIFENG_20050128.0841-V4-1
QM13	LIUYIFENG_20050128.0841-V5-1
QM15	LIUYIFENG_20050128.0841-V6-1
QM16	LIUYIFENG_20050128.0841-V7-1
