CE11	LIUYIFENG_20050123.1754-CE1
CE12	LIUYIFENG_20050123.1754-CE2
CE14	LIUYIFENG_20050123.1754-CE3
CE15	LIUYIFENG_20050123.1754-CE4
CE16	LIUYIFENG_20050123.1754-CE5
CE5	LIUYIFENG_20050123.1754-CE6
CE13	LIUYIFENG_20050123.1754-CE7
CE1	LIUYIFENG_20050123.1754-CE8
CE3	LIUYIFENG_20050123.1754-CE9
CE4	LIUYIFENG_20050123.1754-CE10
CE2	LIUYIFENG_20050123.1754-CE11
CE6	LIUYIFENG_20050123.1754-CE12
CE7	LIUYIFENG_20050123.1754-CE13
CE8	LIUYIFENG_20050123.1754-CE14
CE9	LIUYIFENG_20050123.1754-CE15
CE10	LIUYIFENG_20050123.1754-CE16
E11	LIUYIFENG_20050123.1754-E1
E21	LIUYIFENG_20050123.1754-E2
E13	LIUYIFENG_20050123.1754-E3
E14	LIUYIFENG_20050123.1754-E4
E15	LIUYIFENG_20050123.1754-E5
E16	LIUYIFENG_20050123.1754-E6
E18	LIUYIFENG_20050123.1754-E7
E19	LIUYIFENG_20050123.1754-E8
E1	LIUYIFENG_20050123.1754-E9
E2	LIUYIFENG_20050123.1754-E10
E3	LIUYIFENG_20050123.1754-E11
E4	LIUYIFENG_20050123.1754-E12
E5	LIUYIFENG_20050123.1754-E13
E7	LIUYIFENG_20050123.1754-E14
E8	LIUYIFENG_20050123.1754-E15
E9	LIUYIFENG_20050123.1754-E16
E10	LIUYIFENG_20050123.1754-E17
EM2	LIUYIFENG_20050123.1754-E9-1
EM21	LIUYIFENG_20050123.1754-E1-2
EM23	LIUYIFENG_20050123.1754-E1-3
EM24	LIUYIFENG_20050123.1754-E1-4
EM25	LIUYIFENG_20050123.1754-E3-5
EM27	LIUYIFENG_20050123.1754-E9-6
EM28	LIUYIFENG_20050123.1754-E4-7
EM29	LIUYIFENG_20050123.1754-E5-8
EM7	LIUYIFENG_20050123.1754-E6-9
EM26	LIUYIFENG_20050123.1754-E7-10
EM1	LIUYIFENG_20050123.1754-E8-11
EM3	LIUYIFENG_20050123.1754-E10-12
EM4	LIUYIFENG_20050123.1754-E11-13
EM5	LIUYIFENG_20050123.1754-E9-14
EM6	LIUYIFENG_20050123.1754-E9-15
EM8	LIUYIFENG_20050123.1754-E12-16
EM9	LIUYIFENG_20050123.1754-E10-17
EM10	LIUYIFENG_20050123.1754-E9-18
EM11	LIUYIFENG_20050123.1754-E9-19
EM12	LIUYIFENG_20050123.1754-E13-20
EM22	LIUYIFENG_20050123.1754-E2-21
EM13	LIUYIFENG_20050123.1754-E9-22
EM14	LIUYIFENG_20050123.1754-E14-23
EM15	LIUYIFENG_20050123.1754-E9-24
EM16	LIUYIFENG_20050123.1754-E9-25
EM17	LIUYIFENG_20050123.1754-E15-26
EM18	LIUYIFENG_20050123.1754-E9-27
EM19	LIUYIFENG_20050123.1754-E16-28
EM20	LIUYIFENG_20050123.1754-E17-29
R1	LIUYIFENG_20050123.1754-R1
R2	LIUYIFENG_20050123.1754-R2
R4	LIUYIFENG_20050123.1754-R3
R5	LIUYIFENG_20050123.1754-R4
R6	LIUYIFENG_20050123.1754-R5
R3	LIUYIFENG_20050123.1754-R6
RM1	LIUYIFENG_20050123.1754-R1-1
RM2	LIUYIFENG_20050123.1754-R2-1
RM4	LIUYIFENG_20050123.1754-R3-1
RM5	LIUYIFENG_20050123.1754-R4-1
RM6	LIUYIFENG_20050123.1754-R5-1
RM3	LIUYIFENG_20050123.1754-R6-1
V2	LIUYIFENG_20050123.1754-EV1
V1	LIUYIFENG_20050123.1754-EV2
VM2	LIUYIFENG_20050123.1754-EV1-1
VM3	LIUYIFENG_20050123.1754-EV1-2
VM1	LIUYIFENG_20050123.1754-EV2-1
Q2	LIUYIFENG_20050123.1754-T1
Q3	LIUYIFENG_20050123.1754-T2
Q1	LIUYIFENG_20050123.1754-T3
Q4	LIUYIFENG_20050123.1754-T4
Q7	LIUYIFENG_20050123.1754-T5
Q8	LIUYIFENG_20050123.1754-T6
Q5	LIUYIFENG_20050123.1754-T7
Q6	LIUYIFENG_20050123.1754-T8
Q9	LIUYIFENG_20050123.1754-T9
