CE11	DAVYZW_20050119.1316-CE1
CE12	DAVYZW_20050119.1316-CE2
CE13	DAVYZW_20050119.1316-CE3
CE14	DAVYZW_20050119.1316-CE4
CE15	DAVYZW_20050119.1316-CE5
CE16	DAVYZW_20050119.1316-CE6
CE32	DAVYZW_20050119.1316-CE7
CE17	DAVYZW_20050119.1316-CE8
CE19	DAVYZW_20050119.1316-CE9
CE20	DAVYZW_20050119.1316-CE10
CE21	DAVYZW_20050119.1316-CE11
CE22	DAVYZW_20050119.1316-CE12
CE23	DAVYZW_20050119.1316-CE13
CE24	DAVYZW_20050119.1316-CE14
CE18	DAVYZW_20050119.1316-CE15
CE7	DAVYZW_20050119.1316-CE16
CE2	DAVYZW_20050119.1316-CE17
CE25	DAVYZW_20050119.1316-CE18
CE27	DAVYZW_20050119.1316-CE19
CE28	DAVYZW_20050119.1316-CE20
CE30	DAVYZW_20050119.1316-CE21
CE31	DAVYZW_20050119.1316-CE22
CE33	DAVYZW_20050119.1316-CE23
CE34	DAVYZW_20050119.1316-CE24
CE35	DAVYZW_20050119.1316-CE25
CE29	DAVYZW_20050119.1316-CE26
CE3	DAVYZW_20050119.1316-CE27
CE4	DAVYZW_20050119.1316-CE28
CE5	DAVYZW_20050119.1316-CE29
CE1	DAVYZW_20050119.1316-CE30
CE6	DAVYZW_20050119.1316-CE31
CE26	DAVYZW_20050119.1316-CE32
CE8	DAVYZW_20050119.1316-CE33
CE9	DAVYZW_20050119.1316-CE34
CE10	DAVYZW_20050119.1316-CE35
E14	DAVYZW_20050119.1316-E1
E16	DAVYZW_20050119.1316-E2
E17	DAVYZW_20050119.1316-E3
E18	DAVYZW_20050119.1316-E4
E19	DAVYZW_20050119.1316-E5
E20	DAVYZW_20050119.1316-E6
E21	DAVYZW_20050119.1316-E7
E46	DAVYZW_20050119.1316-E8
E22	DAVYZW_20050119.1316-E9
E23	DAVYZW_20050119.1316-E10
E24	DAVYZW_20050119.1316-E11
E25	DAVYZW_20050119.1316-E12
E26	DAVYZW_20050119.1316-E13
E47	DAVYZW_20050119.1316-E14
E1	DAVYZW_20050119.1316-E15
E27	DAVYZW_20050119.1316-E16
E28	DAVYZW_20050119.1316-E17
E29	DAVYZW_20050119.1316-E18
E30	DAVYZW_20050119.1316-E19
E31	DAVYZW_20050119.1316-E20
E32	DAVYZW_20050119.1316-E21
E33	DAVYZW_20050119.1316-E22
E34	DAVYZW_20050119.1316-E23
E35	DAVYZW_20050119.1316-E24
E36	DAVYZW_20050119.1316-E25
E37	DAVYZW_20050119.1316-E26
E38	DAVYZW_20050119.1316-E27
E39	DAVYZW_20050119.1316-E28
E41	DAVYZW_20050119.1316-E29
E43	DAVYZW_20050119.1316-E30
E2	DAVYZW_20050119.1316-E31
E3	DAVYZW_20050119.1316-E32
E4	DAVYZW_20050119.1316-E33
E5	DAVYZW_20050119.1316-E34
E6	DAVYZW_20050119.1316-E35
E7	DAVYZW_20050119.1316-E36
E8	DAVYZW_20050119.1316-E37
E44	DAVYZW_20050119.1316-E38
E11	DAVYZW_20050119.1316-E39
E12	DAVYZW_20050119.1316-E40
E13	DAVYZW_20050119.1316-E41
EM2	DAVYZW_20050119.1316-E15-1
EM17	DAVYZW_20050119.1316-E1-2
EM18	DAVYZW_20050119.1316-E31-3
EM19	DAVYZW_20050119.1316-E15-4
EM20	DAVYZW_20050119.1316-E2-5
EM22	DAVYZW_20050119.1316-E15-6
EM21	DAVYZW_20050119.1316-E3-7
EM23	DAVYZW_20050119.1316-E4-8
EM24	DAVYZW_20050119.1316-E34-9
EM25	DAVYZW_20050119.1316-E31-10
EM26	DAVYZW_20050119.1316-E31-11
EM27	DAVYZW_20050119.1316-E18-12
EM28	DAVYZW_20050119.1316-E5-13
EM29	DAVYZW_20050119.1316-E32-14
EM30	DAVYZW_20050119.1316-E34-15
EM31	DAVYZW_20050119.1316-E15-16
EM32	DAVYZW_20050119.1316-E6-17
EM33	DAVYZW_20050119.1316-E32-18
EM34	DAVYZW_20050119.1316-E31-19
EM35	DAVYZW_20050119.1316-E32-20
EM36	DAVYZW_20050119.1316-E32-21
EM37	DAVYZW_20050119.1316-E15-22
EM38	DAVYZW_20050119.1316-E7-23
EM39	DAVYZW_20050119.1316-E15-24
EM40	DAVYZW_20050119.1316-E32-25
EM41	DAVYZW_20050119.1316-E32-26
EM59	DAVYZW_20050119.1316-E14-27
EM43	DAVYZW_20050119.1316-E34-28
EM42	DAVYZW_20050119.1316-E34-29
EM44	DAVYZW_20050119.1316-E32-30
EM45	DAVYZW_20050119.1316-E9-31
EM46	DAVYZW_20050119.1316-E15-32
EM47	DAVYZW_20050119.1316-E31-33
EM49	DAVYZW_20050119.1316-E10-34
EM50	DAVYZW_20050119.1316-E34-35
EM51	DAVYZW_20050119.1316-E34-36
EM52	DAVYZW_20050119.1316-E32-37
EM53	DAVYZW_20050119.1316-E32-38
EM54	DAVYZW_20050119.1316-E32-39
EM56	DAVYZW_20050119.1316-E32-40
EM55	DAVYZW_20050119.1316-E11-41
EM57	DAVYZW_20050119.1316-E12-42
EM58	DAVYZW_20050119.1316-E32-43
EM60	DAVYZW_20050119.1316-E13-44
EM61	DAVYZW_20050119.1316-E15-45
EM62	DAVYZW_20050119.1316-E32-46
EM63	DAVYZW_20050119.1316-E34-47
EM64	DAVYZW_20050119.1316-E16-48
EM65	DAVYZW_20050119.1316-E32-49
EM66	DAVYZW_20050119.1316-E17-50
EM67	DAVYZW_20050119.1316-E4-51
EM68	DAVYZW_20050119.1316-E14-52
EM69	DAVYZW_20050119.1316-E31-53
EM70	DAVYZW_20050119.1316-E32-54
EM71	DAVYZW_20050119.1316-E32-55
EM72	DAVYZW_20050119.1316-E18-56
EM73	DAVYZW_20050119.1316-E15-57
EM74	DAVYZW_20050119.1316-E14-58
EM75	DAVYZW_20050119.1316-E31-59
EM76	DAVYZW_20050119.1316-E18-60
EM77	DAVYZW_20050119.1316-E5-61
EM78	DAVYZW_20050119.1316-E15-62
EM79	DAVYZW_20050119.1316-E31-63
EM80	DAVYZW_20050119.1316-E31-64
EM81	DAVYZW_20050119.1316-E31-65
EM82	DAVYZW_20050119.1316-E5-66
EM83	DAVYZW_20050119.1316-E37-67
EM84	DAVYZW_20050119.1316-E31-68
EM85	DAVYZW_20050119.1316-E18-69
EM11	DAVYZW_20050119.1316-E18-70
EM86	DAVYZW_20050119.1316-E18-71
EM12	DAVYZW_20050119.1316-E18-72
EM87	DAVYZW_20050119.1316-E39-73
EM88	DAVYZW_20050119.1316-E40-74
EM89	DAVYZW_20050119.1316-E41-75
EM90	DAVYZW_20050119.1316-E37-76
EM91	DAVYZW_20050119.1316-E19-77
EM92	DAVYZW_20050119.1316-E37-78
EM93	DAVYZW_20050119.1316-E18-79
EM95	DAVYZW_20050119.1316-E31-80
EM96	DAVYZW_20050119.1316-E31-81
EM97	DAVYZW_20050119.1316-E37-82
EM98	DAVYZW_20050119.1316-E20-83
EM99	DAVYZW_20050119.1316-E18-84
EM100	DAVYZW_20050119.1316-E34-85
EM101	DAVYZW_20050119.1316-E21-86
EM103	DAVYZW_20050119.1316-E22-87
EM105	DAVYZW_20050119.1316-E23-88
EM106	DAVYZW_20050119.1316-E24-89
EM107	DAVYZW_20050119.1316-E23-90
EM48	DAVYZW_20050119.1316-E14-91
EM109	DAVYZW_20050119.1316-E25-92
EM110	DAVYZW_20050119.1316-E26-93
EM111	DAVYZW_20050119.1316-E25-94
EM3	DAVYZW_20050119.1316-E31-95
EM112	DAVYZW_20050119.1316-E27-96
EM113	DAVYZW_20050119.1316-E28-97
EM114	DAVYZW_20050119.1316-E27-98
EM115	DAVYZW_20050119.1316-E8-99
EM116	DAVYZW_20050119.1316-E29-100
EM102	DAVYZW_20050119.1316-E30-101
EM4	DAVYZW_20050119.1316-E32-102
EM7	DAVYZW_20050119.1316-E32-103
EM5	DAVYZW_20050119.1316-E33-104
EM6	DAVYZW_20050119.1316-E34-105
EM8	DAVYZW_20050119.1316-E35-106
EM1	DAVYZW_20050119.1316-E36-107
EM9	DAVYZW_20050119.1316-E37-108
EM94	DAVYZW_20050119.1316-E38-109
EM104	DAVYZW_20050119.1316-E31-110
EM10	DAVYZW_20050119.1316-E31-111
EM108	DAVYZW_20050119.1316-E8-112
EM13	DAVYZW_20050119.1316-E39-113
EM14	DAVYZW_20050119.1316-E40-114
EM15	DAVYZW_20050119.1316-E41-115
EM16	DAVYZW_20050119.1316-E37-116
R1	DAVYZW_20050119.1316-R1
R2	DAVYZW_20050119.1316-R2
R3	DAVYZW_20050119.1316-R3
R5	DAVYZW_20050119.1316-R4
R6	DAVYZW_20050119.1316-R5
R8	DAVYZW_20050119.1316-R6
R11	DAVYZW_20050119.1316-R7
R14	DAVYZW_20050119.1316-R8
R16	DAVYZW_20050119.1316-R9
R17	DAVYZW_20050119.1316-R10
R18	DAVYZW_20050119.1316-R11
R19	DAVYZW_20050119.1316-R12
R4	DAVYZW_20050119.1316-R13
R9	DAVYZW_20050119.1316-R14
R12	DAVYZW_20050119.1316-R15
R13	DAVYZW_20050119.1316-R16
R15	DAVYZW_20050119.1316-R17
R7	DAVYZW_20050119.1316-R18
R10	DAVYZW_20050119.1316-R19
RM1	DAVYZW_20050119.1316-R1-1
RM2	DAVYZW_20050119.1316-R2-1
RM3	DAVYZW_20050119.1316-R3-1
RM5	DAVYZW_20050119.1316-R4-1
RM6	DAVYZW_20050119.1316-R5-1
RM8	DAVYZW_20050119.1316-R6-1
RM11	DAVYZW_20050119.1316-R7-1
RM14	DAVYZW_20050119.1316-R3-2
RM16	DAVYZW_20050119.1316-R9-1
RM17	DAVYZW_20050119.1316-R10-1
RM18	DAVYZW_20050119.1316-R11-1
RM19	DAVYZW_20050119.1316-R12-1
RM4	DAVYZW_20050119.1316-R13-1
RM9	DAVYZW_20050119.1316-R14-1
RM12	DAVYZW_20050119.1316-R14-2
RM13	DAVYZW_20050119.1316-R14-3
RM15	DAVYZW_20050119.1316-R13-2
RM7	DAVYZW_20050119.1316-R18-1
RM10	DAVYZW_20050119.1316-R19-1
V1	DAVYZW_20050119.1316-EV1
V2	DAVYZW_20050119.1316-EV2
V3	DAVYZW_20050119.1316-EV3
V4	DAVYZW_20050119.1316-EV4
VM4	DAVYZW_20050119.1316-EV2-1
VM1	DAVYZW_20050119.1316-EV2-2
VM3	DAVYZW_20050119.1316-EV3-1
VM5	DAVYZW_20050119.1316-EV1-1
VM6	DAVYZW_20050119.1316-EV4-1
VM2	DAVYZW_20050119.1316-EV1-2
Q10	DAVYZW_20050119.1316-T1
Q13	DAVYZW_20050119.1316-T2
Q20	DAVYZW_20050119.1316-V1
Q1	DAVYZW_20050119.1316-T3
Q2	DAVYZW_20050119.1316-T4
Q3	DAVYZW_20050119.1316-T5
Q4	DAVYZW_20050119.1316-T6
Q5	DAVYZW_20050119.1316-T7
Q6	DAVYZW_20050119.1316-T8
Q7	DAVYZW_20050119.1316-T9
Q8	DAVYZW_20050119.1316-V2
Q9	DAVYZW_20050119.1316-T10
Q11	DAVYZW_20050119.1316-T11
Q12	DAVYZW_20050119.1316-T12
Q14	DAVYZW_20050119.1316-T13
Q15	DAVYZW_20050119.1316-T14
Q16	DAVYZW_20050119.1316-T15
Q17	DAVYZW_20050119.1316-V3
Q18	DAVYZW_20050119.1316-T16
Q19	DAVYZW_20050119.1316-T17
Q22	DAVYZW_20050119.1316-V4
Q23	DAVYZW_20050119.1316-V5
Q21	DAVYZW_20050119.1316-V6
QM20	DAVYZW_20050119.1316-V1-1
QM8	DAVYZW_20050119.1316-V2-1
QM17	DAVYZW_20050119.1316-V3-1
QM22	DAVYZW_20050119.1316-V4-1
QM23	DAVYZW_20050119.1316-V5-1
QM21	DAVYZW_20050119.1316-V6-1
