CE12	NJWSL_20041106.1919-CE1
CE13	NJWSL_20041106.1919-CE2
CE1	NJWSL_20041106.1919-CE3
CE3	NJWSL_20041106.1919-CE4
CE2	NJWSL_20041106.1919-CE5
CE4	NJWSL_20041106.1919-CE6
CE5	NJWSL_20041106.1919-CE7
CE8	NJWSL_20041106.1919-CE8
CE6	NJWSL_20041106.1919-CE9
CE7	NJWSL_20041106.1919-CE10
CE9	NJWSL_20041106.1919-CE11
CE11	NJWSL_20041106.1919-CE12
CE10	NJWSL_20041106.1919-CE13
E13	NJWSL_20041106.1919-E1
E14	NJWSL_20041106.1919-E2
E15	NJWSL_20041106.1919-E3
E16	NJWSL_20041106.1919-E4
E17	NJWSL_20041106.1919-E5
E20	NJWSL_20041106.1919-E6
E2	NJWSL_20041106.1919-E7
E3	NJWSL_20041106.1919-E8
E4	NJWSL_20041106.1919-E9
E5	NJWSL_20041106.1919-E10
E8	NJWSL_20041106.1919-E11
E9	NJWSL_20041106.1919-E12
E10	NJWSL_20041106.1919-E13
E11	NJWSL_20041106.1919-E14
E12	NJWSL_20041106.1919-E15
EM15	NJWSL_20041106.1919-E7-1
EM16	NJWSL_20041106.1919-E1-2
EM17	NJWSL_20041106.1919-E2-3
EM19	NJWSL_20041106.1919-E2-4
EM1	NJWSL_20041106.1919-E3-5
EM2	NJWSL_20041106.1919-E4-6
EM3	NJWSL_20041106.1919-E5-7
EM18	NJWSL_20041106.1919-E6-8
EM4	NJWSL_20041106.1919-E7-9
EM5	NJWSL_20041106.1919-E8-10
EM6	NJWSL_20041106.1919-E9-11
EM7	NJWSL_20041106.1919-E11-12
EM8	NJWSL_20041106.1919-E7-13
EM9	NJWSL_20041106.1919-E7-14
EM10	NJWSL_20041106.1919-E10-15
EM11	NJWSL_20041106.1919-E12-16
EM12	NJWSL_20041106.1919-E13-17
EM13	NJWSL_20041106.1919-E14-18
EM14	NJWSL_20041106.1919-E15-19
R2	NJWSL_20041106.1919-R1
R3	NJWSL_20041106.1919-R2
R1	NJWSL_20041106.1919-R3
RM2	NJWSL_20041106.1919-R1-1
RM3	NJWSL_20041106.1919-R2-1
RM1	NJWSL_20041106.1919-R3-1
V1	NJWSL_20041106.1919-EV1
V2	NJWSL_20041106.1919-EV2
VM1	NJWSL_20041106.1919-EV1-1
VM2	NJWSL_20041106.1919-EV2-1
Q1	NJWSL_20041106.1919-T1
Q3	NJWSL_20041106.1919-T2
Q4	NJWSL_20041106.1919-T3
Q5	NJWSL_20041106.1919-T4
Q6	NJWSL_20041106.1919-T5
Q7	NJWSL_20041106.1919-T6
Q2	NJWSL_20041106.1919-T7
