CE7	DAVYZW_20050114.0855-CE1
CE8	DAVYZW_20050114.0855-CE2
CE9	DAVYZW_20050114.0855-CE3
CE11	DAVYZW_20050114.0855-CE4
CE4	DAVYZW_20050114.0855-CE5
CE12	DAVYZW_20050114.0855-CE6
CE13	DAVYZW_20050114.0855-CE7
CE14	DAVYZW_20050114.0855-CE8
CE10	DAVYZW_20050114.0855-CE9
CE20	DAVYZW_20050114.0855-CE10
CE15	DAVYZW_20050114.0855-CE11
CE16	DAVYZW_20050114.0855-CE12
CE17	DAVYZW_20050114.0855-CE13
CE18	DAVYZW_20050114.0855-CE14
CE19	DAVYZW_20050114.0855-CE15
CE22	DAVYZW_20050114.0855-CE16
CE21	DAVYZW_20050114.0855-CE17
CE24	DAVYZW_20050114.0855-CE18
CE25	DAVYZW_20050114.0855-CE19
CE1	DAVYZW_20050114.0855-CE20
CE23	DAVYZW_20050114.0855-CE21
CE2	DAVYZW_20050114.0855-CE22
CE3	DAVYZW_20050114.0855-CE23
CE5	DAVYZW_20050114.0855-CE24
CE6	DAVYZW_20050114.0855-CE25
E8	DAVYZW_20050114.0855-E1
E9	DAVYZW_20050114.0855-E2
E10	DAVYZW_20050114.0855-E3
E12	DAVYZW_20050114.0855-E4
E13	DAVYZW_20050114.0855-E5
E14	DAVYZW_20050114.0855-E6
E15	DAVYZW_20050114.0855-E7
E16	DAVYZW_20050114.0855-E8
E17	DAVYZW_20050114.0855-E9
E18	DAVYZW_20050114.0855-E10
E26	DAVYZW_20050114.0855-E11
E19	DAVYZW_20050114.0855-E12
E21	DAVYZW_20050114.0855-E13
E22	DAVYZW_20050114.0855-E14
E23	DAVYZW_20050114.0855-E15
E24	DAVYZW_20050114.0855-E16
E25	DAVYZW_20050114.0855-E17
E37	DAVYZW_20050114.0855-E18
E29	DAVYZW_20050114.0855-E19
E39	DAVYZW_20050114.0855-E20
E33	DAVYZW_20050114.0855-E21
E35	DAVYZW_20050114.0855-E22
E36	DAVYZW_20050114.0855-E23
E40	DAVYZW_20050114.0855-E24
E41	DAVYZW_20050114.0855-E25
E2	DAVYZW_20050114.0855-E26
E3	DAVYZW_20050114.0855-E27
E4	DAVYZW_20050114.0855-E28
E5	DAVYZW_20050114.0855-E29
E6	DAVYZW_20050114.0855-E30
E7	DAVYZW_20050114.0855-E31
EM6	DAVYZW_20050114.0855-E29-1
EM25	DAVYZW_20050114.0855-E28-2
EM26	DAVYZW_20050114.0855-E28-3
EM29	DAVYZW_20050114.0855-E29-4
EM30	DAVYZW_20050114.0855-E1-5
EM31	DAVYZW_20050114.0855-E29-6
EM32	DAVYZW_20050114.0855-E30-7
EM33	DAVYZW_20050114.0855-E2-8
EM34	DAVYZW_20050114.0855-E28-9
EM35	DAVYZW_20050114.0855-E3-10
EM86	DAVYZW_20050114.0855-E30-11
EM38	DAVYZW_20050114.0855-E28-12
EM36	DAVYZW_20050114.0855-E30-13
EM87	DAVYZW_20050114.0855-E11-14
EM39	DAVYZW_20050114.0855-E28-15
EM40	DAVYZW_20050114.0855-E28-16
EM41	DAVYZW_20050114.0855-E4-17
EM42	DAVYZW_20050114.0855-E5-18
EM43	DAVYZW_20050114.0855-E30-19
EM44	DAVYZW_20050114.0855-E6-20
EM47	DAVYZW_20050114.0855-E6-21
EM45	DAVYZW_20050114.0855-E7-22
EM46	DAVYZW_20050114.0855-E26-23
EM48	DAVYZW_20050114.0855-E26-24
EM28	DAVYZW_20050114.0855-E30-25
EM49	DAVYZW_20050114.0855-E8-26
EM50	DAVYZW_20050114.0855-E26-27
EM51	DAVYZW_20050114.0855-E26-28
EM52	DAVYZW_20050114.0855-E26-29
EM53	DAVYZW_20050114.0855-E30-30
EM54	DAVYZW_20050114.0855-E9-31
EM55	DAVYZW_20050114.0855-E26-32
EM56	DAVYZW_20050114.0855-E26-33
EM57	DAVYZW_20050114.0855-E29-34
EM7	DAVYZW_20050114.0855-E5-35
EM22	DAVYZW_20050114.0855-E29-36
EM11	DAVYZW_20050114.0855-E30-37
EM23	DAVYZW_20050114.0855-E5-38
EM90	DAVYZW_20050114.0855-E18-39
EM37	DAVYZW_20050114.0855-E10-40
EM60	DAVYZW_20050114.0855-E12-41
EM59	DAVYZW_20050114.0855-E30-42
EM89	DAVYZW_20050114.0855-E12-43
EM62	DAVYZW_20050114.0855-E30-44
EM63	DAVYZW_20050114.0855-E13-45
EM64	DAVYZW_20050114.0855-E29-46
EM65	DAVYZW_20050114.0855-E14-47
EM68	DAVYZW_20050114.0855-E14-48
EM66	DAVYZW_20050114.0855-E15-49
EM67	DAVYZW_20050114.0855-E5-50
EM69	DAVYZW_20050114.0855-E13-51
EM70	DAVYZW_20050114.0855-E29-52
EM71	DAVYZW_20050114.0855-E29-53
EM72	DAVYZW_20050114.0855-E5-54
EM73	DAVYZW_20050114.0855-E5-55
EM74	DAVYZW_20050114.0855-E29-56
EM75	DAVYZW_20050114.0855-E16-57
EM76	DAVYZW_20050114.0855-E29-58
EM77	DAVYZW_20050114.0855-E17-59
EM78	DAVYZW_20050114.0855-E28-60
EM79	DAVYZW_20050114.0855-E30-61
EM80	DAVYZW_20050114.0855-E4-62
EM15	DAVYZW_20050114.0855-E29-63
