CE13	LIUYIFENG_20050127.0709-CE1
CE14	LIUYIFENG_20050127.0709-CE2
CE16	LIUYIFENG_20050127.0709-CE3
CE1	LIUYIFENG_20050127.0709-CE4
CE4	LIUYIFENG_20050127.0709-CE5
CE15	LIUYIFENG_20050127.0709-CE6
CE2	LIUYIFENG_20050127.0709-CE7
CE3	LIUYIFENG_20050127.0709-CE8
CE6	LIUYIFENG_20050127.0709-CE9
CE5	LIUYIFENG_20050127.0709-CE10
CE8	LIUYIFENG_20050127.0709-CE11
CE7	LIUYIFENG_20050127.0709-CE12
CE9	LIUYIFENG_20050127.0709-CE13
CE10	LIUYIFENG_20050127.0709-CE14
CE11	LIUYIFENG_20050127.0709-CE15
CE12	LIUYIFENG_20050127.0709-CE16
E12	LIUYIFENG_20050127.0709-E1
E13	LIUYIFENG_20050127.0709-E2
E15	LIUYIFENG_20050127.0709-E3
E16	LIUYIFENG_20050127.0709-E4
E1	LIUYIFENG_20050127.0709-E5
E18	LIUYIFENG_20050127.0709-E6
E19	LIUYIFENG_20050127.0709-E7
E22	LIUYIFENG_20050127.0709-E8
E2	LIUYIFENG_20050127.0709-E9
E4	LIUYIFENG_20050127.0709-E10
E5	LIUYIFENG_20050127.0709-E11
E6	LIUYIFENG_20050127.0709-E12
E7	LIUYIFENG_20050127.0709-E13
E8	LIUYIFENG_20050127.0709-E14
E9	LIUYIFENG_20050127.0709-E15
E10	LIUYIFENG_20050127.0709-E16
E11	LIUYIFENG_20050127.0709-E17
EM2	LIUYIFENG_20050127.0709-E5-1
EM25	LIUYIFENG_20050127.0709-E7-2
EM24	LIUYIFENG_20050127.0709-E11-3
EM26	LIUYIFENG_20050127.0709-E5-4
EM27	LIUYIFENG_20050127.0709-E9-5
EM28	LIUYIFENG_20050127.0709-E1-6
EM29	LIUYIFENG_20050127.0709-E7-7
EM30	LIUYIFENG_20050127.0709-E11-8
EM31	LIUYIFENG_20050127.0709-E10-9
EM33	LIUYIFENG_20050127.0709-E7-10
EM34	LIUYIFENG_20050127.0709-E2-11
EM35	LIUYIFENG_20050127.0709-E11-12
EM36	LIUYIFENG_20050127.0709-E1-13
EM37	LIUYIFENG_20050127.0709-E15-14
EM38	LIUYIFENG_20050127.0709-E3-15
EM39	LIUYIFENG_20050127.0709-E4-16
EM40	LIUYIFENG_20050127.0709-E11-17
EM43	LIUYIFENG_20050127.0709-E5-18
EM44	LIUYIFENG_20050127.0709-E1-19
EM45	LIUYIFENG_20050127.0709-E11-20
EM46	LIUYIFENG_20050127.0709-E8-21
EM47	LIUYIFENG_20050127.0709-E11-22
EM1	LIUYIFENG_20050127.0709-E6-23
EM4	LIUYIFENG_20050127.0709-E7-24
EM5	LIUYIFENG_20050127.0709-E7-25
EM14	LIUYIFENG_20050127.0709-E15-26
EM41	LIUYIFENG_20050127.0709-E8-27
EM42	LIUYIFENG_20050127.0709-E8-28
EM19	LIUYIFENG_20050127.0709-E15-29
EM32	LIUYIFENG_20050127.0709-E5-30
EM3	LIUYIFENG_20050127.0709-E9-31
EM22	LIUYIFENG_20050127.0709-E7-32
EM6	LIUYIFENG_20050127.0709-E10-33
EM7	LIUYIFENG_20050127.0709-E11-34
EM8	LIUYIFENG_20050127.0709-E11-35
EM9	LIUYIFENG_20050127.0709-E12-36
EM10	LIUYIFENG_20050127.0709-E13-37
EM11	LIUYIFENG_20050127.0709-E14-38
EM12	LIUYIFENG_20050127.0709-E15-39
EM13	LIUYIFENG_20050127.0709-E16-40
EM15	LIUYIFENG_20050127.0709-E17-41
EM16	LIUYIFENG_20050127.0709-E11-42
EM17	LIUYIFENG_20050127.0709-E11-43
EM18	LIUYIFENG_20050127.0709-E11-44
EM23	LIUYIFENG_20050127.0709-E7-45
EM20	LIUYIFENG_20050127.0709-E11-46
EM21	LIUYIFENG_20050127.0709-E11-47
R6	LIUYIFENG_20050127.0709-R1
R7	LIUYIFENG_20050127.0709-R2
R1	LIUYIFENG_20050127.0709-R3
R2	LIUYIFENG_20050127.0709-R4
R3	LIUYIFENG_20050127.0709-R5
R4	LIUYIFENG_20050127.0709-R6
R5	LIUYIFENG_20050127.0709-R7
R8	LIUYIFENG_20050127.0709-R8
R9	LIUYIFENG_20050127.0709-R9
R10	LIUYIFENG_20050127.0709-R10
R11	LIUYIFENG_20050127.0709-R11
R12	LIUYIFENG_20050127.0709-R12
R13	LIUYIFENG_20050127.0709-R13
R14	LIUYIFENG_20050127.0709-R14
RM6	LIUYIFENG_20050127.0709-R1-1
RM7	LIUYIFENG_20050127.0709-R2-1
RM1	LIUYIFENG_20050127.0709-R3-1
RM2	LIUYIFENG_20050127.0709-R2-2
RM3	LIUYIFENG_20050127.0709-R5-1
RM4	LIUYIFENG_20050127.0709-R6-1
RM5	LIUYIFENG_20050127.0709-R7-1
RM8	LIUYIFENG_20050127.0709-R3-2
RM9	LIUYIFENG_20050127.0709-R9-1
RM10	LIUYIFENG_20050127.0709-R9-2
RM12	LIUYIFENG_20050127.0709-R13-1
RM11	LIUYIFENG_20050127.0709-R11-1
RM13	LIUYIFENG_20050127.0709-R12-1
RM14	LIUYIFENG_20050127.0709-R1-2
Q1	LIUYIFENG_20050127.0709-T1
Q2	LIUYIFENG_20050127.0709-T2
Q3	LIUYIFENG_20050127.0709-T3
Q4	LIUYIFENG_20050127.0709-T4
Q5	LIUYIFENG_20050127.0709-T5
