CE10	LIUYIFENG_20050113.1047-CE1
CE11	LIUYIFENG_20050113.1047-CE2
CE12	LIUYIFENG_20050113.1047-CE3
CE13	LIUYIFENG_20050113.1047-CE4
CE14	LIUYIFENG_20050113.1047-CE5
CE15	LIUYIFENG_20050113.1047-CE6
CE16	LIUYIFENG_20050113.1047-CE7
CE17	LIUYIFENG_20050113.1047-CE8
CE18	LIUYIFENG_20050113.1047-CE9
CE19	LIUYIFENG_20050113.1047-CE10
CE20	LIUYIFENG_20050113.1047-CE11
CE21	LIUYIFENG_20050113.1047-CE12
CE2	LIUYIFENG_20050113.1047-CE13
CE22	LIUYIFENG_20050113.1047-CE14
CE1	LIUYIFENG_20050113.1047-CE15
CE3	LIUYIFENG_20050113.1047-CE16
CE6	LIUYIFENG_20050113.1047-CE17
CE7	LIUYIFENG_20050113.1047-CE18
CE5	LIUYIFENG_20050113.1047-CE19
CE4	LIUYIFENG_20050113.1047-CE20
CE8	LIUYIFENG_20050113.1047-CE21
CE9	LIUYIFENG_20050113.1047-CE22
E15	LIUYIFENG_20050113.1047-E1
E16	LIUYIFENG_20050113.1047-E2
E17	LIUYIFENG_20050113.1047-E3
E19	LIUYIFENG_20050113.1047-E4
E21	LIUYIFENG_20050113.1047-E5
E22	LIUYIFENG_20050113.1047-E6
E23	LIUYIFENG_20050113.1047-E7
E24	LIUYIFENG_20050113.1047-E8
E26	LIUYIFENG_20050113.1047-E9
E28	LIUYIFENG_20050113.1047-E10
E29	LIUYIFENG_20050113.1047-E11
E31	LIUYIFENG_20050113.1047-E12
E33	LIUYIFENG_20050113.1047-E13
E34	LIUYIFENG_20050113.1047-E14
E35	LIUYIFENG_20050113.1047-E15
E1	LIUYIFENG_20050113.1047-E16
E36	LIUYIFENG_20050113.1047-E17
E37	LIUYIFENG_20050113.1047-E18
E38	LIUYIFENG_20050113.1047-E19
E2	LIUYIFENG_20050113.1047-E20
E3	LIUYIFENG_20050113.1047-E21
E4	LIUYIFENG_20050113.1047-E22
E5	LIUYIFENG_20050113.1047-E23
E6	LIUYIFENG_20050113.1047-E24
E7	LIUYIFENG_20050113.1047-E25
E8	LIUYIFENG_20050113.1047-E26
E9	LIUYIFENG_20050113.1047-E27
E10	LIUYIFENG_20050113.1047-E28
E11	LIUYIFENG_20050113.1047-E29
E12	LIUYIFENG_20050113.1047-E30
E13	LIUYIFENG_20050113.1047-E31
E14	LIUYIFENG_20050113.1047-E32
EM1	LIUYIFENG_20050113.1047-E16-1
EM19	LIUYIFENG_20050113.1047-E20-2
EM21	LIUYIFENG_20050113.1047-E2-3
EM22	LIUYIFENG_20050113.1047-E3-4
EM23	LIUYIFENG_20050113.1047-E16-5
EM24	LIUYIFENG_20050113.1047-E20-6
EM25	LIUYIFENG_20050113.1047-E16-7
EM26	LIUYIFENG_20050113.1047-E4-8
EM27	LIUYIFENG_20050113.1047-E5-9
EM28	LIUYIFENG_20050113.1047-E6-10
EM29	LIUYIFENG_20050113.1047-E5-11
EM30	LIUYIFENG_20050113.1047-E20-12
EM31	LIUYIFENG_20050113.1047-E23-13
EM32	LIUYIFENG_20050113.1047-E20-14
EM33	LIUYIFENG_20050113.1047-E3-15
EM34	LIUYIFENG_20050113.1047-E16-16
EM35	LIUYIFENG_20050113.1047-E7-17
EM36	LIUYIFENG_20050113.1047-E8-18
EM37	LIUYIFENG_20050113.1047-E20-19
EM38	LIUYIFENG_20050113.1047-E20-20
EM39	LIUYIFENG_20050113.1047-E20-21
EM40	LIUYIFENG_20050113.1047-E26-22
EM41	LIUYIFENG_20050113.1047-E9-23
EM42	LIUYIFENG_20050113.1047-E20-24
EM43	LIUYIFENG_20050113.1047-E16-25
EM44	LIUYIFENG_20050113.1047-E10-26
EM45	LIUYIFENG_20050113.1047-E20-27
EM47	LIUYIFENG_20050113.1047-E2-28
EM48	LIUYIFENG_20050113.1047-E11-29
EM49	LIUYIFENG_20050113.1047-E12-30
EM50	LIUYIFENG_20050113.1047-E13-31
EM51	LIUYIFENG_20050113.1047-E14-32
EM52	LIUYIFENG_20050113.1047-E15-33
EM53	LIUYIFENG_20050113.1047-E14-34
EM55	LIUYIFENG_20050113.1047-E14-35
EM56	LIUYIFENG_20050113.1047-E17-36
EM57	LIUYIFENG_20050113.1047-E9-37
EM58	LIUYIFENG_20050113.1047-E20-38
EM59	LIUYIFENG_20050113.1047-E20-39
EM60	LIUYIFENG_20050113.1047-E11-40
EM61	LIUYIFENG_20050113.1047-E18-41
EM62	LIUYIFENG_20050113.1047-E20-42
EM63	LIUYIFENG_20050113.1047-E18-43
EM64	LIUYIFENG_20050113.1047-E19-44
EM18	LIUYIFENG_20050113.1047-E16-45
EM46	LIUYIFENG_20050113.1047-E28-46
