CE11	LIUYIFENG_20050129.1101-CE1
CE12	LIUYIFENG_20050129.1101-CE2
CE13	LIUYIFENG_20050129.1101-CE3
CE14	LIUYIFENG_20050129.1101-CE4
CE16	LIUYIFENG_20050129.1101-CE5
CE15	LIUYIFENG_20050129.1101-CE6
CE18	LIUYIFENG_20050129.1101-CE7
CE17	LIUYIFENG_20050129.1101-CE8
CE1	LIUYIFENG_20050129.1101-CE9
CE2	LIUYIFENG_20050129.1101-CE10
CE4	LIUYIFENG_20050129.1101-CE11
CE5	LIUYIFENG_20050129.1101-CE12
CE6	LIUYIFENG_20050129.1101-CE13
CE3	LIUYIFENG_20050129.1101-CE14
CE7	LIUYIFENG_20050129.1101-CE15
CE8	LIUYIFENG_20050129.1101-CE16
CE10	LIUYIFENG_20050129.1101-CE17
CE9	LIUYIFENG_20050129.1101-CE18
E12	LIUYIFENG_20050129.1101-E1
E13	LIUYIFENG_20050129.1101-E2
E14	LIUYIFENG_20050129.1101-E3
E27	LIUYIFENG_20050129.1101-E4
E19	LIUYIFENG_20050129.1101-E5
E22	LIUYIFENG_20050129.1101-E6
E23	LIUYIFENG_20050129.1101-E7
E24	LIUYIFENG_20050129.1101-E8
E1	LIUYIFENG_20050129.1101-E9
E2	LIUYIFENG_20050129.1101-E10
E3	LIUYIFENG_20050129.1101-E11
E4	LIUYIFENG_20050129.1101-E12
E5	LIUYIFENG_20050129.1101-E13
E25	LIUYIFENG_20050129.1101-E14
E7	LIUYIFENG_20050129.1101-E15
E8	LIUYIFENG_20050129.1101-E16
E26	LIUYIFENG_20050129.1101-E17
E9	LIUYIFENG_20050129.1101-E18
E10	LIUYIFENG_20050129.1101-E19
E11	LIUYIFENG_20050129.1101-E20
EM2	LIUYIFENG_20050129.1101-E9-1
EM23	LIUYIFENG_20050129.1101-E1-2
EM24	LIUYIFENG_20050129.1101-E2-3
EM25	LIUYIFENG_20050129.1101-E13-4
EM26	LIUYIFENG_20050129.1101-E10-5
EM27	LIUYIFENG_20050129.1101-E11-6
EM28	LIUYIFENG_20050129.1101-E13-7
EM29	LIUYIFENG_20050129.1101-E10-8
EM30	LIUYIFENG_20050129.1101-E12-9
EM31	LIUYIFENG_20050129.1101-E2-10
EM32	LIUYIFENG_20050129.1101-E13-11
EM33	LIUYIFENG_20050129.1101-E13-12
EM34	LIUYIFENG_20050129.1101-E3-13
EM35	LIUYIFENG_20050129.1101-E20-14
EM36	LIUYIFENG_20050129.1101-E13-15
EM42	LIUYIFENG_20050129.1101-E4-16
EM11	LIUYIFENG_20050129.1101-E13-17
EM38	LIUYIFENG_20050129.1101-E13-18
EM39	LIUYIFENG_20050129.1101-E5-19
EM40	LIUYIFENG_20050129.1101-E13-20
EM41	LIUYIFENG_20050129.1101-E18-21
EM44	LIUYIFENG_20050129.1101-E13-22
EM43	LIUYIFENG_20050129.1101-E4-23
EM45	LIUYIFENG_20050129.1101-E12-24
EM46	LIUYIFENG_20050129.1101-E11-25
EM47	LIUYIFENG_20050129.1101-E15-26
EM48	LIUYIFENG_20050129.1101-E6-27
EM49	LIUYIFENG_20050129.1101-E7-28
EM1	LIUYIFENG_20050129.1101-E8-29
EM4	LIUYIFENG_20050129.1101-E10-30
EM5	LIUYIFENG_20050129.1101-E11-31
EM6	LIUYIFENG_20050129.1101-E12-32
EM3	LIUYIFENG_20050129.1101-E13-33
EM37	LIUYIFENG_20050129.1101-E17-34
EM7	LIUYIFENG_20050129.1101-E13-35
EM10	LIUYIFENG_20050129.1101-E13-36
EM8	LIUYIFENG_20050129.1101-E14-37
EM9	LIUYIFENG_20050129.1101-E15-38
EM12	LIUYIFENG_20050129.1101-E16-39
EM13	LIUYIFENG_20050129.1101-E18-40
EM16	LIUYIFENG_20050129.1101-E18-41
EM14	LIUYIFENG_20050129.1101-E19-42
EM15	LIUYIFENG_20050129.1101-E20-43
EM17	LIUYIFENG_20050129.1101-E13-44
EM18	LIUYIFENG_20050129.1101-E13-45
EM19	LIUYIFENG_20050129.1101-E18-46
EM20	LIUYIFENG_20050129.1101-E13-47
EM21	LIUYIFENG_20050129.1101-E20-48
EM22	LIUYIFENG_20050129.1101-E12-49
R4	LIUYIFENG_20050129.1101-R1
R5	LIUYIFENG_20050129.1101-R2
R2	LIUYIFENG_20050129.1101-R3
R3	LIUYIFENG_20050129.1101-R4
R1	LIUYIFENG_20050129.1101-R5
R6	LIUYIFENG_20050129.1101-R6
R7	LIUYIFENG_20050129.1101-R7
R8	LIUYIFENG_20050129.1101-R8
R9	LIUYIFENG_20050129.1101-R9
RM4	LIUYIFENG_20050129.1101-R1-1
RM5	LIUYIFENG_20050129.1101-R2-1
RM2	LIUYIFENG_20050129.1101-R3-1
RM3	LIUYIFENG_20050129.1101-R4-1
RM1	LIUYIFENG_20050129.1101-R5-1
RM6	LIUYIFENG_20050129.1101-R5-2
RM7	LIUYIFENG_20050129.1101-R7-1
RM8	LIUYIFENG_20050129.1101-R8-1
RM9	LIUYIFENG_20050129.1101-R9-1
V1	LIUYIFENG_20050129.1101-EV1
V2	LIUYIFENG_20050129.1101-EV2
V3	LIUYIFENG_20050129.1101-EV3
V4	LIUYIFENG_20050129.1101-EV4
V5	LIUYIFENG_20050129.1101-EV5
V6	LIUYIFENG_20050129.1101-EV6
V7	LIUYIFENG_20050129.1101-EV7
V8	LIUYIFENG_20050129.1101-EV8
V9	LIUYIFENG_20050129.1101-EV9
V10	LIUYIFENG_20050129.1101-EV10
V11	LIUYIFENG_20050129.1101-EV11
V12	LIUYIFENG_20050129.1101-EV12
V13	LIUYIFENG_20050129.1101-EV13
V14	LIUYIFENG_20050129.1101-EV14
V15	LIUYIFENG_20050129.1101-EV15
V16	LIUYIFENG_20050129.1101-EV16
VM15	LIUYIFENG_20050129.1101-EV12-1
VM1	LIUYIFENG_20050129.1101-EV1-1
VM2	LIUYIFENG_20050129.1101-EV2-1
VM3	LIUYIFENG_20050129.1101-EV3-1
VM4	LIUYIFENG_20050129.1101-EV4-1
VM6	LIUYIFENG_20050129.1101-EV4-2
VM5	LIUYIFENG_20050129.1101-EV5-1
VM7	LIUYIFENG_20050129.1101-EV2-2
VM8	LIUYIFENG_20050129.1101-EV6-1
VM9	LIUYIFENG_20050129.1101-EV7-1
VM10	LIUYIFENG_20050129.1101-EV8-1
VM11	LIUYIFENG_20050129.1101-EV9-1
VM12	LIUYIFENG_20050129.1101-EV10-1
VM13	LIUYIFENG_20050129.1101-EV11-1
VM14	LIUYIFENG_20050129.1101-EV12-2
VM16	LIUYIFENG_20050129.1101-EV13-1
VM17	LIUYIFENG_20050129.1101-EV14-1
VM18	LIUYIFENG_20050129.1101-EV15-1
VM19	LIUYIFENG_20050129.1101-EV16-1
Q9	LIUYIFENG_20050129.1101-T1
Q4	LIUYIFENG_20050129.1101-V1
Q1	LIUYIFENG_20050129.1101-T2
Q2	LIUYIFENG_20050129.1101-T3
Q3	LIUYIFENG_20050129.1101-T4
Q7	LIUYIFENG_20050129.1101-T5
Q8	LIUYIFENG_20050129.1101-T6
Q10	LIUYIFENG_20050129.1101-T7
Q5	LIUYIFENG_20050129.1101-V2
Q6	LIUYIFENG_20050129.1101-V3
Q11	LIUYIFENG_20050129.1101-V4
QM4	LIUYIFENG_20050129.1101-V1-1
QM5	LIUYIFENG_20050129.1101-V2-1
QM6	LIUYIFENG_20050129.1101-V3-1
QM11	LIUYIFENG_20050129.1101-V4-1
