CE4	DAVYZW_20050118.1045-CE1
CE9	DAVYZW_20050118.1045-CE2
CE10	DAVYZW_20050118.1045-CE3
CE17	DAVYZW_20050118.1045-CE4
CE11	DAVYZW_20050118.1045-CE5
CE12	DAVYZW_20050118.1045-CE6
CE13	DAVYZW_20050118.1045-CE7
CE14	DAVYZW_20050118.1045-CE8
CE15	DAVYZW_20050118.1045-CE9
CE18	DAVYZW_20050118.1045-CE10
CE20	DAVYZW_20050118.1045-CE11
CE21	DAVYZW_20050118.1045-CE12
CE1	DAVYZW_20050118.1045-CE13
CE22	DAVYZW_20050118.1045-CE14
CE7	DAVYZW_20050118.1045-CE15
CE19	DAVYZW_20050118.1045-CE16
CE5	DAVYZW_20050118.1045-CE17
CE16	DAVYZW_20050118.1045-CE18
CE3	DAVYZW_20050118.1045-CE19
CE2	DAVYZW_20050118.1045-CE20
CE6	DAVYZW_20050118.1045-CE21
CE8	DAVYZW_20050118.1045-CE22
E10	DAVYZW_20050118.1045-E1
E11	DAVYZW_20050118.1045-E2
E12	DAVYZW_20050118.1045-E3
E23	DAVYZW_20050118.1045-E4
E14	DAVYZW_20050118.1045-E5
E16	DAVYZW_20050118.1045-E6
E17	DAVYZW_20050118.1045-E7
E18	DAVYZW_20050118.1045-E8
E19	DAVYZW_20050118.1045-E9
E24	DAVYZW_20050118.1045-E10
E25	DAVYZW_20050118.1045-E11
E26	DAVYZW_20050118.1045-E12
E27	DAVYZW_20050118.1045-E13
E20	DAVYZW_20050118.1045-E14
E28	DAVYZW_20050118.1045-E15
E29	DAVYZW_20050118.1045-E16
E30	DAVYZW_20050118.1045-E17
E3	DAVYZW_20050118.1045-E18
E21	DAVYZW_20050118.1045-E19
E5	DAVYZW_20050118.1045-E20
E22	DAVYZW_20050118.1045-E21
E6	DAVYZW_20050118.1045-E22
E8	DAVYZW_20050118.1045-E23
E9	DAVYZW_20050118.1045-E24
EM24	DAVYZW_20050118.1045-E14-1
EM7	DAVYZW_20050118.1045-E1-2
EM3	DAVYZW_20050118.1045-E22-3
EM11	DAVYZW_20050118.1045-E20-4
EM15	DAVYZW_20050118.1045-E2-5
EM16	DAVYZW_20050118.1045-E3-6
EM17	DAVYZW_20050118.1045-E22-7
EM18	DAVYZW_20050118.1045-E20-8
EM43	DAVYZW_20050118.1045-E4-9
EM45	DAVYZW_20050118.1045-E19-10
EM19	DAVYZW_20050118.1045-E1-11
EM20	DAVYZW_20050118.1045-E5-12
EM21	DAVYZW_20050118.1045-E18-13
EM22	DAVYZW_20050118.1045-E18-14
EM23	DAVYZW_20050118.1045-E18-15
EM25	DAVYZW_20050118.1045-E1-16
EM26	DAVYZW_20050118.1045-E5-17
EM46	DAVYZW_20050118.1045-E22-18
EM47	DAVYZW_20050118.1045-E20-19
