CE10	DAVYZW_20041228.1100-CE1
CE11	DAVYZW_20041228.1100-CE2
CE12	DAVYZW_20041228.1100-CE3
CE13	DAVYZW_20041228.1100-CE4
CE14	DAVYZW_20041228.1100-CE5
CE16	DAVYZW_20041228.1100-CE6
CE18	DAVYZW_20041228.1100-CE7
CE19	DAVYZW_20041228.1100-CE8
CE20	DAVYZW_20041228.1100-CE9
CE21	DAVYZW_20041228.1100-CE10
CE22	DAVYZW_20041228.1100-CE11
CE17	DAVYZW_20041228.1100-CE12
CE23	DAVYZW_20041228.1100-CE13
CE24	DAVYZW_20041228.1100-CE14
CE25	DAVYZW_20041228.1100-CE15
CE26	DAVYZW_20041228.1100-CE16
CE27	DAVYZW_20041228.1100-CE17
CE28	DAVYZW_20041228.1100-CE18
CE29	DAVYZW_20041228.1100-CE19
CE30	DAVYZW_20041228.1100-CE20
CE31	DAVYZW_20041228.1100-CE21
CE32	DAVYZW_20041228.1100-CE22
CE33	DAVYZW_20041228.1100-CE23
CE35	DAVYZW_20041228.1100-CE24
CE34	DAVYZW_20041228.1100-CE25
CE36	DAVYZW_20041228.1100-CE26
CE38	DAVYZW_20041228.1100-CE27
CE44	DAVYZW_20041228.1100-CE28
CE43	DAVYZW_20041228.1100-CE29
CE42	DAVYZW_20041228.1100-CE30
CE41	DAVYZW_20041228.1100-CE31
CE40	DAVYZW_20041228.1100-CE32
CE39	DAVYZW_20041228.1100-CE33
CE1	DAVYZW_20041228.1100-CE34
CE37	DAVYZW_20041228.1100-CE35
CE45	DAVYZW_20041228.1100-CE36
CE46	DAVYZW_20041228.1100-CE37
CE47	DAVYZW_20041228.1100-CE38
CE48	DAVYZW_20041228.1100-CE39
CE49	DAVYZW_20041228.1100-CE40
CE50	DAVYZW_20041228.1100-CE41
CE51	DAVYZW_20041228.1100-CE42
CE52	DAVYZW_20041228.1100-CE43
CE3	DAVYZW_20041228.1100-CE44
CE15	DAVYZW_20041228.1100-CE45
CE2	DAVYZW_20041228.1100-CE46
CE4	DAVYZW_20041228.1100-CE47
CE5	DAVYZW_20041228.1100-CE48
CE6	DAVYZW_20041228.1100-CE49
CE7	DAVYZW_20041228.1100-CE50
CE8	DAVYZW_20041228.1100-CE51
CE9	DAVYZW_20041228.1100-CE52
E11	DAVYZW_20041228.1100-E1
E12	DAVYZW_20041228.1100-E2
E13	DAVYZW_20041228.1100-E3
E14	DAVYZW_20041228.1100-E4
E16	DAVYZW_20041228.1100-E5
E57	DAVYZW_20041228.1100-E6
E17	DAVYZW_20041228.1100-E7
E18	DAVYZW_20041228.1100-E8
E19	DAVYZW_20041228.1100-E9
E20	DAVYZW_20041228.1100-E10
E21	DAVYZW_20041228.1100-E11
E22	DAVYZW_20041228.1100-E12
E23	DAVYZW_20041228.1100-E13
E24	DAVYZW_20041228.1100-E14
E25	DAVYZW_20041228.1100-E15
E26	DAVYZW_20041228.1100-E16
E27	DAVYZW_20041228.1100-E17
E28	DAVYZW_20041228.1100-E18
E29	DAVYZW_20041228.1100-E19
E30	DAVYZW_20041228.1100-E20
E31	DAVYZW_20041228.1100-E21
E1	DAVYZW_20041228.1100-E22
E32	DAVYZW_20041228.1100-E23
E33	DAVYZW_20041228.1100-E24
E35	DAVYZW_20041228.1100-E25
E36	DAVYZW_20041228.1100-E26
E37	DAVYZW_20041228.1100-E27
E38	DAVYZW_20041228.1100-E28
E39	DAVYZW_20041228.1100-E29
E40	DAVYZW_20041228.1100-E30
E41	DAVYZW_20041228.1100-E31
E42	DAVYZW_20041228.1100-E32
E43	DAVYZW_20041228.1100-E33
E44	DAVYZW_20041228.1100-E34
E45	DAVYZW_20041228.1100-E35
E46	DAVYZW_20041228.1100-E36
E48	DAVYZW_20041228.1100-E37
E49	DAVYZW_20041228.1100-E38
E50	DAVYZW_20041228.1100-E39
E51	DAVYZW_20041228.1100-E40
E52	DAVYZW_20041228.1100-E41
E53	DAVYZW_20041228.1100-E42
E54	DAVYZW_20041228.1100-E43
E55	DAVYZW_20041228.1100-E44
E2	DAVYZW_20041228.1100-E45
E60	DAVYZW_20041228.1100-E46
E3	DAVYZW_20041228.1100-E47
E4	DAVYZW_20041228.1100-E48
E5	DAVYZW_20041228.1100-E49
E6	DAVYZW_20041228.1100-E50
E7	DAVYZW_20041228.1100-E51
E8	DAVYZW_20041228.1100-E52
E9	DAVYZW_20041228.1100-E53
E10	DAVYZW_20041228.1100-E54
EM1	DAVYZW_20041228.1100-E22-1
EM21	DAVYZW_20041228.1100-E1-2
EM22	DAVYZW_20041228.1100-E51-3
EM23	DAVYZW_20041228.1100-E2-4
EM24	DAVYZW_20041228.1100-E3-5
EM25	DAVYZW_20041228.1100-E4-6
EM29	DAVYZW_20041228.1100-E6-7
EM27	DAVYZW_20041228.1100-E5-8
EM28	DAVYZW_20041228.1100-E51-9
EM30	DAVYZW_20041228.1100-E7-10
EM31	DAVYZW_20041228.1100-E8-11
EM32	DAVYZW_20041228.1100-E9-12
EM33	DAVYZW_20041228.1100-E10-13
EM34	DAVYZW_20041228.1100-E10-14
EM35	DAVYZW_20041228.1100-E7-15
EM36	DAVYZW_20041228.1100-E11-16
EM39	DAVYZW_20041228.1100-E11-17
EM37	DAVYZW_20041228.1100-E12-18
EM38	DAVYZW_20041228.1100-E13-19
EM41	DAVYZW_20041228.1100-E11-20
