CE13	DAVYZW_20050112.0901-CE1
CE14	DAVYZW_20050112.0901-CE2
CE15	DAVYZW_20050112.0901-CE3
CE16	DAVYZW_20050112.0901-CE4
CE17	DAVYZW_20050112.0901-CE5
CE18	DAVYZW_20050112.0901-CE6
CE20	DAVYZW_20050112.0901-CE7
CE19	DAVYZW_20050112.0901-CE8
CE21	DAVYZW_20050112.0901-CE9
CE22	DAVYZW_20050112.0901-CE10
CE26	DAVYZW_20050112.0901-CE11
CE25	DAVYZW_20050112.0901-CE12
CE24	DAVYZW_20050112.0901-CE13
CE23	DAVYZW_20050112.0901-CE14
CE27	DAVYZW_20050112.0901-CE15
CE28	DAVYZW_20050112.0901-CE16
CE29	DAVYZW_20050112.0901-CE17
CE32	DAVYZW_20050112.0901-CE18
CE33	DAVYZW_20050112.0901-CE19
CE34	DAVYZW_20050112.0901-CE20
CE35	DAVYZW_20050112.0901-CE21
CE36	DAVYZW_20050112.0901-CE22
CE37	DAVYZW_20050112.0901-CE23
CE38	DAVYZW_20050112.0901-CE24
CE39	DAVYZW_20050112.0901-CE25
CE1	DAVYZW_20050112.0901-CE26
CE2	DAVYZW_20050112.0901-CE27
CE31	DAVYZW_20050112.0901-CE28
CE30	DAVYZW_20050112.0901-CE29
CE3	DAVYZW_20050112.0901-CE30
CE5	DAVYZW_20050112.0901-CE31
CE4	DAVYZW_20050112.0901-CE32
CE7	DAVYZW_20050112.0901-CE33
CE6	DAVYZW_20050112.0901-CE34
CE8	DAVYZW_20050112.0901-CE35
CE10	DAVYZW_20050112.0901-CE36
CE9	DAVYZW_20050112.0901-CE37
CE11	DAVYZW_20050112.0901-CE38
CE12	DAVYZW_20050112.0901-CE39
E14	DAVYZW_20050112.0901-E1
E15	DAVYZW_20050112.0901-E2
E16	DAVYZW_20050112.0901-E3
E17	DAVYZW_20050112.0901-E4
E18	DAVYZW_20050112.0901-E5
E19	DAVYZW_20050112.0901-E6
E20	DAVYZW_20050112.0901-E7
E21	DAVYZW_20050112.0901-E8
E22	DAVYZW_20050112.0901-E9
E23	DAVYZW_20050112.0901-E10
E24	DAVYZW_20050112.0901-E11
E26	DAVYZW_20050112.0901-E12
E27	DAVYZW_20050112.0901-E13
E28	DAVYZW_20050112.0901-E14
E29	DAVYZW_20050112.0901-E15
E30	DAVYZW_20050112.0901-E16
E31	DAVYZW_20050112.0901-E17
E32	DAVYZW_20050112.0901-E18
E33	DAVYZW_20050112.0901-E19
E1	DAVYZW_20050112.0901-E20
E35	DAVYZW_20050112.0901-E21
E36	DAVYZW_20050112.0901-E22
E37	DAVYZW_20050112.0901-E23
E38	DAVYZW_20050112.0901-E24
E39	DAVYZW_20050112.0901-E25
E40	DAVYZW_20050112.0901-E26
E41	DAVYZW_20050112.0901-E27
E42	DAVYZW_20050112.0901-E28
E43	DAVYZW_20050112.0901-E29
E44	DAVYZW_20050112.0901-E30
E46	DAVYZW_20050112.0901-E31
E47	DAVYZW_20050112.0901-E32
E48	DAVYZW_20050112.0901-E33
E2	DAVYZW_20050112.0901-E34
E3	DAVYZW_20050112.0901-E35
E4	DAVYZW_20050112.0901-E36
E5	DAVYZW_20050112.0901-E37
E6	DAVYZW_20050112.0901-E38
E7	DAVYZW_20050112.0901-E39
E8	DAVYZW_20050112.0901-E40
E9	DAVYZW_20050112.0901-E41
E10	DAVYZW_20050112.0901-E42
E12	DAVYZW_20050112.0901-E43
E13	DAVYZW_20050112.0901-E44
EM1	DAVYZW_20050112.0901-E20-1
EM19	DAVYZW_20050112.0901-E1-2
EM20	DAVYZW_20050112.0901-E2-3
EM21	DAVYZW_20050112.0901-E3-4
EM22	DAVYZW_20050112.0901-E4-5
EM23	DAVYZW_20050112.0901-E39-6
EM24	DAVYZW_20050112.0901-E40-7
EM25	DAVYZW_20050112.0901-E5-8
EM26	DAVYZW_20050112.0901-E6-9
EM27	DAVYZW_20050112.0901-E7-10
EM28	DAVYZW_20050112.0901-E8-11
EM29	DAVYZW_20050112.0901-E9-12
EM30	DAVYZW_20050112.0901-E42-13
EM31	DAVYZW_20050112.0901-E42-14
EM32	DAVYZW_20050112.0901-E10-15
EM33	DAVYZW_20050112.0901-E11-16
EM34	DAVYZW_20050112.0901-E10-17
EM35	DAVYZW_20050112.0901-E10-18
EM36	DAVYZW_20050112.0901-E12-19
EM37	DAVYZW_20050112.0901-E13-20
EM38	DAVYZW_20050112.0901-E14-21
EM39	DAVYZW_20050112.0901-E15-22
EM40	DAVYZW_20050112.0901-E38-23
EM41	DAVYZW_20050112.0901-E16-24
EM42	DAVYZW_20050112.0901-E35-25
EM43	DAVYZW_20050112.0901-E36-26
EM44	DAVYZW_20050112.0901-E16-27
EM45	DAVYZW_20050112.0901-E16-28
