CE8	DAVYZW_20050119.1019-CE1
CE9	DAVYZW_20050119.1019-CE2
CE10	DAVYZW_20050119.1019-CE3
CE11	DAVYZW_20050119.1019-CE4
CE12	DAVYZW_20050119.1019-CE5
CE13	DAVYZW_20050119.1019-CE6
CE14	DAVYZW_20050119.1019-CE7
CE15	DAVYZW_20050119.1019-CE8
CE28	DAVYZW_20050119.1019-CE9
CE16	DAVYZW_20050119.1019-CE10
CE18	DAVYZW_20050119.1019-CE11
CE17	DAVYZW_20050119.1019-CE12
CE20	DAVYZW_20050119.1019-CE13
CE19	DAVYZW_20050119.1019-CE14
CE21	DAVYZW_20050119.1019-CE15
CE22	DAVYZW_20050119.1019-CE16
CE26	DAVYZW_20050119.1019-CE17
CE24	DAVYZW_20050119.1019-CE18
CE29	DAVYZW_20050119.1019-CE19
CE30	DAVYZW_20050119.1019-CE20
CE31	DAVYZW_20050119.1019-CE21
CE1	DAVYZW_20050119.1019-CE22
CE2	DAVYZW_20050119.1019-CE23
CE25	DAVYZW_20050119.1019-CE24
CE23	DAVYZW_20050119.1019-CE25
CE3	DAVYZW_20050119.1019-CE26
CE4	DAVYZW_20050119.1019-CE27
CE27	DAVYZW_20050119.1019-CE28
CE5	DAVYZW_20050119.1019-CE29
CE6	DAVYZW_20050119.1019-CE30
CE32	DAVYZW_20050119.1019-CE31
CE7	DAVYZW_20050119.1019-CE32
E13	DAVYZW_20050119.1019-E1
E14	DAVYZW_20050119.1019-E2
E15	DAVYZW_20050119.1019-E3
E57	DAVYZW_20050119.1019-E4
E16	DAVYZW_20050119.1019-E5
E17	DAVYZW_20050119.1019-E6
E18	DAVYZW_20050119.1019-E7
E19	DAVYZW_20050119.1019-E8
E20	DAVYZW_20050119.1019-E9
E21	DAVYZW_20050119.1019-E10
E22	DAVYZW_20050119.1019-E11
E39	DAVYZW_20050119.1019-E12
E24	DAVYZW_20050119.1019-E13
E25	DAVYZW_20050119.1019-E14
E26	DAVYZW_20050119.1019-E15
E27	DAVYZW_20050119.1019-E16
E28	DAVYZW_20050119.1019-E17
E29	DAVYZW_20050119.1019-E18
E30	DAVYZW_20050119.1019-E19
E1	DAVYZW_20050119.1019-E20
E31	DAVYZW_20050119.1019-E21
E32	DAVYZW_20050119.1019-E22
E33	DAVYZW_20050119.1019-E23
E36	DAVYZW_20050119.1019-E24
E41	DAVYZW_20050119.1019-E25
E42	DAVYZW_20050119.1019-E26
E43	DAVYZW_20050119.1019-E27
E45	DAVYZW_20050119.1019-E28
E53	DAVYZW_20050119.1019-E29
E55	DAVYZW_20050119.1019-E30
E3	DAVYZW_20050119.1019-E31
E4	DAVYZW_20050119.1019-E32
E38	DAVYZW_20050119.1019-E33
E6	DAVYZW_20050119.1019-E34
E7	DAVYZW_20050119.1019-E35
E56	DAVYZW_20050119.1019-E36
E10	DAVYZW_20050119.1019-E37
E11	DAVYZW_20050119.1019-E38
E12	DAVYZW_20050119.1019-E39
EM1	DAVYZW_20050119.1019-E20-1
EM20	DAVYZW_20050119.1019-E39-2
EM17	DAVYZW_20050119.1019-E1-3
EM18	DAVYZW_20050119.1019-E32-4
EM21	DAVYZW_20050119.1019-E2-5
EM23	DAVYZW_20050119.1019-E35-6
EM24	DAVYZW_20050119.1019-E32-7
EM25	DAVYZW_20050119.1019-E3-8
EM26	DAVYZW_20050119.1019-E35-9
EM27	DAVYZW_20050119.1019-E5-10
EM28	DAVYZW_20050119.1019-E6-11
EM29	DAVYZW_20050119.1019-E32-12
EM30	DAVYZW_20050119.1019-E35-13
EM31	DAVYZW_20050119.1019-E35-14
EM32	DAVYZW_20050119.1019-E7-15
EM36	DAVYZW_20050119.1019-E7-16
EM33	DAVYZW_20050119.1019-E8-17
EM34	DAVYZW_20050119.1019-E5-18
EM35	DAVYZW_20050119.1019-E9-19
EM37	DAVYZW_20050119.1019-E39-20
EM38	DAVYZW_20050119.1019-E32-21
EM39	DAVYZW_20050119.1019-E34-22
EM40	DAVYZW_20050119.1019-E28-23
EM41	DAVYZW_20050119.1019-E10-24
EM42	DAVYZW_20050119.1019-E39-25
EM43	DAVYZW_20050119.1019-E32-26
EM44	DAVYZW_20050119.1019-E34-27
EM45	DAVYZW_20050119.1019-E11-28
EM46	DAVYZW_20050119.1019-E11-29
EM48	DAVYZW_20050119.1019-E32-30
EM49	DAVYZW_20050119.1019-E34-31
EM50	DAVYZW_20050119.1019-E13-32
EM54	DAVYZW_20050119.1019-E13-33
EM51	DAVYZW_20050119.1019-E14-34
EM53	DAVYZW_20050119.1019-E15-35
EM52	DAVYZW_20050119.1019-E16-36
EM56	DAVYZW_20050119.1019-E16-37
EM57	DAVYZW_20050119.1019-E34-38
EM58	DAVYZW_20050119.1019-E17-39
EM59	DAVYZW_20050119.1019-E18-40
EM60	DAVYZW_20050119.1019-E19-41
