CE7	LIUYIFENG_20050111.0924-CE1
CE9	LIUYIFENG_20050111.0924-CE2
CE11	LIUYIFENG_20050111.0924-CE3
CE12	LIUYIFENG_20050111.0924-CE4
CE13	LIUYIFENG_20050111.0924-CE5
CE14	LIUYIFENG_20050111.0924-CE6
CE16	LIUYIFENG_20050111.0924-CE7
CE19	LIUYIFENG_20050111.0924-CE8
CE20	LIUYIFENG_20050111.0924-CE9
CE21	LIUYIFENG_20050111.0924-CE10
CE1	LIUYIFENG_20050111.0924-CE11
CE22	LIUYIFENG_20050111.0924-CE12
CE24	LIUYIFENG_20050111.0924-CE13
CE26	LIUYIFENG_20050111.0924-CE14
CE27	LIUYIFENG_20050111.0924-CE15
CE28	LIUYIFENG_20050111.0924-CE16
CE29	LIUYIFENG_20050111.0924-CE17
CE25	LIUYIFENG_20050111.0924-CE18
CE30	LIUYIFENG_20050111.0924-CE19
CE31	LIUYIFENG_20050111.0924-CE20
CE32	LIUYIFENG_20050111.0924-CE21
CE34	LIUYIFENG_20050111.0924-CE22
CE33	LIUYIFENG_20050111.0924-CE23
CE35	LIUYIFENG_20050111.0924-CE24
CE36	LIUYIFENG_20050111.0924-CE25
CE2	LIUYIFENG_20050111.0924-CE26
CE17	LIUYIFENG_20050111.0924-CE27
CE18	LIUYIFENG_20050111.0924-CE28
CE15	LIUYIFENG_20050111.0924-CE29
CE23	LIUYIFENG_20050111.0924-CE30
CE37	LIUYIFENG_20050111.0924-CE31
CE3	LIUYIFENG_20050111.0924-CE32
CE4	LIUYIFENG_20050111.0924-CE33
CE5	LIUYIFENG_20050111.0924-CE34
CE6	LIUYIFENG_20050111.0924-CE35
CE10	LIUYIFENG_20050111.0924-CE36
CE8	LIUYIFENG_20050111.0924-CE37
E13	LIUYIFENG_20050111.0924-E1
E14	LIUYIFENG_20050111.0924-E2
E15	LIUYIFENG_20050111.0924-E3
E16	LIUYIFENG_20050111.0924-E4
E18	LIUYIFENG_20050111.0924-E5
E19	LIUYIFENG_20050111.0924-E6
E20	LIUYIFENG_20050111.0924-E7
E21	LIUYIFENG_20050111.0924-E8
E22	LIUYIFENG_20050111.0924-E9
