CE12	LIUYIFENG_20050126.0949-CE1
CE10	LIUYIFENG_20050126.0949-CE2
CE13	LIUYIFENG_20050126.0949-CE3
CE14	LIUYIFENG_20050126.0949-CE4
CE15	LIUYIFENG_20050126.0949-CE5
CE16	LIUYIFENG_20050126.0949-CE6
CE17	LIUYIFENG_20050126.0949-CE7
CE19	LIUYIFENG_20050126.0949-CE8
CE18	LIUYIFENG_20050126.0949-CE9
CE1	LIUYIFENG_20050126.0949-CE10
CE2	LIUYIFENG_20050126.0949-CE11
CE3	LIUYIFENG_20050126.0949-CE12
CE4	LIUYIFENG_20050126.0949-CE13
CE5	LIUYIFENG_20050126.0949-CE14
CE6	LIUYIFENG_20050126.0949-CE15
CE7	LIUYIFENG_20050126.0949-CE16
CE9	LIUYIFENG_20050126.0949-CE17
CE8	LIUYIFENG_20050126.0949-CE18
CE11	LIUYIFENG_20050126.0949-CE19
E13	LIUYIFENG_20050126.0949-E1
E14	LIUYIFENG_20050126.0949-E2
E15	LIUYIFENG_20050126.0949-E3
E16	LIUYIFENG_20050126.0949-E4
E17	LIUYIFENG_20050126.0949-E5
E18	LIUYIFENG_20050126.0949-E6
E19	LIUYIFENG_20050126.0949-E7
E20	LIUYIFENG_20050126.0949-E8
E21	LIUYIFENG_20050126.0949-E9
E22	LIUYIFENG_20050126.0949-E10
E1	LIUYIFENG_20050126.0949-E11
E2	LIUYIFENG_20050126.0949-E12
E3	LIUYIFENG_20050126.0949-E13
E5	LIUYIFENG_20050126.0949-E14
E6	LIUYIFENG_20050126.0949-E15
E7	LIUYIFENG_20050126.0949-E16
E8	LIUYIFENG_20050126.0949-E17
E9	LIUYIFENG_20050126.0949-E18
E11	LIUYIFENG_20050126.0949-E19
E12	LIUYIFENG_20050126.0949-E20
EM2	LIUYIFENG_20050126.0949-E11-1
EM18	LIUYIFENG_20050126.0949-E16-2
EM20	LIUYIFENG_20050126.0949-E1-3
EM21	LIUYIFENG_20050126.0949-E13-4
EM22	LIUYIFENG_20050126.0949-E11-5
EM23	LIUYIFENG_20050126.0949-E11-6
EM24	LIUYIFENG_20050126.0949-E11-7
EM25	LIUYIFENG_20050126.0949-E11-8
EM26	LIUYIFENG_20050126.0949-E11-9
EM27	LIUYIFENG_20050126.0949-E2-10
EM28	LIUYIFENG_20050126.0949-E11-11
EM29	LIUYIFENG_20050126.0949-E11-12
EM30	LIUYIFENG_20050126.0949-E3-13
EM31	LIUYIFENG_20050126.0949-E11-14
EM32	LIUYIFENG_20050126.0949-E4-15
EM33	LIUYIFENG_20050126.0949-E11-16
EM34	LIUYIFENG_20050126.0949-E5-17
EM35	LIUYIFENG_20050126.0949-E11-18
EM36	LIUYIFENG_20050126.0949-E6-19
EM37	LIUYIFENG_20050126.0949-E6-20
EM38	LIUYIFENG_20050126.0949-E7-21
EM39	LIUYIFENG_20050126.0949-E8-22
EM40	LIUYIFENG_20050126.0949-E9-23
EM1	LIUYIFENG_20050126.0949-E10-24
EM5	LIUYIFENG_20050126.0949-E11-25
EM3	LIUYIFENG_20050126.0949-E12-26
EM4	LIUYIFENG_20050126.0949-E13-27
EM6	LIUYIFENG_20050126.0949-E14-28
EM7	LIUYIFENG_20050126.0949-E15-29
EM8	LIUYIFENG_20050126.0949-E16-30
EM9	LIUYIFENG_20050126.0949-E17-31
EM11	LIUYIFENG_20050126.0949-E18-32
EM12	LIUYIFENG_20050126.0949-E13-33
EM10	LIUYIFENG_20050126.0949-E19-34
EM13	LIUYIFENG_20050126.0949-E16-35
EM14	LIUYIFENG_20050126.0949-E2-36
EM15	LIUYIFENG_20050126.0949-E20-37
EM16	LIUYIFENG_20050126.0949-E11-38
EM17	LIUYIFENG_20050126.0949-E11-39
EM19	LIUYIFENG_20050126.0949-E14-40
R1	LIUYIFENG_20050126.0949-R1
R3	LIUYIFENG_20050126.0949-R2
R4	LIUYIFENG_20050126.0949-R3
R5	LIUYIFENG_20050126.0949-R4
R6	LIUYIFENG_20050126.0949-R5
R7	LIUYIFENG_20050126.0949-R6
R8	LIUYIFENG_20050126.0949-R7
R2	LIUYIFENG_20050126.0949-R8
R9	LIUYIFENG_20050126.0949-R9
R10	LIUYIFENG_20050126.0949-R10
R11	LIUYIFENG_20050126.0949-R11
R12	LIUYIFENG_20050126.0949-R12
R13	LIUYIFENG_20050126.0949-R13
R14	LIUYIFENG_20050126.0949-R14
RM1	LIUYIFENG_20050126.0949-R1-1
RM3	LIUYIFENG_20050126.0949-R2-1
RM8	LIUYIFENG_20050126.0949-R7-1
RM4	LIUYIFENG_20050126.0949-R3-1
RM5	LIUYIFENG_20050126.0949-R4-1
RM6	LIUYIFENG_20050126.0949-R5-1
RM7	LIUYIFENG_20050126.0949-R6-1
RM2	LIUYIFENG_20050126.0949-R8-1
RM9	LIUYIFENG_20050126.0949-R3-2
RM10	LIUYIFENG_20050126.0949-R10-1
RM11	LIUYIFENG_20050126.0949-R11-1
RM12	LIUYIFENG_20050126.0949-R12-1
RM13	LIUYIFENG_20050126.0949-R13-1
RM14	LIUYIFENG_20050126.0949-R14-1
V2	LIUYIFENG_20050126.0949-EV1
V3	LIUYIFENG_20050126.0949-EV2
V4	LIUYIFENG_20050126.0949-EV3
V5	LIUYIFENG_20050126.0949-EV4
VM2	LIUYIFENG_20050126.0949-EV1-1
VM3	LIUYIFENG_20050126.0949-EV2-1
VM4	LIUYIFENG_20050126.0949-EV3-1
VM5	LIUYIFENG_20050126.0949-EV4-1
Q1	LIUYIFENG_20050126.0949-T1
Q2	LIUYIFENG_20050126.0949-T2
Q3	LIUYIFENG_20050126.0949-T3
Q4	LIUYIFENG_20050126.0949-T4
Q6	LIUYIFENG_20050126.0949-T5
Q7	LIUYIFENG_20050126.0949-T6
Q8	LIUYIFENG_20050126.0949-T7
Q9	LIUYIFENG_20050126.0949-T8
Q10	LIUYIFENG_20050126.0949-T9
Q11	LIUYIFENG_20050126.0949-T10
