CE14	GLOVEBX_20050109.2334-CE1
CE15	GLOVEBX_20050109.2334-CE2
CE16	GLOVEBX_20050109.2334-CE3
CE17	GLOVEBX_20050109.2334-CE4
CE19	GLOVEBX_20050109.2334-CE5
CE20	GLOVEBX_20050109.2334-CE6
CE21	GLOVEBX_20050109.2334-CE7
CE23	GLOVEBX_20050109.2334-CE8
CE6	GLOVEBX_20050109.2334-CE9
CE18	GLOVEBX_20050109.2334-CE10
CE22	GLOVEBX_20050109.2334-CE11
CE2	GLOVEBX_20050109.2334-CE12
CE1	GLOVEBX_20050109.2334-CE13
CE3	GLOVEBX_20050109.2334-CE14
CE4	GLOVEBX_20050109.2334-CE15
CE5	GLOVEBX_20050109.2334-CE16
CE7	GLOVEBX_20050109.2334-CE17
CE8	GLOVEBX_20050109.2334-CE18
CE9	GLOVEBX_20050109.2334-CE19
CE10	GLOVEBX_20050109.2334-CE20
CE11	GLOVEBX_20050109.2334-CE21
CE12	GLOVEBX_20050109.2334-CE22
CE13	GLOVEBX_20050109.2334-CE23
E14	GLOVEBX_20050109.2334-E1
E15	GLOVEBX_20050109.2334-E2
E16	GLOVEBX_20050109.2334-E3
E19	GLOVEBX_20050109.2334-E4
E21	GLOVEBX_20050109.2334-E5
E22	GLOVEBX_20050109.2334-E6
E23	GLOVEBX_20050109.2334-E7
E25	GLOVEBX_20050109.2334-E8
E1	GLOVEBX_20050109.2334-E9
E28	GLOVEBX_20050109.2334-E10
E30	GLOVEBX_20050109.2334-E11
E31	GLOVEBX_20050109.2334-E12
E2	GLOVEBX_20050109.2334-E13
E3	GLOVEBX_20050109.2334-E14
E4	GLOVEBX_20050109.2334-E15
E6	GLOVEBX_20050109.2334-E16
E7	GLOVEBX_20050109.2334-E17
E8	GLOVEBX_20050109.2334-E18
E9	GLOVEBX_20050109.2334-E19
E10	GLOVEBX_20050109.2334-E20
E11	GLOVEBX_20050109.2334-E21
E12	GLOVEBX_20050109.2334-E22
E13	GLOVEBX_20050109.2334-E23
EM2	GLOVEBX_20050109.2334-E9-1
EM18	GLOVEBX_20050109.2334-E1-2
EM19	GLOVEBX_20050109.2334-E23-3
EM20	GLOVEBX_20050109.2334-E23-4
EM21	GLOVEBX_20050109.2334-E2-5
EM22	GLOVEBX_20050109.2334-E3-6
EM23	GLOVEBX_20050109.2334-E2-7
EM24	GLOVEBX_20050109.2334-E3-8
EM25	GLOVEBX_20050109.2334-E2-9
EM26	GLOVEBX_20050109.2334-E13-10
EM27	GLOVEBX_20050109.2334-E9-11
EM28	GLOVEBX_20050109.2334-E4-12
EM29	GLOVEBX_20050109.2334-E2-13
EM30	GLOVEBX_20050109.2334-E9-14
EM32	GLOVEBX_20050109.2334-E15-15
EM33	GLOVEBX_20050109.2334-E15-16
EM34	GLOVEBX_20050109.2334-E13-17
