CE8	DAVYZW_20050125.1704-CE1
CE9	DAVYZW_20050125.1704-CE2
CE10	DAVYZW_20050125.1704-CE3
CE11	DAVYZW_20050125.1704-CE4
CE12	DAVYZW_20050125.1704-CE5
CE13	DAVYZW_20050125.1704-CE6
CE14	DAVYZW_20050125.1704-CE7
CE15	DAVYZW_20050125.1704-CE8
CE16	DAVYZW_20050125.1704-CE9
CE17	DAVYZW_20050125.1704-CE10
CE18	DAVYZW_20050125.1704-CE11
CE19	DAVYZW_20050125.1704-CE12
CE20	DAVYZW_20050125.1704-CE13
CE1	DAVYZW_20050125.1704-CE14
CE2	DAVYZW_20050125.1704-CE15
CE3	DAVYZW_20050125.1704-CE16
CE7	DAVYZW_20050125.1704-CE17
CE4	DAVYZW_20050125.1704-CE18
CE6	DAVYZW_20050125.1704-CE19
CE5	DAVYZW_20050125.1704-CE20
E13	DAVYZW_20050125.1704-E1
E14	DAVYZW_20050125.1704-E2
E15	DAVYZW_20050125.1704-E3
E16	DAVYZW_20050125.1704-E4
E17	DAVYZW_20050125.1704-E5
E20	DAVYZW_20050125.1704-E6
E21	DAVYZW_20050125.1704-E7
E22	DAVYZW_20050125.1704-E8
E23	DAVYZW_20050125.1704-E9
E1	DAVYZW_20050125.1704-E10
E24	DAVYZW_20050125.1704-E11
E26	DAVYZW_20050125.1704-E12
E27	DAVYZW_20050125.1704-E13
E28	DAVYZW_20050125.1704-E14
E2	DAVYZW_20050125.1704-E15
E31	DAVYZW_20050125.1704-E16
E3	DAVYZW_20050125.1704-E17
E4	DAVYZW_20050125.1704-E18
E5	DAVYZW_20050125.1704-E19
E6	DAVYZW_20050125.1704-E20
E7	DAVYZW_20050125.1704-E21
E11	DAVYZW_20050125.1704-E22
EM1	DAVYZW_20050125.1704-E10-1
EM14	DAVYZW_20050125.1704-E1-2
EM16	DAVYZW_20050125.1704-E19-3
EM18	DAVYZW_20050125.1704-E17-4
EM42	DAVYZW_20050125.1704-E17-5
EM19	DAVYZW_20050125.1704-E2-6
EM20	DAVYZW_20050125.1704-E22-7
EM21	DAVYZW_20050125.1704-E19-8
EM22	DAVYZW_20050125.1704-E22-9
EM23	DAVYZW_20050125.1704-E19-10
EM24	DAVYZW_20050125.1704-E19-11
EM25	DAVYZW_20050125.1704-E3-12
EM26	DAVYZW_20050125.1704-E20-13
EM27	DAVYZW_20050125.1704-E4-14
EM28	DAVYZW_20050125.1704-E22-15
EM34	DAVYZW_20050125.1704-E5-16
EM29	DAVYZW_20050125.1704-E19-17
EM30	DAVYZW_20050125.1704-E22-18
EM31	DAVYZW_20050125.1704-E19-19
EM32	DAVYZW_20050125.1704-E20-20
EM33	DAVYZW_20050125.1704-E22-21
EM36	DAVYZW_20050125.1704-E17-22
EM43	DAVYZW_20050125.1704-E6-23
EM37	DAVYZW_20050125.1704-E19-24
EM38	DAVYZW_20050125.1704-E19-25
EM39	DAVYZW_20050125.1704-E15-26
EM40	DAVYZW_20050125.1704-E17-27
EM44	DAVYZW_20050125.1704-E7-28
EM41	DAVYZW_20050125.1704-E22-29
EM46	DAVYZW_20050125.1704-E20-30
EM45	DAVYZW_20050125.1704-E17-31
EM47	DAVYZW_20050125.1704-E8-32
EM48	DAVYZW_20050125.1704-E22-33
EM49	DAVYZW_20050125.1704-E9-34
EM50	DAVYZW_20050125.1704-E17-35
EM51	DAVYZW_20050125.1704-E11-36
EM53	DAVYZW_20050125.1704-E20-37
EM54	DAVYZW_20050125.1704-E12-38
EM55	DAVYZW_20050125.1704-E13-39
EM56	DAVYZW_20050125.1704-E14-40
EM58	DAVYZW_20050125.1704-E13-41
EM57	DAVYZW_20050125.1704-E20-42
EM60	DAVYZW_20050125.1704-E13-43
EM61	DAVYZW_20050125.1704-E13-44
EM62	DAVYZW_20050125.1704-E19-45
EM2	DAVYZW_20050125.1704-E15-46
EM9	DAVYZW_20050125.1704-E18-47
EM15	DAVYZW_20050125.1704-E1-48
EM17	DAVYZW_20050125.1704-E22-49
EM59	DAVYZW_20050125.1704-E13-50
EM52	DAVYZW_20050125.1704-E17-51
EM7	DAVYZW_20050125.1704-E16-52
EM3	DAVYZW_20050125.1704-E17-53
EM35	DAVYZW_20050125.1704-E15-54
EM4	DAVYZW_20050125.1704-E19-55
EM5	DAVYZW_20050125.1704-E21-56
EM6	DAVYZW_20050125.1704-E19-57
EM8	DAVYZW_20050125.1704-E20-58
EM10	DAVYZW_20050125.1704-E18-59
EM11	DAVYZW_20050125.1704-E19-60
EM12	DAVYZW_20050125.1704-E17-61
EM13	DAVYZW_20050125.1704-E22-62
R4	DAVYZW_20050125.1704-R1
R5	DAVYZW_20050125.1704-R2
R6	DAVYZW_20050125.1704-R3
R7	DAVYZW_20050125.1704-R4
R3	DAVYZW_20050125.1704-R5
R1	DAVYZW_20050125.1704-R6
R2	DAVYZW_20050125.1704-R7
RM4	DAVYZW_20050125.1704-R1-1
RM5	DAVYZW_20050125.1704-R2-1
RM6	DAVYZW_20050125.1704-R3-1
RM7	DAVYZW_20050125.1704-R4-1
RM3	DAVYZW_20050125.1704-R5-1
RM1	DAVYZW_20050125.1704-R6-1
RM2	DAVYZW_20050125.1704-R7-1
V1	DAVYZW_20050125.1704-EV1
V4	DAVYZW_20050125.1704-EV2
V3	DAVYZW_20050125.1704-EV3
V2	DAVYZW_20050125.1704-EV4
V5	DAVYZW_20050125.1704-EV5
VM1	DAVYZW_20050125.1704-EV1-1
VM2	DAVYZW_20050125.1704-EV1-2
VM5	DAVYZW_20050125.1704-EV2-1
VM4	DAVYZW_20050125.1704-EV3-1
VM9	DAVYZW_20050125.1704-EV1-3
VM8	DAVYZW_20050125.1704-EV1-4
VM3	DAVYZW_20050125.1704-EV4-1
VM7	DAVYZW_20050125.1704-EV4-2
VM6	DAVYZW_20050125.1704-EV5-1
Q1	DAVYZW_20050125.1704-T1
Q3	DAVYZW_20050125.1704-T2
Q4	DAVYZW_20050125.1704-T3
Q5	DAVYZW_20050125.1704-T4
Q7	DAVYZW_20050125.1704-T5
Q8	DAVYZW_20050125.1704-T6
Q9	DAVYZW_20050125.1704-V1
Q10	DAVYZW_20050125.1704-T7
Q11	DAVYZW_20050125.1704-V2
Q12	DAVYZW_20050125.1704-V3
Q13	DAVYZW_20050125.1704-T8
Q15	DAVYZW_20050125.1704-V4
Q16	DAVYZW_20050125.1704-V5
Q17	DAVYZW_20050125.1704-V6
Q18	DAVYZW_20050125.1704-T9
Q2	DAVYZW_20050125.1704-T10
Q6	DAVYZW_20050125.1704-V7
Q14	DAVYZW_20050125.1704-T11
Q19	DAVYZW_20050125.1704-V8
QM9	DAVYZW_20050125.1704-V1-1
QM11	DAVYZW_20050125.1704-V2-1
QM12	DAVYZW_20050125.1704-V3-1
QM15	DAVYZW_20050125.1704-V4-1
QM16	DAVYZW_20050125.1704-V5-1
QM17	DAVYZW_20050125.1704-V6-1
QM6	DAVYZW_20050125.1704-V7-1
QM19	DAVYZW_20050125.1704-V8-1
