CE5	NJWSL_20041204.1404-CE1
CE6	NJWSL_20041204.1404-CE2
CE8	NJWSL_20041204.1404-CE3
CE7	NJWSL_20041204.1404-CE4
CE1	NJWSL_20041204.1404-CE5
CE2	NJWSL_20041204.1404-CE6
CE3	NJWSL_20041204.1404-CE7
CE4	NJWSL_20041204.1404-CE8
E12	NJWSL_20041204.1404-E1
E13	NJWSL_20041204.1404-E2
E15	NJWSL_20041204.1404-E3
E19	NJWSL_20041204.1404-E4
E1	NJWSL_20041204.1404-E5
E16	NJWSL_20041204.1404-E6
E5	NJWSL_20041204.1404-E7
E6	NJWSL_20041204.1404-E8
E11	NJWSL_20041204.1404-E9
EM1	NJWSL_20041204.1404-E5-1
EM12	NJWSL_20041204.1404-E9-2
EM14	NJWSL_20041204.1404-E9-3
EM15	NJWSL_20041204.1404-E9-4
EM16	NJWSL_20041204.1404-E5-5
EM17	NJWSL_20041204.1404-E1-6
EM18	NJWSL_20041204.1404-E5-7
EM20	NJWSL_20041204.1404-E5-8
EM21	NJWSL_20041204.1404-E5-9
EM22	NJWSL_20041204.1404-E5-10
EM23	NJWSL_20041204.1404-E9-11
EM24	NJWSL_20041204.1404-E2-12
EM26	NJWSL_20041204.1404-E5-13
EM27	NJWSL_20041204.1404-E5-14
EM28	NJWSL_20041204.1404-E6-15
EM29	NJWSL_20041204.1404-E3-16
EM30	NJWSL_20041204.1404-E9-17
EM31	NJWSL_20041204.1404-E9-18
EM32	NJWSL_20041204.1404-E5-19
EM33	NJWSL_20041204.1404-E5-20
EM25	NJWSL_20041204.1404-E4-21
EM35	NJWSL_20041204.1404-E4-22
EM34	NJWSL_20041204.1404-E6-23
EM3	NJWSL_20041204.1404-E6-24
EM13	NJWSL_20041204.1404-E9-25
EM5	NJWSL_20041204.1404-E5-26
EM7	NJWSL_20041204.1404-E7-27
EM8	NJWSL_20041204.1404-E5-28
EM9	NJWSL_20041204.1404-E8-29
EM10	NJWSL_20041204.1404-E5-30
EM19	NJWSL_20041204.1404-E6-31
EM4	NJWSL_20041204.1404-E5-32
EM2	NJWSL_20041204.1404-E5-33
EM6	NJWSL_20041204.1404-E5-34
EM11	NJWSL_20041204.1404-E9-35
R2	NJWSL_20041204.1404-R1
R8	NJWSL_20041204.1404-R2
R3	NJWSL_20041204.1404-R3
R4	NJWSL_20041204.1404-R4
R5	NJWSL_20041204.1404-R5
R6	NJWSL_20041204.1404-R6
R7	NJWSL_20041204.1404-R7
R9	NJWSL_20041204.1404-R8
R1	NJWSL_20041204.1404-R9
R10	NJWSL_20041204.1404-R10
RM2	NJWSL_20041204.1404-R1-1
RM8	NJWSL_20041204.1404-R2-1
RM4	NJWSL_20041204.1404-R4-1
RM3	NJWSL_20041204.1404-R3-1
RM5	NJWSL_20041204.1404-R5-1
RM6	NJWSL_20041204.1404-R6-1
RM7	NJWSL_20041204.1404-R7-1
RM9	NJWSL_20041204.1404-R8-1
RM1	NJWSL_20041204.1404-R8-2
RM10	NJWSL_20041204.1404-R8-3
V1	NJWSL_20041204.1404-EV1
V2	NJWSL_20041204.1404-EV2
VM1	NJWSL_20041204.1404-EV1-1
VM2	NJWSL_20041204.1404-EV2-1
VM3	NJWSL_20041204.1404-EV2-2
Q1	NJWSL_20041204.1404-T1
Q2	NJWSL_20041204.1404-T2
Q3	NJWSL_20041204.1404-T3
Q4	NJWSL_20041204.1404-T4
Q5	NJWSL_20041204.1404-T5
Q6	NJWSL_20041204.1404-T6
Q7	NJWSL_20041204.1404-T7
