CE8	DAVYZW_20041227.1255-CE1
CE9	DAVYZW_20041227.1255-CE2
CE10	DAVYZW_20041227.1255-CE3
CE11	DAVYZW_20041227.1255-CE4
CE12	DAVYZW_20041227.1255-CE5
CE13	DAVYZW_20041227.1255-CE6
CE14	DAVYZW_20041227.1255-CE7
CE15	DAVYZW_20041227.1255-CE8
CE16	DAVYZW_20041227.1255-CE9
CE17	DAVYZW_20041227.1255-CE10
CE18	DAVYZW_20041227.1255-CE11
CE19	DAVYZW_20041227.1255-CE12
CE20	DAVYZW_20041227.1255-CE13
CE21	DAVYZW_20041227.1255-CE14
CE22	DAVYZW_20041227.1255-CE15
CE24	DAVYZW_20041227.1255-CE16
CE25	DAVYZW_20041227.1255-CE17
CE26	DAVYZW_20041227.1255-CE18
CE27	DAVYZW_20041227.1255-CE19
CE28	DAVYZW_20041227.1255-CE20
CE1	DAVYZW_20041227.1255-CE21
CE3	DAVYZW_20041227.1255-CE22
CE2	DAVYZW_20041227.1255-CE23
CE4	DAVYZW_20041227.1255-CE24
CE5	DAVYZW_20041227.1255-CE25
CE6	DAVYZW_20041227.1255-CE26
CE7	DAVYZW_20041227.1255-CE27
CE23	DAVYZW_20041227.1255-CE28
E10	DAVYZW_20041227.1255-E1
E12	DAVYZW_20041227.1255-E2
E13	DAVYZW_20041227.1255-E3
E14	DAVYZW_20041227.1255-E4
E15	DAVYZW_20041227.1255-E5
E16	DAVYZW_20041227.1255-E6
E17	DAVYZW_20041227.1255-E7
E18	DAVYZW_20041227.1255-E8
E19	DAVYZW_20041227.1255-E9
E20	DAVYZW_20041227.1255-E10
E21	DAVYZW_20041227.1255-E11
E22	DAVYZW_20041227.1255-E12
E23	DAVYZW_20041227.1255-E13
E25	DAVYZW_20041227.1255-E14
E26	DAVYZW_20041227.1255-E15
E27	DAVYZW_20041227.1255-E16
E1	DAVYZW_20041227.1255-E17
E28	DAVYZW_20041227.1255-E18
E30	DAVYZW_20041227.1255-E19
E31	DAVYZW_20041227.1255-E20
E32	DAVYZW_20041227.1255-E21
E33	DAVYZW_20041227.1255-E22
E34	DAVYZW_20041227.1255-E23
E35	DAVYZW_20041227.1255-E24
E37	DAVYZW_20041227.1255-E25
E2	DAVYZW_20041227.1255-E26
E3	DAVYZW_20041227.1255-E27
E4	DAVYZW_20041227.1255-E28
E5	DAVYZW_20041227.1255-E29
E6	DAVYZW_20041227.1255-E30
E7	DAVYZW_20041227.1255-E31
E38	DAVYZW_20041227.1255-E32
E9	DAVYZW_20041227.1255-E33
EM1	DAVYZW_20041227.1255-E17-1
EM21	DAVYZW_20041227.1255-E26-2
EM22	DAVYZW_20041227.1255-E26-3
EM23	DAVYZW_20041227.1255-E1-4
EM24	DAVYZW_20041227.1255-E27-5
EM25	DAVYZW_20041227.1255-E28-6
EM85	DAVYZW_20041227.1255-E24-7
EM26	DAVYZW_20041227.1255-E28-8
EM27	DAVYZW_20041227.1255-E2-9
EM28	DAVYZW_20041227.1255-E2-10
EM29	DAVYZW_20041227.1255-E3-11
EM30	DAVYZW_20041227.1255-E4-12
EM31	DAVYZW_20041227.1255-E2-13
