CE12	GLOVEBX_20041205.0542-CE1
CE13	GLOVEBX_20041205.0542-CE2
CE14	GLOVEBX_20041205.0542-CE3
CE15	GLOVEBX_20041205.0542-CE4
CE16	GLOVEBX_20041205.0542-CE5
CE17	GLOVEBX_20041205.0542-CE6
CE18	GLOVEBX_20041205.0542-CE7
CE19	GLOVEBX_20041205.0542-CE8
CE20	GLOVEBX_20041205.0542-CE9
CE21	GLOVEBX_20041205.0542-CE10
CE22	GLOVEBX_20041205.0542-CE11
CE23	GLOVEBX_20041205.0542-CE12
CE24	GLOVEBX_20041205.0542-CE13
CE29	GLOVEBX_20041205.0542-CE14
CE25	GLOVEBX_20041205.0542-CE15
CE27	GLOVEBX_20041205.0542-CE16
CE26	GLOVEBX_20041205.0542-CE17
CE28	GLOVEBX_20041205.0542-CE18
CE2	GLOVEBX_20041205.0542-CE19
CE3	GLOVEBX_20041205.0542-CE20
CE4	GLOVEBX_20041205.0542-CE21
CE5	GLOVEBX_20041205.0542-CE22
CE1	GLOVEBX_20041205.0542-CE23
CE6	GLOVEBX_20041205.0542-CE24
CE7	GLOVEBX_20041205.0542-CE25
CE8	GLOVEBX_20041205.0542-CE26
CE9	GLOVEBX_20041205.0542-CE27
CE10	GLOVEBX_20041205.0542-CE28
CE11	GLOVEBX_20041205.0542-CE29
E14	GLOVEBX_20041205.0542-E1
E15	GLOVEBX_20041205.0542-E2
E16	GLOVEBX_20041205.0542-E3
E17	GLOVEBX_20041205.0542-E4
E48	GLOVEBX_20041205.0542-E5
E18	GLOVEBX_20041205.0542-E6
E46	GLOVEBX_20041205.0542-E7
E21	GLOVEBX_20041205.0542-E8
E22	GLOVEBX_20041205.0542-E9
E23	GLOVEBX_20041205.0542-E10
E24	GLOVEBX_20041205.0542-E11
E25	GLOVEBX_20041205.0542-E12
E28	GLOVEBX_20041205.0542-E13
E29	GLOVEBX_20041205.0542-E14
E30	GLOVEBX_20041205.0542-E15
E31	GLOVEBX_20041205.0542-E16
E1	GLOVEBX_20041205.0542-E17
E33	GLOVEBX_20041205.0542-E18
E35	GLOVEBX_20041205.0542-E19
E36	GLOVEBX_20041205.0542-E20
E37	GLOVEBX_20041205.0542-E21
E49	GLOVEBX_20041205.0542-E22
E50	GLOVEBX_20041205.0542-E23
E2	GLOVEBX_20041205.0542-E24
E4	GLOVEBX_20041205.0542-E25
E5	GLOVEBX_20041205.0542-E26
E6	GLOVEBX_20041205.0542-E27
E7	GLOVEBX_20041205.0542-E28
E8	GLOVEBX_20041205.0542-E29
E9	GLOVEBX_20041205.0542-E30
E10	GLOVEBX_20041205.0542-E31
E11	GLOVEBX_20041205.0542-E32
E12	GLOVEBX_20041205.0542-E33
E13	GLOVEBX_20041205.0542-E34
EM2	GLOVEBX_20041205.0542-E17-1
EM18	GLOVEBX_20041205.0542-E1-2
EM19	GLOVEBX_20041205.0542-E2-3
EM20	GLOVEBX_20041205.0542-E3-4
EM21	GLOVEBX_20041205.0542-E2-5
EM22	GLOVEBX_20041205.0542-E3-6
EM23	GLOVEBX_20041205.0542-E4-7
EM24	GLOVEBX_20041205.0542-E27-8
EM25	GLOVEBX_20041205.0542-E3-9
EM27	GLOVEBX_20041205.0542-E6-10
EM53	GLOVEBX_20041205.0542-E7-11
EM52	GLOVEBX_20041205.0542-E6-12
EM29	GLOVEBX_20041205.0542-E6-13
EM30	GLOVEBX_20041205.0542-E2-14
EM31	GLOVEBX_20041205.0542-E2-15
EM32	GLOVEBX_20041205.0542-E3-16
EM34	GLOVEBX_20041205.0542-E6-17
EM33	GLOVEBX_20041205.0542-E8-18
EM35	GLOVEBX_20041205.0542-E9-19
EM36	GLOVEBX_20041205.0542-E10-20
EM37	GLOVEBX_20041205.0542-E27-21
EM38	GLOVEBX_20041205.0542-E11-22
EM39	GLOVEBX_20041205.0542-E27-23
EM40	GLOVEBX_20041205.0542-E12-24
EM41	GLOVEBX_20041205.0542-E27-25
EM42	GLOVEBX_20041205.0542-E6-26
EM43	GLOVEBX_20041205.0542-E3-27
EM44	GLOVEBX_20041205.0542-E3-28
EM47	GLOVEBX_20041205.0542-E6-29
EM49	GLOVEBX_20041205.0542-E3-30
EM50	GLOVEBX_20041205.0542-E3-31
EM51	GLOVEBX_20041205.0542-E6-32
EM54	GLOVEBX_20041205.0542-E13-33
EM55	GLOVEBX_20041205.0542-E27-34
EM56	GLOVEBX_20041205.0542-E27-35
EM57	GLOVEBX_20041205.0542-E3-36
EM58	GLOVEBX_20041205.0542-E14-37
EM59	GLOVEBX_20041205.0542-E27-38
EM60	GLOVEBX_20041205.0542-E27-39
EM61	GLOVEBX_20041205.0542-E15-40
EM62	GLOVEBX_20041205.0542-E16-41
EM28	GLOVEBX_20041205.0542-E22-42
EM63	GLOVEBX_20041205.0542-E16-43
EM64	GLOVEBX_20041205.0542-E2-44
EM65	GLOVEBX_20041205.0542-E18-45
EM66	GLOVEBX_20041205.0542-E3-46
EM67	GLOVEBX_20041205.0542-E6-47
EM69	GLOVEBX_20041205.0542-E2-48
EM70	GLOVEBX_20041205.0542-E20-49
EM71	GLOVEBX_20041205.0542-E27-50
EM72	GLOVEBX_20041205.0542-E2-51
EM73	GLOVEBX_20041205.0542-E19-52
EM74	GLOVEBX_20041205.0542-E20-53
EM68	GLOVEBX_20041205.0542-E20-54
EM75	GLOVEBX_20041205.0542-E27-55
EM76	GLOVEBX_20041205.0542-E27-56
EM77	GLOVEBX_20041205.0542-E27-57
EM78	GLOVEBX_20041205.0542-E1-58
EM79	GLOVEBX_20041205.0542-E21-59
EM81	GLOVEBX_20041205.0542-E27-60
EM1	GLOVEBX_20041205.0542-E27-61
EM3	GLOVEBX_20041205.0542-E24-62
EM80	GLOVEBX_20041205.0542-E21-63
EM46	GLOVEBX_20041205.0542-E5-64
EM48	GLOVEBX_20041205.0542-E23-65
EM26	GLOVEBX_20041205.0542-E5-66
EM4	GLOVEBX_20041205.0542-E25-67
EM5	GLOVEBX_20041205.0542-E26-68
EM6	GLOVEBX_20041205.0542-E27-69
EM7	GLOVEBX_20041205.0542-E28-70
EM8	GLOVEBX_20041205.0542-E27-71
EM9	GLOVEBX_20041205.0542-E25-72
EM10	GLOVEBX_20041205.0542-E29-73
EM11	GLOVEBX_20041205.0542-E30-74
EM12	GLOVEBX_20041205.0542-E26-75
EM13	GLOVEBX_20041205.0542-E31-76
EM14	GLOVEBX_20041205.0542-E32-77
EM15	GLOVEBX_20041205.0542-E31-78
EM16	GLOVEBX_20041205.0542-E33-79
EM17	GLOVEBX_20041205.0542-E34-80
R9	GLOVEBX_20041205.0542-R1
R10	GLOVEBX_20041205.0542-R2
R2	GLOVEBX_20041205.0542-R3
R1	GLOVEBX_20041205.0542-R4
R3	GLOVEBX_20041205.0542-R5
R4	GLOVEBX_20041205.0542-R6
R6	GLOVEBX_20041205.0542-R7
R7	GLOVEBX_20041205.0542-R8
R5	GLOVEBX_20041205.0542-R9
R12	GLOVEBX_20041205.0542-R10
RM9	GLOVEBX_20041205.0542-R1-1
RM10	GLOVEBX_20041205.0542-R2-1
RM2	GLOVEBX_20041205.0542-R3-1
RM1	GLOVEBX_20041205.0542-R4-1
RM3	GLOVEBX_20041205.0542-R5-1
RM4	GLOVEBX_20041205.0542-R6-1
RM6	GLOVEBX_20041205.0542-R7-1
RM7	GLOVEBX_20041205.0542-R8-1
RM5	GLOVEBX_20041205.0542-R1-2
RM12	GLOVEBX_20041205.0542-R1-3
V1	GLOVEBX_20041205.0542-EV1
V2	GLOVEBX_20041205.0542-EV2
V3	GLOVEBX_20041205.0542-EV3
V4	GLOVEBX_20041205.0542-EV4
V6	GLOVEBX_20041205.0542-EV5
V7	GLOVEBX_20041205.0542-EV6
V5	GLOVEBX_20041205.0542-EV7
V10	GLOVEBX_20041205.0542-EV8
V8	GLOVEBX_20041205.0542-EV9
V9	GLOVEBX_20041205.0542-EV10
V11	GLOVEBX_20041205.0542-EV11
VM1	GLOVEBX_20041205.0542-EV1-1
VM2	GLOVEBX_20041205.0542-EV2-1
VM3	GLOVEBX_20041205.0542-EV3-1
VM5	GLOVEBX_20041205.0542-EV7-1
VM4	GLOVEBX_20041205.0542-EV4-1
VM6	GLOVEBX_20041205.0542-EV5-1
VM7	GLOVEBX_20041205.0542-EV6-1
VM11	GLOVEBX_20041205.0542-EV8-1
VM8	GLOVEBX_20041205.0542-EV9-1
VM9	GLOVEBX_20041205.0542-EV9-2
VM10	GLOVEBX_20041205.0542-EV10-1
VM12	GLOVEBX_20041205.0542-EV11-1
VM13	GLOVEBX_20041205.0542-EV8-2
Q2	GLOVEBX_20041205.0542-T1
Q1	GLOVEBX_20041205.0542-T2
Q3	GLOVEBX_20041205.0542-T3
Q4	GLOVEBX_20041205.0542-T4
Q5	GLOVEBX_20041205.0542-T5
Q6	GLOVEBX_20041205.0542-T6
Q7	GLOVEBX_20041205.0542-T7
Q8	GLOVEBX_20041205.0542-T8
Q9	GLOVEBX_20041205.0542-T9
Q10	GLOVEBX_20041205.0542-T10
Q11	GLOVEBX_20041205.0542-T11
Q12	GLOVEBX_20041205.0542-T12
