CE6	DAVYZW_20041230.1709-CE1
CE12	DAVYZW_20041230.1709-CE2
CE13	DAVYZW_20041230.1709-CE3
CE14	DAVYZW_20041230.1709-CE4
CE15	DAVYZW_20041230.1709-CE5
CE16	DAVYZW_20041230.1709-CE6
CE17	DAVYZW_20041230.1709-CE7
CE2	DAVYZW_20041230.1709-CE8
CE3	DAVYZW_20041230.1709-CE9
CE4	DAVYZW_20041230.1709-CE10
CE5	DAVYZW_20041230.1709-CE11
CE1	DAVYZW_20041230.1709-CE12
CE7	DAVYZW_20041230.1709-CE13
CE8	DAVYZW_20041230.1709-CE14
CE10	DAVYZW_20041230.1709-CE15
CE9	DAVYZW_20041230.1709-CE16
CE11	DAVYZW_20041230.1709-CE17
E12	DAVYZW_20041230.1709-E1
E13	DAVYZW_20041230.1709-E2
E15	DAVYZW_20041230.1709-E3
E16	DAVYZW_20041230.1709-E4
E17	DAVYZW_20041230.1709-E5
E18	DAVYZW_20041230.1709-E6
E19	DAVYZW_20041230.1709-E7
E20	DAVYZW_20041230.1709-E8
E1	DAVYZW_20041230.1709-E9
E2	DAVYZW_20041230.1709-E10
E3	DAVYZW_20041230.1709-E11
E4	DAVYZW_20041230.1709-E12
E5	DAVYZW_20041230.1709-E13
E6	DAVYZW_20041230.1709-E14
E7	DAVYZW_20041230.1709-E15
E8	DAVYZW_20041230.1709-E16
E9	DAVYZW_20041230.1709-E17
E10	DAVYZW_20041230.1709-E18
EM2	DAVYZW_20041230.1709-E9-1
EM7	DAVYZW_20041230.1709-E1-2
EM9	DAVYZW_20041230.1709-E1-3
EM13	DAVYZW_20041230.1709-E1-4
EM17	DAVYZW_20041230.1709-E1-5
EM19	DAVYZW_20041230.1709-E2-6
EM20	DAVYZW_20041230.1709-E2-7
EM21	DAVYZW_20041230.1709-E2-8
EM22	DAVYZW_20041230.1709-E3-9
EM23	DAVYZW_20041230.1709-E3-10
EM24	DAVYZW_20041230.1709-E4-11
EM25	DAVYZW_20041230.1709-E4-12
EM26	DAVYZW_20041230.1709-E5-13
EM27	DAVYZW_20041230.1709-E9-14
EM28	DAVYZW_20041230.1709-E10-15
EM29	DAVYZW_20041230.1709-E9-16
EM30	DAVYZW_20041230.1709-E9-17
EM31	DAVYZW_20041230.1709-E13-18
EM32	DAVYZW_20041230.1709-E9-19
EM33	DAVYZW_20041230.1709-E9-20
EM34	DAVYZW_20041230.1709-E6-21
EM37	DAVYZW_20041230.1709-E6-22
EM35	DAVYZW_20041230.1709-E7-23
EM36	DAVYZW_20041230.1709-E8-24
EM3	DAVYZW_20041230.1709-E10-25
EM4	DAVYZW_20041230.1709-E9-26
EM5	DAVYZW_20041230.1709-E11-27
EM6	DAVYZW_20041230.1709-E12-28
EM8	DAVYZW_20041230.1709-E14-29
EM10	DAVYZW_20041230.1709-E15-30
EM11	DAVYZW_20041230.1709-E16-31
EM12	DAVYZW_20041230.1709-E17-32
EM1	DAVYZW_20041230.1709-E13-33
EM14	DAVYZW_20041230.1709-E15-34
EM15	DAVYZW_20041230.1709-E15-35
EM16	DAVYZW_20041230.1709-E18-36
EM18	DAVYZW_20041230.1709-E14-37
R1	DAVYZW_20041230.1709-R1
R2	DAVYZW_20041230.1709-R2
R3	DAVYZW_20041230.1709-R3
RM1	DAVYZW_20041230.1709-R1-1
RM2	DAVYZW_20041230.1709-R2-1
RM3	DAVYZW_20041230.1709-R3-1
V1	DAVYZW_20041230.1709-EV1
V2	DAVYZW_20041230.1709-EV2
V3	DAVYZW_20041230.1709-EV3
VM1	DAVYZW_20041230.1709-EV1-1
VM2	DAVYZW_20041230.1709-EV2-1
VM3	DAVYZW_20041230.1709-EV3-1
Q1	DAVYZW_20041230.1709-T1
Q2	DAVYZW_20041230.1709-T2
Q3	DAVYZW_20041230.1709-T3
Q5	DAVYZW_20041230.1709-T4
Q6	DAVYZW_20041230.1709-V1
Q7	DAVYZW_20041230.1709-T5
Q8	DAVYZW_20041230.1709-V2
Q9	DAVYZW_20041230.1709-T6
Q10	DAVYZW_20041230.1709-V3
Q11	DAVYZW_20041230.1709-V4
Q12	DAVYZW_20041230.1709-T7
Q13	DAVYZW_20041230.1709-T8
Q14	DAVYZW_20041230.1709-T9
Q15	DAVYZW_20041230.1709-T10
Q16	DAVYZW_20041230.1709-T11
Q4	DAVYZW_20041230.1709-T12
QM6	DAVYZW_20041230.1709-V1-1
QM8	DAVYZW_20041230.1709-V2-1
QM10	DAVYZW_20041230.1709-V3-1
QM11	DAVYZW_20041230.1709-V4-1
