CE9	DAVYZW_20050118.1319-CE1
CE11	DAVYZW_20050118.1319-CE2
CE10	DAVYZW_20050118.1319-CE3
CE12	DAVYZW_20050118.1319-CE4
CE13	DAVYZW_20050118.1319-CE5
CE14	DAVYZW_20050118.1319-CE6
CE16	DAVYZW_20050118.1319-CE7
CE17	DAVYZW_20050118.1319-CE8
CE19	DAVYZW_20050118.1319-CE9
CE18	DAVYZW_20050118.1319-CE10
CE20	DAVYZW_20050118.1319-CE11
CE21	DAVYZW_20050118.1319-CE12
CE22	DAVYZW_20050118.1319-CE13
CE23	DAVYZW_20050118.1319-CE14
CE24	DAVYZW_20050118.1319-CE15
CE25	DAVYZW_20050118.1319-CE16
CE26	DAVYZW_20050118.1319-CE17
CE27	DAVYZW_20050118.1319-CE18
CE28	DAVYZW_20050118.1319-CE19
CE29	DAVYZW_20050118.1319-CE20
CE30	DAVYZW_20050118.1319-CE21
CE31	DAVYZW_20050118.1319-CE22
CE32	DAVYZW_20050118.1319-CE23
CE33	DAVYZW_20050118.1319-CE24
CE15	DAVYZW_20050118.1319-CE25
CE1	DAVYZW_20050118.1319-CE26
CE2	DAVYZW_20050118.1319-CE27
CE3	DAVYZW_20050118.1319-CE28
CE4	DAVYZW_20050118.1319-CE29
CE5	DAVYZW_20050118.1319-CE30
CE7	DAVYZW_20050118.1319-CE31
CE6	DAVYZW_20050118.1319-CE32
CE8	DAVYZW_20050118.1319-CE33
E13	DAVYZW_20050118.1319-E1
E14	DAVYZW_20050118.1319-E2
E15	DAVYZW_20050118.1319-E3
E16	DAVYZW_20050118.1319-E4
E17	DAVYZW_20050118.1319-E5
E18	DAVYZW_20050118.1319-E6
E19	DAVYZW_20050118.1319-E7
E20	DAVYZW_20050118.1319-E8
E21	DAVYZW_20050118.1319-E9
E22	DAVYZW_20050118.1319-E10
E23	DAVYZW_20050118.1319-E11
E24	DAVYZW_20050118.1319-E12
E25	DAVYZW_20050118.1319-E13
E26	DAVYZW_20050118.1319-E14
E27	DAVYZW_20050118.1319-E15
E28	DAVYZW_20050118.1319-E16
E29	DAVYZW_20050118.1319-E17
E30	DAVYZW_20050118.1319-E18
E31	DAVYZW_20050118.1319-E19
E32	DAVYZW_20050118.1319-E20
E39	DAVYZW_20050118.1319-E21
E34	DAVYZW_20050118.1319-E22
E35	DAVYZW_20050118.1319-E23
E36	DAVYZW_20050118.1319-E24
E37	DAVYZW_20050118.1319-E25
E38	DAVYZW_20050118.1319-E26
E2	DAVYZW_20050118.1319-E27
E3	DAVYZW_20050118.1319-E28
E4	DAVYZW_20050118.1319-E29
E5	DAVYZW_20050118.1319-E30
E6	DAVYZW_20050118.1319-E31
E7	DAVYZW_20050118.1319-E32
E8	DAVYZW_20050118.1319-E33
E9	DAVYZW_20050118.1319-E34
E10	DAVYZW_20050118.1319-E35
EM17	DAVYZW_20050118.1319-E1-1
EM18	DAVYZW_20050118.1319-E34-2
EM19	DAVYZW_20050118.1319-E30-3
EM20	DAVYZW_20050118.1319-E2-4
EM21	DAVYZW_20050118.1319-E3-5
EM22	DAVYZW_20050118.1319-E34-6
EM23	DAVYZW_20050118.1319-E2-7
EM24	DAVYZW_20050118.1319-E34-8
EM26	DAVYZW_20050118.1319-E30-9
EM25	DAVYZW_20050118.1319-E4-10
EM27	DAVYZW_20050118.1319-E28-11
EM28	DAVYZW_20050118.1319-E30-12
EM29	DAVYZW_20050118.1319-E27-13
EM30	DAVYZW_20050118.1319-E27-14
EM31	DAVYZW_20050118.1319-E30-15
EM32	DAVYZW_20050118.1319-E5-16
EM33	DAVYZW_20050118.1319-E34-17
EM34	DAVYZW_20050118.1319-E6-18
EM35	DAVYZW_20050118.1319-E30-19
EM36	DAVYZW_20050118.1319-E7-20
EM37	DAVYZW_20050118.1319-E30-21
EM38	DAVYZW_20050118.1319-E30-22
EM39	DAVYZW_20050118.1319-E28-23
EM40	DAVYZW_20050118.1319-E30-24
EM41	DAVYZW_20050118.1319-E30-25
EM42	DAVYZW_20050118.1319-E31-26
EM44	DAVYZW_20050118.1319-E30-27
EM45	DAVYZW_20050118.1319-E8-28
EM46	DAVYZW_20050118.1319-E34-29
EM47	DAVYZW_20050118.1319-E6-30
EM48	DAVYZW_20050118.1319-E3-31
EM49	DAVYZW_20050118.1319-E8-32
EM50	DAVYZW_20050118.1319-E6-33
EM51	DAVYZW_20050118.1319-E9-34
EM52	DAVYZW_20050118.1319-E9-35
EM53	DAVYZW_20050118.1319-E10-36
EM82	DAVYZW_20050118.1319-E21-37
EM54	DAVYZW_20050118.1319-E11-38
EM55	DAVYZW_20050118.1319-E12-39
EM56	DAVYZW_20050118.1319-E13-40
EM57	DAVYZW_20050118.1319-E14-41
