CE18	GLOVEBX_20041212.0456-CE1
CE20	GLOVEBX_20041212.0456-CE2
CE21	GLOVEBX_20041212.0456-CE3
CE22	GLOVEBX_20041212.0456-CE4
CE9	GLOVEBX_20041212.0456-CE5
CE19	GLOVEBX_20041212.0456-CE6
CE8	GLOVEBX_20041212.0456-CE7
CE10	GLOVEBX_20041212.0456-CE8
CE11	GLOVEBX_20041212.0456-CE9
CE4	GLOVEBX_20041212.0456-CE10
CE1	GLOVEBX_20041212.0456-CE11
CE2	GLOVEBX_20041212.0456-CE12
CE3	GLOVEBX_20041212.0456-CE13
CE5	GLOVEBX_20041212.0456-CE14
CE6	GLOVEBX_20041212.0456-CE15
CE7	GLOVEBX_20041212.0456-CE16
CE12	GLOVEBX_20041212.0456-CE17
CE13	GLOVEBX_20041212.0456-CE18
CE14	GLOVEBX_20041212.0456-CE19
CE15	GLOVEBX_20041212.0456-CE20
CE16	GLOVEBX_20041212.0456-CE21
CE17	GLOVEBX_20041212.0456-CE22
E12	GLOVEBX_20041212.0456-E1
E16	GLOVEBX_20041212.0456-E2
E18	GLOVEBX_20041212.0456-E3
E19	GLOVEBX_20041212.0456-E4
E20	GLOVEBX_20041212.0456-E5
E22	GLOVEBX_20041212.0456-E6
E25	GLOVEBX_20041212.0456-E7
E23	GLOVEBX_20041212.0456-E8
E24	GLOVEBX_20041212.0456-E9
E26	GLOVEBX_20041212.0456-E10
E1	GLOVEBX_20041212.0456-E11
E29	GLOVEBX_20041212.0456-E12
E31	GLOVEBX_20041212.0456-E13
E32	GLOVEBX_20041212.0456-E14
E34	GLOVEBX_20041212.0456-E15
E35	GLOVEBX_20041212.0456-E16
E37	GLOVEBX_20041212.0456-E17
E39	GLOVEBX_20041212.0456-E18
E2	GLOVEBX_20041212.0456-E19
E3	GLOVEBX_20041212.0456-E20
E5	GLOVEBX_20041212.0456-E21
E6	GLOVEBX_20041212.0456-E22
E7	GLOVEBX_20041212.0456-E23
E8	GLOVEBX_20041212.0456-E24
E9	GLOVEBX_20041212.0456-E25
E10	GLOVEBX_20041212.0456-E26
E11	GLOVEBX_20041212.0456-E27
EM2	GLOVEBX_20041212.0456-E11-1
EM26	GLOVEBX_20041212.0456-E24-2
EM27	GLOVEBX_20041212.0456-E24-3
EM28	GLOVEBX_20041212.0456-E1-4
EM30	GLOVEBX_20041212.0456-E24-5
EM31	GLOVEBX_20041212.0456-E22-6
EM32	GLOVEBX_20041212.0456-E24-7
EM36	GLOVEBX_20041212.0456-E2-8
EM37	GLOVEBX_20041212.0456-E3-9
EM38	GLOVEBX_20041212.0456-E4-10
EM39	GLOVEBX_20041212.0456-E5-11
EM41	GLOVEBX_20041212.0456-E22-12
EM42	GLOVEBX_20041212.0456-E6-13
EM43	GLOVEBX_20041212.0456-E6-14
EM44	GLOVEBX_20041212.0456-E22-15
EM33	GLOVEBX_20041212.0456-E8-16
EM7	GLOVEBX_20041212.0456-E10-17
EM5	GLOVEBX_20041212.0456-E9-18
EM11	GLOVEBX_20041212.0456-E10-19
EM12	GLOVEBX_20041212.0456-E12-20
EM1	GLOVEBX_20041212.0456-E13-21
EM8	GLOVEBX_20041212.0456-E12-22
EM34	GLOVEBX_20041212.0456-E14-23
EM35	GLOVEBX_20041212.0456-E15-24
EM15	GLOVEBX_20041212.0456-E16-25
EM29	GLOVEBX_20041212.0456-E17-26
EM40	GLOVEBX_20041212.0456-E18-27
EM3	GLOVEBX_20041212.0456-E19-28
EM4	GLOVEBX_20041212.0456-E20-29
EM6	GLOVEBX_20041212.0456-E7-30
EM9	GLOVEBX_20041212.0456-E20-31
EM10	GLOVEBX_20041212.0456-E21-32
EM45	GLOVEBX_20041212.0456-E7-33
EM13	GLOVEBX_20041212.0456-E22-34
EM14	GLOVEBX_20041212.0456-E23-35
EM16	GLOVEBX_20041212.0456-E22-36
EM17	GLOVEBX_20041212.0456-E22-37
EM18	GLOVEBX_20041212.0456-E11-38
EM19	GLOVEBX_20041212.0456-E24-39
EM20	GLOVEBX_20041212.0456-E25-40
EM21	GLOVEBX_20041212.0456-E26-41
EM22	GLOVEBX_20041212.0456-E11-42
EM23	GLOVEBX_20041212.0456-E22-43
EM24	GLOVEBX_20041212.0456-E22-44
EM25	GLOVEBX_20041212.0456-E27-45
R1	GLOVEBX_20041212.0456-R1
R6	GLOVEBX_20041212.0456-R2
R7	GLOVEBX_20041212.0456-R3
R11	GLOVEBX_20041212.0456-R4
R12	GLOVEBX_20041212.0456-R5
R14	GLOVEBX_20041212.0456-R6
R2	GLOVEBX_20041212.0456-R7
R3	GLOVEBX_20041212.0456-R8
R4	GLOVEBX_20041212.0456-R9
R5	GLOVEBX_20041212.0456-R10
R8	GLOVEBX_20041212.0456-R11
R10	GLOVEBX_20041212.0456-R12
R13	GLOVEBX_20041212.0456-R13
R9	GLOVEBX_20041212.0456-R14
RM1	GLOVEBX_20041212.0456-R1-1
RM6	GLOVEBX_20041212.0456-R2-1
RM7	GLOVEBX_20041212.0456-R3-1
RM11	GLOVEBX_20041212.0456-R4-1
RM12	GLOVEBX_20041212.0456-R5-1
RM14	GLOVEBX_20041212.0456-R6-1
RM2	GLOVEBX_20041212.0456-R7-1
RM3	GLOVEBX_20041212.0456-R8-1
RM4	GLOVEBX_20041212.0456-R9-1
RM5	GLOVEBX_20041212.0456-R10-1
RM8	GLOVEBX_20041212.0456-R11-1
RM10	GLOVEBX_20041212.0456-R12-1
RM13	GLOVEBX_20041212.0456-R13-1
RM9	GLOVEBX_20041212.0456-R14-1
V3	GLOVEBX_20041212.0456-EV1
V1	GLOVEBX_20041212.0456-EV2
VM3	GLOVEBX_20041212.0456-EV1-1
VM1	GLOVEBX_20041212.0456-EV2-1
Q1	GLOVEBX_20041212.0456-T1
Q2	GLOVEBX_20041212.0456-T2
Q4	GLOVEBX_20041212.0456-T3
Q5	GLOVEBX_20041212.0456-T4
Q6	GLOVEBX_20041212.0456-V1
Q3	GLOVEBX_20041212.0456-T5
QM6	GLOVEBX_20041212.0456-V1-1
