CE10	GLOVEBX_20041119.0805-CE1
CE13	GLOVEBX_20041119.0805-CE2
CE14	GLOVEBX_20041119.0805-CE3
CE15	GLOVEBX_20041119.0805-CE4
CE16	GLOVEBX_20041119.0805-CE5
CE18	GLOVEBX_20041119.0805-CE6
CE22	GLOVEBX_20041119.0805-CE7
CE26	GLOVEBX_20041119.0805-CE8
CE23	GLOVEBX_20041119.0805-CE9
CE24	GLOVEBX_20041119.0805-CE10
CE25	GLOVEBX_20041119.0805-CE11
CE17	GLOVEBX_20041119.0805-CE12
CE19	GLOVEBX_20041119.0805-CE13
CE21	GLOVEBX_20041119.0805-CE14
CE12	GLOVEBX_20041119.0805-CE15
CE11	GLOVEBX_20041119.0805-CE16
CE20	GLOVEBX_20041119.0805-CE17
CE9	GLOVEBX_20041119.0805-CE18
CE1	GLOVEBX_20041119.0805-CE19
CE2	GLOVEBX_20041119.0805-CE20
CE3	GLOVEBX_20041119.0805-CE21
CE4	GLOVEBX_20041119.0805-CE22
CE5	GLOVEBX_20041119.0805-CE23
CE6	GLOVEBX_20041119.0805-CE24
CE7	GLOVEBX_20041119.0805-CE25
CE8	GLOVEBX_20041119.0805-CE26
E12	GLOVEBX_20041119.0805-E1
E39	GLOVEBX_20041119.0805-E2
E15	GLOVEBX_20041119.0805-E3
E16	GLOVEBX_20041119.0805-E4
E17	GLOVEBX_20041119.0805-E5
E18	GLOVEBX_20041119.0805-E6
E19	GLOVEBX_20041119.0805-E7
E40	GLOVEBX_20041119.0805-E8
E20	GLOVEBX_20041119.0805-E9
E22	GLOVEBX_20041119.0805-E10
E23	GLOVEBX_20041119.0805-E11
E24	GLOVEBX_20041119.0805-E12
E25	GLOVEBX_20041119.0805-E13
E26	GLOVEBX_20041119.0805-E14
E28	GLOVEBX_20041119.0805-E15
E29	GLOVEBX_20041119.0805-E16
E31	GLOVEBX_20041119.0805-E17
E32	GLOVEBX_20041119.0805-E18
E33	GLOVEBX_20041119.0805-E19
E36	GLOVEBX_20041119.0805-E20
E37	GLOVEBX_20041119.0805-E21
E38	GLOVEBX_20041119.0805-E22
E2	GLOVEBX_20041119.0805-E23
E3	GLOVEBX_20041119.0805-E24
E5	GLOVEBX_20041119.0805-E25
E6	GLOVEBX_20041119.0805-E26
E7	GLOVEBX_20041119.0805-E27
E8	GLOVEBX_20041119.0805-E28
E9	GLOVEBX_20041119.0805-E29
E10	GLOVEBX_20041119.0805-E30
EM21	GLOVEBX_20041119.0805-E23-1
EM22	GLOVEBX_20041119.0805-E19-2
EM78	GLOVEBX_20041119.0805-E2-3
EM23	GLOVEBX_20041119.0805-E1-4
EM24	GLOVEBX_20041119.0805-E27-5
EM79	GLOVEBX_20041119.0805-E8-6
EM26	GLOVEBX_20041119.0805-E23-7
EM28	GLOVEBX_20041119.0805-E23-8
EM29	GLOVEBX_20041119.0805-E23-9
EM30	GLOVEBX_20041119.0805-E23-10
EM31	GLOVEBX_20041119.0805-E3-11
EM32	GLOVEBX_20041119.0805-E4-12
EM33	GLOVEBX_20041119.0805-E23-13
EM34	GLOVEBX_20041119.0805-E26-14
EM35	GLOVEBX_20041119.0805-E5-15
EM36	GLOVEBX_20041119.0805-E23-16
EM42	GLOVEBX_20041119.0805-E23-17
EM45	GLOVEBX_20041119.0805-E7-18
EM48	GLOVEBX_20041119.0805-E27-19
EM53	GLOVEBX_20041119.0805-E23-20
EM55	GLOVEBX_20041119.0805-E23-21
EM58	GLOVEBX_20041119.0805-E23-22
EM59	GLOVEBX_20041119.0805-E23-23
EM60	GLOVEBX_20041119.0805-E9-24
EM61	GLOVEBX_20041119.0805-E9-25
EM62	GLOVEBX_20041119.0805-E23-26
EM63	GLOVEBX_20041119.0805-E23-27
EM64	GLOVEBX_20041119.0805-E26-28
EM65	GLOVEBX_20041119.0805-E26-29
EM66	GLOVEBX_20041119.0805-E26-30
EM68	GLOVEBX_20041119.0805-E23-31
EM69	GLOVEBX_20041119.0805-E6-32
EM57	GLOVEBX_20041119.0805-E6-33
EM67	GLOVEBX_20041119.0805-E23-34
EM70	GLOVEBX_20041119.0805-E23-35
EM71	GLOVEBX_20041119.0805-E10-36
EM72	GLOVEBX_20041119.0805-E23-37
EM73	GLOVEBX_20041119.0805-E23-38
EM74	GLOVEBX_20041119.0805-E26-39
EM75	GLOVEBX_20041119.0805-E11-40
EM76	GLOVEBX_20041119.0805-E12-41
EM27	GLOVEBX_20041119.0805-E16-42
EM37	GLOVEBX_20041119.0805-E6-43
EM38	GLOVEBX_20041119.0805-E6-44
EM39	GLOVEBX_20041119.0805-E23-45
EM40	GLOVEBX_20041119.0805-E13-46
EM43	GLOVEBX_20041119.0805-E6-47
EM44	GLOVEBX_20041119.0805-E6-48
EM46	GLOVEBX_20041119.0805-E6-49
EM47	GLOVEBX_20041119.0805-E14-50
EM50	GLOVEBX_20041119.0805-E6-51
EM51	GLOVEBX_20041119.0805-E23-52
EM52	GLOVEBX_20041119.0805-E15-53
EM54	GLOVEBX_20041119.0805-E6-54
EM1	GLOVEBX_20041119.0805-E23-55
EM25	GLOVEBX_20041119.0805-E17-56
EM49	GLOVEBX_20041119.0805-E18-57
EM20	GLOVEBX_20041119.0805-E19-58
EM77	GLOVEBX_20041119.0805-E20-59
EM56	GLOVEBX_20041119.0805-E21-60
EM41	GLOVEBX_20041119.0805-E22-61
EM2	GLOVEBX_20041119.0805-E23-62
EM3	GLOVEBX_20041119.0805-E24-63
EM4	GLOVEBX_20041119.0805-E23-64
EM5	GLOVEBX_20041119.0805-E24-65
EM6	GLOVEBX_20041119.0805-E23-66
EM7	GLOVEBX_20041119.0805-E25-67
EM8	GLOVEBX_20041119.0805-E23-68
EM9	GLOVEBX_20041119.0805-E23-69
EM10	GLOVEBX_20041119.0805-E24-70
EM11	GLOVEBX_20041119.0805-E23-71
EM12	GLOVEBX_20041119.0805-E26-72
EM13	GLOVEBX_20041119.0805-E23-73
EM14	GLOVEBX_20041119.0805-E27-74
EM15	GLOVEBX_20041119.0805-E28-75
EM16	GLOVEBX_20041119.0805-E29-76
EM17	GLOVEBX_20041119.0805-E30-77
EM18	GLOVEBX_20041119.0805-E23-78
EM19	GLOVEBX_20041119.0805-E23-79
R3	GLOVEBX_20041119.0805-R1
R6	GLOVEBX_20041119.0805-R2
R11	GLOVEBX_20041119.0805-R3
R1	GLOVEBX_20041119.0805-R4
R2	GLOVEBX_20041119.0805-R5
R4	GLOVEBX_20041119.0805-R6
R5	GLOVEBX_20041119.0805-R7
R7	GLOVEBX_20041119.0805-R8
R8	GLOVEBX_20041119.0805-R9
R9	GLOVEBX_20041119.0805-R10
R10	GLOVEBX_20041119.0805-R11
R12	GLOVEBX_20041119.0805-R12
R13	GLOVEBX_20041119.0805-R13
R14	GLOVEBX_20041119.0805-R14
R15	GLOVEBX_20041119.0805-R15
R16	GLOVEBX_20041119.0805-R16
R17	GLOVEBX_20041119.0805-R17
R19	GLOVEBX_20041119.0805-R18
R20	GLOVEBX_20041119.0805-R19
R21	GLOVEBX_20041119.0805-R20
R22	GLOVEBX_20041119.0805-R21
R18	GLOVEBX_20041119.0805-R22
RM3	GLOVEBX_20041119.0805-R1-1
RM6	GLOVEBX_20041119.0805-R2-1
RM11	GLOVEBX_20041119.0805-R3-1
RM1	GLOVEBX_20041119.0805-R4-1
RM2	GLOVEBX_20041119.0805-R4-2
RM4	GLOVEBX_20041119.0805-R6-1
RM5	GLOVEBX_20041119.0805-R7-1
RM7	GLOVEBX_20041119.0805-R8-1
