CE10	LIUYIFENG_20050115.1748-CE1
CE11	LIUYIFENG_20050115.1748-CE2
CE12	LIUYIFENG_20050115.1748-CE3
CE13	LIUYIFENG_20050115.1748-CE4
CE15	LIUYIFENG_20050115.1748-CE5
CE16	LIUYIFENG_20050115.1748-CE6
CE18	LIUYIFENG_20050115.1748-CE7
CE19	LIUYIFENG_20050115.1748-CE8
CE14	LIUYIFENG_20050115.1748-CE9
CE20	LIUYIFENG_20050115.1748-CE10
CE17	LIUYIFENG_20050115.1748-CE11
CE1	LIUYIFENG_20050115.1748-CE12
CE2	LIUYIFENG_20050115.1748-CE13
CE3	LIUYIFENG_20050115.1748-CE14
CE4	LIUYIFENG_20050115.1748-CE15
CE7	LIUYIFENG_20050115.1748-CE16
CE6	LIUYIFENG_20050115.1748-CE17
CE5	LIUYIFENG_20050115.1748-CE18
CE8	LIUYIFENG_20050115.1748-CE19
CE9	LIUYIFENG_20050115.1748-CE20
E12	LIUYIFENG_20050115.1748-E1
E13	LIUYIFENG_20050115.1748-E2
E14	LIUYIFENG_20050115.1748-E3
E15	LIUYIFENG_20050115.1748-E4
E16	LIUYIFENG_20050115.1748-E5
E17	LIUYIFENG_20050115.1748-E6
E18	LIUYIFENG_20050115.1748-E7
E19	LIUYIFENG_20050115.1748-E8
E20	LIUYIFENG_20050115.1748-E9
E27	LIUYIFENG_20050115.1748-E10
E22	LIUYIFENG_20050115.1748-E11
E23	LIUYIFENG_20050115.1748-E12
E25	LIUYIFENG_20050115.1748-E13
E1	LIUYIFENG_20050115.1748-E14
E26	LIUYIFENG_20050115.1748-E15
E2	LIUYIFENG_20050115.1748-E16
E3	LIUYIFENG_20050115.1748-E17
E4	LIUYIFENG_20050115.1748-E18
E5	LIUYIFENG_20050115.1748-E19
E6	LIUYIFENG_20050115.1748-E20
E7	LIUYIFENG_20050115.1748-E21
E8	LIUYIFENG_20050115.1748-E22
E9	LIUYIFENG_20050115.1748-E23
E10	LIUYIFENG_20050115.1748-E24
E11	LIUYIFENG_20050115.1748-E25
EM1	LIUYIFENG_20050115.1748-E14-1
EM22	LIUYIFENG_20050115.1748-E2-2
EM23	LIUYIFENG_20050115.1748-E14-3
EM24	LIUYIFENG_20050115.1748-E18-4
EM25	LIUYIFENG_20050115.1748-E18-5
EM26	LIUYIFENG_20050115.1748-E18-6
EM27	LIUYIFENG_20050115.1748-E21-7
EM28	LIUYIFENG_20050115.1748-E21-8
EM29	LIUYIFENG_20050115.1748-E21-9
EM30	LIUYIFENG_20050115.1748-E3-10
EM31	LIUYIFENG_20050115.1748-E18-11
EM32	LIUYIFENG_20050115.1748-E4-12
EM33	LIUYIFENG_20050115.1748-E23-13
EM34	LIUYIFENG_20050115.1748-E4-14
EM36	LIUYIFENG_20050115.1748-E5-15
EM37	LIUYIFENG_20050115.1748-E6-16
EM39	LIUYIFENG_20050115.1748-E7-17
EM43	LIUYIFENG_20050115.1748-E7-18
EM42	LIUYIFENG_20050115.1748-E8-19
EM40	LIUYIFENG_20050115.1748-E9-20
EM49	LIUYIFENG_20050115.1748-E18-21
EM50	LIUYIFENG_20050115.1748-E10-22
EM44	LIUYIFENG_20050115.1748-E7-23
EM45	LIUYIFENG_20050115.1748-E11-24
EM46	LIUYIFENG_20050115.1748-E18-25
EM47	LIUYIFENG_20050115.1748-E12-26
EM48	LIUYIFENG_20050115.1748-E11-27
EM35	LIUYIFENG_20050115.1748-E13-28
EM9	LIUYIFENG_20050115.1748-E18-29
EM38	LIUYIFENG_20050115.1748-E15-30
EM41	LIUYIFENG_20050115.1748-E15-31
EM2	LIUYIFENG_20050115.1748-E16-32
EM3	LIUYIFENG_20050115.1748-E17-33
EM4	LIUYIFENG_20050115.1748-E18-34
EM13	LIUYIFENG_20050115.1748-E18-35
EM10	LIUYIFENG_20050115.1748-E19-36
EM11	LIUYIFENG_20050115.1748-E16-37
EM12	LIUYIFENG_20050115.1748-E17-38
EM5	LIUYIFENG_20050115.1748-E20-39
EM8	LIUYIFENG_20050115.1748-E21-40
EM6	LIUYIFENG_20050115.1748-E22-41
EM7	LIUYIFENG_20050115.1748-E23-42
EM14	LIUYIFENG_20050115.1748-E18-43
EM15	LIUYIFENG_20050115.1748-E18-44
EM16	LIUYIFENG_20050115.1748-E18-45
EM17	LIUYIFENG_20050115.1748-E24-46
EM18	LIUYIFENG_20050115.1748-E18-47
EM19	LIUYIFENG_20050115.1748-E25-48
EM20	LIUYIFENG_20050115.1748-E16-49
EM21	LIUYIFENG_20050115.1748-E1-50
R1	LIUYIFENG_20050115.1748-R1
R2	LIUYIFENG_20050115.1748-R2
R3	LIUYIFENG_20050115.1748-R3
R6	LIUYIFENG_20050115.1748-R4
R7	LIUYIFENG_20050115.1748-R5
R8	LIUYIFENG_20050115.1748-R6
R11	LIUYIFENG_20050115.1748-R7
R4	LIUYIFENG_20050115.1748-R8
R5	LIUYIFENG_20050115.1748-R9
R10	LIUYIFENG_20050115.1748-R10
R9	LIUYIFENG_20050115.1748-R11
R12	LIUYIFENG_20050115.1748-R12
RM1	LIUYIFENG_20050115.1748-R1-1
RM2	LIUYIFENG_20050115.1748-R2-1
RM3	LIUYIFENG_20050115.1748-R3-1
RM6	LIUYIFENG_20050115.1748-R4-1
RM7	LIUYIFENG_20050115.1748-R5-1
RM8	LIUYIFENG_20050115.1748-R6-1
RM11	LIUYIFENG_20050115.1748-R7-1
RM4	LIUYIFENG_20050115.1748-R8-1
RM5	LIUYIFENG_20050115.1748-R2-2
RM10	LIUYIFENG_20050115.1748-R10-1
RM9	LIUYIFENG_20050115.1748-R11-1
RM12	LIUYIFENG_20050115.1748-R12-1
V1	LIUYIFENG_20050115.1748-EV1
V2	LIUYIFENG_20050115.1748-EV2
V3	LIUYIFENG_20050115.1748-EV3
V4	LIUYIFENG_20050115.1748-EV4
V5	LIUYIFENG_20050115.1748-EV5
V6	LIUYIFENG_20050115.1748-EV6
V7	LIUYIFENG_20050115.1748-EV7
V8	LIUYIFENG_20050115.1748-EV8
V9	LIUYIFENG_20050115.1748-EV9
V10	LIUYIFENG_20050115.1748-EV10
VM1	LIUYIFENG_20050115.1748-EV1-1
VM2	LIUYIFENG_20050115.1748-EV2-1
VM3	LIUYIFENG_20050115.1748-EV2-2
VM4	LIUYIFENG_20050115.1748-EV3-1
VM5	LIUYIFENG_20050115.1748-EV4-1
VM6	LIUYIFENG_20050115.1748-EV5-1
VM7	LIUYIFENG_20050115.1748-EV6-1
VM8	LIUYIFENG_20050115.1748-EV7-1
VM9	LIUYIFENG_20050115.1748-EV8-1
VM10	LIUYIFENG_20050115.1748-EV9-1
VM11	LIUYIFENG_20050115.1748-EV10-1
Q1	LIUYIFENG_20050115.1748-T1
Q2	LIUYIFENG_20050115.1748-T2
Q3	LIUYIFENG_20050115.1748-T3
Q4	LIUYIFENG_20050115.1748-T4
Q5	LIUYIFENG_20050115.1748-T5
Q7	LIUYIFENG_20050115.1748-T6
Q12	LIUYIFENG_20050115.1748-T7
Q13	LIUYIFENG_20050115.1748-T8
Q8	LIUYIFENG_20050115.1748-V1
Q9	LIUYIFENG_20050115.1748-V2
Q10	LIUYIFENG_20050115.1748-V3
Q6	LIUYIFENG_20050115.1748-V4
Q11	LIUYIFENG_20050115.1748-V5
QM8	LIUYIFENG_20050115.1748-V1-1
QM9	LIUYIFENG_20050115.1748-V2-1
QM10	LIUYIFENG_20050115.1748-V3-1
QM6	LIUYIFENG_20050115.1748-V4-1
QM11	LIUYIFENG_20050115.1748-V5-1
