CE17	DAVYZW_20050105.1242-CE1
CE18	DAVYZW_20050105.1242-CE2
CE19	DAVYZW_20050105.1242-CE3
CE20	DAVYZW_20050105.1242-CE4
CE21	DAVYZW_20050105.1242-CE5
CE22	DAVYZW_20050105.1242-CE6
CE23	DAVYZW_20050105.1242-CE7
CE24	DAVYZW_20050105.1242-CE8
CE26	DAVYZW_20050105.1242-CE9
CE25	DAVYZW_20050105.1242-CE10
CE27	DAVYZW_20050105.1242-CE11
CE28	DAVYZW_20050105.1242-CE12
CE29	DAVYZW_20050105.1242-CE13
CE30	DAVYZW_20050105.1242-CE14
CE31	DAVYZW_20050105.1242-CE15
CE32	DAVYZW_20050105.1242-CE16
CE34	DAVYZW_20050105.1242-CE17
CE33	DAVYZW_20050105.1242-CE18
CE35	DAVYZW_20050105.1242-CE19
CE36	DAVYZW_20050105.1242-CE20
CE38	DAVYZW_20050105.1242-CE21
CE40	DAVYZW_20050105.1242-CE22
CE39	DAVYZW_20050105.1242-CE23
CE41	DAVYZW_20050105.1242-CE24
CE42	DAVYZW_20050105.1242-CE25
CE10	DAVYZW_20050105.1242-CE26
CE43	DAVYZW_20050105.1242-CE27
CE44	DAVYZW_20050105.1242-CE28
CE45	DAVYZW_20050105.1242-CE29
CE3	DAVYZW_20050105.1242-CE30
CE47	DAVYZW_20050105.1242-CE31
CE48	DAVYZW_20050105.1242-CE32
CE49	DAVYZW_20050105.1242-CE33
CE50	DAVYZW_20050105.1242-CE34
CE51	DAVYZW_20050105.1242-CE35
CE52	DAVYZW_20050105.1242-CE36
CE53	DAVYZW_20050105.1242-CE37
CE54	DAVYZW_20050105.1242-CE38
CE55	DAVYZW_20050105.1242-CE39
CE56	DAVYZW_20050105.1242-CE40
CE57	DAVYZW_20050105.1242-CE41
CE58	DAVYZW_20050105.1242-CE42
CE59	DAVYZW_20050105.1242-CE43
CE60	DAVYZW_20050105.1242-CE44
CE61	DAVYZW_20050105.1242-CE45
CE62	DAVYZW_20050105.1242-CE46
CE63	DAVYZW_20050105.1242-CE47
CE64	DAVYZW_20050105.1242-CE48
CE66	DAVYZW_20050105.1242-CE49
CE67	DAVYZW_20050105.1242-CE50
CE68	DAVYZW_20050105.1242-CE51
CE70	DAVYZW_20050105.1242-CE52
CE2	DAVYZW_20050105.1242-CE53
CE71	DAVYZW_20050105.1242-CE54
CE1	DAVYZW_20050105.1242-CE55
CE72	DAVYZW_20050105.1242-CE56
CE73	DAVYZW_20050105.1242-CE57
CE74	DAVYZW_20050105.1242-CE58
CE37	DAVYZW_20050105.1242-CE59
CE75	DAVYZW_20050105.1242-CE60
CE78	DAVYZW_20050105.1242-CE61
CE77	DAVYZW_20050105.1242-CE62
CE79	DAVYZW_20050105.1242-CE63
CE80	DAVYZW_20050105.1242-CE64
CE81	DAVYZW_20050105.1242-CE65
CE82	DAVYZW_20050105.1242-CE66
CE4	DAVYZW_20050105.1242-CE67
CE69	DAVYZW_20050105.1242-CE68
CE76	DAVYZW_20050105.1242-CE69
CE5	DAVYZW_20050105.1242-CE70
CE65	DAVYZW_20050105.1242-CE71
CE6	DAVYZW_20050105.1242-CE72
CE7	DAVYZW_20050105.1242-CE73
CE8	DAVYZW_20050105.1242-CE74
CE9	DAVYZW_20050105.1242-CE75
CE46	DAVYZW_20050105.1242-CE76
CE11	DAVYZW_20050105.1242-CE77
CE12	DAVYZW_20050105.1242-CE78
CE13	DAVYZW_20050105.1242-CE79
CE14	DAVYZW_20050105.1242-CE80
CE15	DAVYZW_20050105.1242-CE81
CE16	DAVYZW_20050105.1242-CE82
E16	DAVYZW_20050105.1242-E1
E17	DAVYZW_20050105.1242-E2
E18	DAVYZW_20050105.1242-E3
E19	DAVYZW_20050105.1242-E4
E20	DAVYZW_20050105.1242-E5
E21	DAVYZW_20050105.1242-E6
E22	DAVYZW_20050105.1242-E7
E23	DAVYZW_20050105.1242-E8
E24	DAVYZW_20050105.1242-E9
E25	DAVYZW_20050105.1242-E10
E26	DAVYZW_20050105.1242-E11
E27	DAVYZW_20050105.1242-E12
E28	DAVYZW_20050105.1242-E13
E29	DAVYZW_20050105.1242-E14
E30	DAVYZW_20050105.1242-E15
E31	DAVYZW_20050105.1242-E16
E32	DAVYZW_20050105.1242-E17
E33	DAVYZW_20050105.1242-E18
E34	DAVYZW_20050105.1242-E19
E35	DAVYZW_20050105.1242-E20
E36	DAVYZW_20050105.1242-E21
E37	DAVYZW_20050105.1242-E22
E38	DAVYZW_20050105.1242-E23
E1	DAVYZW_20050105.1242-E24
E39	DAVYZW_20050105.1242-E25
E40	DAVYZW_20050105.1242-E26
E41	DAVYZW_20050105.1242-E27
E94	DAVYZW_20050105.1242-E28
E44	DAVYZW_20050105.1242-E29
E45	DAVYZW_20050105.1242-E30
E46	DAVYZW_20050105.1242-E31
E47	DAVYZW_20050105.1242-E32
E48	DAVYZW_20050105.1242-E33
E49	DAVYZW_20050105.1242-E34
E50	DAVYZW_20050105.1242-E35
E51	DAVYZW_20050105.1242-E36
E52	DAVYZW_20050105.1242-E37
E53	DAVYZW_20050105.1242-E38
E54	DAVYZW_20050105.1242-E39
E55	DAVYZW_20050105.1242-E40
E56	DAVYZW_20050105.1242-E41
E57	DAVYZW_20050105.1242-E42
E58	DAVYZW_20050105.1242-E43
E59	DAVYZW_20050105.1242-E44
E60	DAVYZW_20050105.1242-E45
E61	DAVYZW_20050105.1242-E46
E62	DAVYZW_20050105.1242-E47
E63	DAVYZW_20050105.1242-E48
E64	DAVYZW_20050105.1242-E49
E65	DAVYZW_20050105.1242-E50
E66	DAVYZW_20050105.1242-E51
E67	DAVYZW_20050105.1242-E52
E68	DAVYZW_20050105.1242-E53
E69	DAVYZW_20050105.1242-E54
E70	DAVYZW_20050105.1242-E55
E72	DAVYZW_20050105.1242-E56
E73	DAVYZW_20050105.1242-E57
E74	DAVYZW_20050105.1242-E58
E76	DAVYZW_20050105.1242-E59
E77	DAVYZW_20050105.1242-E60
E2	DAVYZW_20050105.1242-E61
E79	DAVYZW_20050105.1242-E62
E80	DAVYZW_20050105.1242-E63
E81	DAVYZW_20050105.1242-E64
E82	DAVYZW_20050105.1242-E65
E83	DAVYZW_20050105.1242-E66
E84	DAVYZW_20050105.1242-E67
E85	DAVYZW_20050105.1242-E68
E86	DAVYZW_20050105.1242-E69
E87	DAVYZW_20050105.1242-E70
E88	DAVYZW_20050105.1242-E71
E89	DAVYZW_20050105.1242-E72
E91	DAVYZW_20050105.1242-E73
E95	DAVYZW_20050105.1242-E74
E93	DAVYZW_20050105.1242-E75
E3	DAVYZW_20050105.1242-E76
E96	DAVYZW_20050105.1242-E77
E4	DAVYZW_20050105.1242-E78
E5	DAVYZW_20050105.1242-E79
E6	DAVYZW_20050105.1242-E80
E7	DAVYZW_20050105.1242-E81
E8	DAVYZW_20050105.1242-E82
E9	DAVYZW_20050105.1242-E83
E10	DAVYZW_20050105.1242-E84
E11	DAVYZW_20050105.1242-E85
E12	DAVYZW_20050105.1242-E86
E13	DAVYZW_20050105.1242-E87
E14	DAVYZW_20050105.1242-E88
E15	DAVYZW_20050105.1242-E89
EM1	DAVYZW_20050105.1242-E24-1
EM16	DAVYZW_20050105.1242-E1-2
EM17	DAVYZW_20050105.1242-E61-3
EM18	DAVYZW_20050105.1242-E76-4
EM19	DAVYZW_20050105.1242-E2-5
EM20	DAVYZW_20050105.1242-E3-6
EM21	DAVYZW_20050105.1242-E76-7
EM22	DAVYZW_20050105.1242-E61-8
EM23	DAVYZW_20050105.1242-E4-9
EM24	DAVYZW_20050105.1242-E5-10
EM25	DAVYZW_20050105.1242-E6-11
EM27	DAVYZW_20050105.1242-E5-12
EM26	DAVYZW_20050105.1242-E61-13
EM28	DAVYZW_20050105.1242-E7-14
EM29	DAVYZW_20050105.1242-E8-15
EM30	DAVYZW_20050105.1242-E4-16
EM31	DAVYZW_20050105.1242-E61-17
EM32	DAVYZW_20050105.1242-E9-18
EM33	DAVYZW_20050105.1242-E10-19
EM34	DAVYZW_20050105.1242-E61-20
EM35	DAVYZW_20050105.1242-E61-21
EM36	DAVYZW_20050105.1242-E61-22
EM37	DAVYZW_20050105.1242-E11-23
EM38	DAVYZW_20050105.1242-E81-24
EM39	DAVYZW_20050105.1242-E7-25
EM40	DAVYZW_20050105.1242-E12-26
EM41	DAVYZW_20050105.1242-E13-27
EM42	DAVYZW_20050105.1242-E14-28
EM43	DAVYZW_20050105.1242-E15-29
EM44	DAVYZW_20050105.1242-E16-30
EM45	DAVYZW_20050105.1242-E17-31
EM46	DAVYZW_20050105.1242-E18-32
EM47	DAVYZW_20050105.1242-E19-33
EM48	DAVYZW_20050105.1242-E20-34
EM49	DAVYZW_20050105.1242-E21-35
EM51	DAVYZW_20050105.1242-E61-36
EM52	DAVYZW_20050105.1242-E22-37
EM53	DAVYZW_20050105.1242-E23-38
EM54	DAVYZW_20050105.1242-E25-39
EM55	DAVYZW_20050105.1242-E76-40
EM56	DAVYZW_20050105.1242-E4-41
EM57	DAVYZW_20050105.1242-E26-42
EM58	DAVYZW_20050105.1242-E27-43
EM59	DAVYZW_20050105.1242-E61-44
EM60	DAVYZW_20050105.1242-E61-45
EM61	DAVYZW_20050105.1242-E61-46
EM8	DAVYZW_20050105.1242-E28-47
EM62	DAVYZW_20050105.1242-E25-48
EM63	DAVYZW_20050105.1242-E29-49
EM64	DAVYZW_20050105.1242-E30-50
EM65	DAVYZW_20050105.1242-E61-51
EM66	DAVYZW_20050105.1242-E61-52
EM67	DAVYZW_20050105.1242-E31-53
EM68	DAVYZW_20050105.1242-E32-54
EM69	DAVYZW_20050105.1242-E61-55
EM70	DAVYZW_20050105.1242-E61-56
EM71	DAVYZW_20050105.1242-E76-57
EM72	DAVYZW_20050105.1242-E61-58
EM74	DAVYZW_20050105.1242-E78-59
EM75	DAVYZW_20050105.1242-E79-60
EM76	DAVYZW_20050105.1242-E80-61
EM77	DAVYZW_20050105.1242-E81-62
EM78	DAVYZW_20050105.1242-E82-63
EM79	DAVYZW_20050105.1242-E83-64
EM80	DAVYZW_20050105.1242-E84-65
EM81	DAVYZW_20050105.1242-E85-66
EM82	DAVYZW_20050105.1242-E86-67
EM83	DAVYZW_20050105.1242-E87-68
EM84	DAVYZW_20050105.1242-E88-69
EM85	DAVYZW_20050105.1242-E89-70
EM86	DAVYZW_20050105.1242-E1-71
EM87	DAVYZW_20050105.1242-E82-72
EM88	DAVYZW_20050105.1242-E33-73
EM89	DAVYZW_20050105.1242-E34-74
EM90	DAVYZW_20050105.1242-E61-75
EM91	DAVYZW_20050105.1242-E35-76
EM92	DAVYZW_20050105.1242-E80-77
EM93	DAVYZW_20050105.1242-E36-78
EM94	DAVYZW_20050105.1242-E37-79
EM95	DAVYZW_20050105.1242-E38-80
EM96	DAVYZW_20050105.1242-E39-81
EM97	DAVYZW_20050105.1242-E40-82
EM98	DAVYZW_20050105.1242-E41-83
EM2	DAVYZW_20050105.1242-E61-84
EM99	DAVYZW_20050105.1242-E42-85
EM100	DAVYZW_20050105.1242-E61-86
EM101	DAVYZW_20050105.1242-E61-87
EM102	DAVYZW_20050105.1242-E61-88
EM103	DAVYZW_20050105.1242-E76-89
EM104	DAVYZW_20050105.1242-E41-90
EM105	DAVYZW_20050105.1242-E42-91
EM106	DAVYZW_20050105.1242-E43-92
EM107	DAVYZW_20050105.1242-E61-93
EM108	DAVYZW_20050105.1242-E61-94
EM109	DAVYZW_20050105.1242-E44-95
EM110	DAVYZW_20050105.1242-E45-96
EM111	DAVYZW_20050105.1242-E46-97
EM112	DAVYZW_20050105.1242-E47-98
EM113	DAVYZW_20050105.1242-E48-99
EM114	DAVYZW_20050105.1242-E61-100
EM115	DAVYZW_20050105.1242-E49-101
EM116	DAVYZW_20050105.1242-E50-102
EM117	DAVYZW_20050105.1242-E51-103
EM118	DAVYZW_20050105.1242-E52-104
EM120	DAVYZW_20050105.1242-E51-105
EM119	DAVYZW_20050105.1242-E53-106
EM121	DAVYZW_20050105.1242-E51-107
EM123	DAVYZW_20050105.1242-E61-108
EM124	DAVYZW_20050105.1242-E54-109
EM125	DAVYZW_20050105.1242-E42-110
EM126	DAVYZW_20050105.1242-E55-111
EM127	DAVYZW_20050105.1242-E61-112
EM128	DAVYZW_20050105.1242-E61-113
EM130	DAVYZW_20050105.1242-E74-114
EM129	DAVYZW_20050105.1242-E56-115
EM131	DAVYZW_20050105.1242-E47-116
EM132	DAVYZW_20050105.1242-E57-117
EM133	DAVYZW_20050105.1242-E61-118
EM135	DAVYZW_20050105.1242-E58-119
EM134	DAVYZW_20050105.1242-E59-120
EM136	DAVYZW_20050105.1242-E60-121
EM137	DAVYZW_20050105.1242-E62-122
EM138	DAVYZW_20050105.1242-E63-123
EM139	DAVYZW_20050105.1242-E64-124
EM140	DAVYZW_20050105.1242-E65-125
EM141	DAVYZW_20050105.1242-E66-126
EM142	DAVYZW_20050105.1242-E67-127
