CE11	DAVYZW_20050121.1237-CE1
CE12	DAVYZW_20050121.1237-CE2
CE14	DAVYZW_20050121.1237-CE3
CE15	DAVYZW_20050121.1237-CE4
CE16	DAVYZW_20050121.1237-CE5
CE60	DAVYZW_20050121.1237-CE6
CE18	DAVYZW_20050121.1237-CE7
CE19	DAVYZW_20050121.1237-CE8
CE5	DAVYZW_20050121.1237-CE9
CE30	DAVYZW_20050121.1237-CE10
CE22	DAVYZW_20050121.1237-CE11
CE44	DAVYZW_20050121.1237-CE12
CE23	DAVYZW_20050121.1237-CE13
CE24	DAVYZW_20050121.1237-CE14
CE25	DAVYZW_20050121.1237-CE15
CE20	DAVYZW_20050121.1237-CE16
CE26	DAVYZW_20050121.1237-CE17
CE27	DAVYZW_20050121.1237-CE18
CE17	DAVYZW_20050121.1237-CE19
CE21	DAVYZW_20050121.1237-CE20
CE31	DAVYZW_20050121.1237-CE21
CE46	DAVYZW_20050121.1237-CE22
CE32	DAVYZW_20050121.1237-CE23
CE61	DAVYZW_20050121.1237-CE24
CE13	DAVYZW_20050121.1237-CE25
CE33	DAVYZW_20050121.1237-CE26
CE34	DAVYZW_20050121.1237-CE27
CE35	DAVYZW_20050121.1237-CE28
CE36	DAVYZW_20050121.1237-CE29
CE2	DAVYZW_20050121.1237-CE30
CE37	DAVYZW_20050121.1237-CE31
CE39	DAVYZW_20050121.1237-CE32
CE38	DAVYZW_20050121.1237-CE33
CE40	DAVYZW_20050121.1237-CE34
CE41	DAVYZW_20050121.1237-CE35
CE42	DAVYZW_20050121.1237-CE36
CE43	DAVYZW_20050121.1237-CE37
CE1	DAVYZW_20050121.1237-CE38
CE45	DAVYZW_20050121.1237-CE39
CE47	DAVYZW_20050121.1237-CE40
CE48	DAVYZW_20050121.1237-CE41
CE49	DAVYZW_20050121.1237-CE42
CE51	DAVYZW_20050121.1237-CE43
CE53	DAVYZW_20050121.1237-CE44
CE54	DAVYZW_20050121.1237-CE45
CE56	DAVYZW_20050121.1237-CE46
CE57	DAVYZW_20050121.1237-CE47
CE58	DAVYZW_20050121.1237-CE48
CE29	DAVYZW_20050121.1237-CE49
CE52	DAVYZW_20050121.1237-CE50
CE55	DAVYZW_20050121.1237-CE51
CE50	DAVYZW_20050121.1237-CE52
CE4	DAVYZW_20050121.1237-CE53
CE59	DAVYZW_20050121.1237-CE54
CE7	DAVYZW_20050121.1237-CE55
