CE16	NJWSL_20041204.0802-CE1
CE18	NJWSL_20041204.0802-CE2
CE19	NJWSL_20041204.0802-CE3
CE17	NJWSL_20041204.0802-CE4
CE20	NJWSL_20041204.0802-CE5
CE23	NJWSL_20041204.0802-CE6
CE22	NJWSL_20041204.0802-CE7
CE24	NJWSL_20041204.0802-CE8
CE26	NJWSL_20041204.0802-CE9
CE27	NJWSL_20041204.0802-CE10
CE28	NJWSL_20041204.0802-CE11
CE29	NJWSL_20041204.0802-CE12
CE30	NJWSL_20041204.0802-CE13
CE31	NJWSL_20041204.0802-CE14
CE32	NJWSL_20041204.0802-CE15
CE33	NJWSL_20041204.0802-CE16
CE34	NJWSL_20041204.0802-CE17
CE12	NJWSL_20041204.0802-CE18
CE6	NJWSL_20041204.0802-CE19
CE1	NJWSL_20041204.0802-CE20
CE25	NJWSL_20041204.0802-CE21
CE5	NJWSL_20041204.0802-CE22
CE7	NJWSL_20041204.0802-CE23
CE8	NJWSL_20041204.0802-CE24
CE13	NJWSL_20041204.0802-CE25
CE15	NJWSL_20041204.0802-CE26
CE2	NJWSL_20041204.0802-CE27
CE3	NJWSL_20041204.0802-CE28
CE4	NJWSL_20041204.0802-CE29
CE21	NJWSL_20041204.0802-CE30
CE9	NJWSL_20041204.0802-CE31
CE10	NJWSL_20041204.0802-CE32
CE11	NJWSL_20041204.0802-CE33
CE14	NJWSL_20041204.0802-CE34
E15	NJWSL_20041204.0802-E1
E17	NJWSL_20041204.0802-E2
E18	NJWSL_20041204.0802-E3
E19	NJWSL_20041204.0802-E4
E20	NJWSL_20041204.0802-E5
E41	NJWSL_20041204.0802-E6
E22	NJWSL_20041204.0802-E7
E23	NJWSL_20041204.0802-E8
E25	NJWSL_20041204.0802-E9
E26	NJWSL_20041204.0802-E10
E27	NJWSL_20041204.0802-E11
E28	NJWSL_20041204.0802-E12
E31	NJWSL_20041204.0802-E13
E32	NJWSL_20041204.0802-E14
E34	NJWSL_20041204.0802-E15
E36	NJWSL_20041204.0802-E16
E1	NJWSL_20041204.0802-E17
E37	NJWSL_20041204.0802-E18
E38	NJWSL_20041204.0802-E19
E39	NJWSL_20041204.0802-E20
E42	NJWSL_20041204.0802-E21
E45	NJWSL_20041204.0802-E22
E47	NJWSL_20041204.0802-E23
E48	NJWSL_20041204.0802-E24
E49	NJWSL_20041204.0802-E25
E51	NJWSL_20041204.0802-E26
E2	NJWSL_20041204.0802-E27
E3	NJWSL_20041204.0802-E28
E4	NJWSL_20041204.0802-E29
E40	NJWSL_20041204.0802-E30
E10	NJWSL_20041204.0802-E31
E11	NJWSL_20041204.0802-E32
E12	NJWSL_20041204.0802-E33
E14	NJWSL_20041204.0802-E34
EM1	NJWSL_20041204.0802-E17-1
EM29	NJWSL_20041204.0802-E25-2
EM31	NJWSL_20041204.0802-E1-3
EM33	NJWSL_20041204.0802-E26-4
EM34	NJWSL_20041204.0802-E2-5
EM35	NJWSL_20041204.0802-E3-6
EM36	NJWSL_20041204.0802-E26-7
EM37	NJWSL_20041204.0802-E26-8
EM38	NJWSL_20041204.0802-E1-9
EM39	NJWSL_20041204.0802-E2-10
EM41	NJWSL_20041204.0802-E2-11
EM32	NJWSL_20041204.0802-E4-12
EM42	NJWSL_20041204.0802-E4-13
EM46	NJWSL_20041204.0802-E6-14
EM43	NJWSL_20041204.0802-E5-15
EM19	NJWSL_20041204.0802-E22-16
EM44	NJWSL_20041204.0802-E7-17
EM48	NJWSL_20041204.0802-E8-18
EM49	NJWSL_20041204.0802-E8-19
EM52	NJWSL_20041204.0802-E9-20
EM53	NJWSL_20041204.0802-E10-21
EM54	NJWSL_20041204.0802-E11-22
EM55	NJWSL_20041204.0802-E12-23
EM56	NJWSL_20041204.0802-E9-24
EM57	NJWSL_20041204.0802-E10-25
EM58	NJWSL_20041204.0802-E9-26
EM59	NJWSL_20041204.0802-E13-27
EM60	NJWSL_20041204.0802-E14-28
